,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
239,Direction of Country,CBS News/NY Times,"Right Direction 29, Wrong Track 66",Wrong Track +37,2012-01-18,2012.0
240,Direction of Country,Rasmussen Reports,"Right Direction 24, Wrong Track 68",Wrong Track +44,2012-01-19,2012.0
241,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 30, Wrong Track 61",Wrong Track +31,2012-01-25,2012.0
242,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 67",Wrong Track +41,2012-01-26,2012.0
243,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2012-02-01,2012.0
244,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 62",Wrong Track +30,2012-02-07,2012.0
245,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",Wrong Track +34,2012-02-08,2012.0
246,Direction of Country,CBS News/NY Times,"Right Direction 35, Wrong Track 59",Wrong Track +24,2012-02-14,2012.0
247,Direction of Country,Democracy Corps (D),"Right Direction 34, Wrong Track 59",Wrong Track +25,2012-02-15,2012.0
248,Direction of Country,Rasmussen Reports,"Right Direction 34, Wrong Track 59",Wrong Track +25,2012-02-15,2012.0
249,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 61",Wrong Track +30,2012-02-22,2012.0
250,Direction of Country,Associated Press/GfK,"Right Direction 39, Wrong Track 57",Wrong Track +18,2012-02-23,2012.0
251,Direction of Country,Politico/GWU/Battleground,"Right Direction 35, Wrong Track 59",Wrong Track +24,2012-02-27,2012.0
252,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 61",Wrong Track +29,2012-02-29,2012.0
253,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 33, Wrong Track 58",Wrong Track +25,2012-03-05,2012.0
254,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 65",Wrong Track +35,2012-03-07,2012.0
255,Direction of Country,CBS News/NY Times,"Right Direction 29, Wrong Track 63",Wrong Track +34,2012-03-12,2012.0
256,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 63",Wrong Track +31,2012-03-14,2012.0
257,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 61",Wrong Track +30,2012-03-21,2012.0
258,Direction of Country,McClatchy/Marist,"Right Direction 43, Wrong Track 53",Wrong Track +10,2012-03-27,2012.0
259,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2012-03-28,2012.0
260,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2012-04-04,2012.0
261,Direction of Country,ABC News/Wash Post,"Right Direction 33, Wrong Track 64",Wrong Track +31,2012-04-10,2012.0
262,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2012-04-11,2012.0
263,Direction of Country,Reuters/Ipsos,"Right Direction 35, Wrong Track 60",Wrong Track +25,2012-04-16,2012.0
264,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 65",Wrong Track +38,2012-04-18,2012.0
265,Direction of Country,CBS News/NY Times,"Right Direction 31, Wrong Track 61",Wrong Track +30,2012-04-19,2012.0
266,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 33, Wrong Track 59",Wrong Track +26,2012-04-20,2012.0
267,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",Wrong Track +34,2012-04-25,2012.0
268,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 62",Wrong Track +31,2012-05-02,2012.0
269,Direction of Country,Democracy Corps (D),"Right Direction 33, Wrong Track 59",Wrong Track +26,2012-05-03,2012.0
270,Direction of Country,Politico/GWU/Battleground,"Right Direction 33, Wrong Track 59",Wrong Track +26,2012-05-07,2012.0
271,Direction of Country,Reuters/Ipsos,"Right Direction 35, Wrong Track 57",Wrong Track +22,2012-05-08,2012.0
272,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 63",Wrong Track +32,2012-05-09,2012.0
273,Direction of Country,Associated Press/GfK,"Right Direction 37, Wrong Track 56",Wrong Track +19,2012-05-11,2012.0
274,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 33, Wrong Track 58",Wrong Track +25,2012-05-23,2012.0
275,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 63",Wrong Track +33,2012-05-23,2012.0
276,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 62",Wrong Track +31,2012-05-30,2012.0
277,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 61",Wrong Track +30,2012-06-06,2012.0
278,Direction of Country,CBS News/NY Times,"Right Direction 31, Wrong Track 62",Wrong Track +31,2012-06-07,2012.0
279,Direction of Country,Reuters/Ipsos,"Right Direction 32, Wrong Track 63",Wrong Track +31,2012-06-12,2012.0
280,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2012-06-13,2012.0
281,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 64",Wrong Track +34,2012-06-20,2012.0
282,Direction of Country,Bloomberg,"Right Direction 31, Wrong Track 62",Wrong Track +31,2012-06-20,2012.0
283,Direction of Country,Associated Press/GfK,"Right Direction 31, Wrong Track 60",Wrong Track +29,2012-06-21,2012.0
284,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 31, Wrong Track 61",Wrong Track +30,2012-06-26,2012.0
285,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 65",Wrong Track +38,2012-06-27,2012.0
286,Direction of Country,Newsweek/Daily Beast,"Right Direction 26, Wrong Track 59",Wrong Track +33,2012-06-29,2012.0
287,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 63",Wrong Track +33,2012-07-05,2012.0
288,Direction of Country,Reuters/Ipsos,"Right Direction 36, Wrong Track 58",Wrong Track +22,2012-07-10,2012.0
289,Direction of Country,ABC News/Wash Post,"Right Direction 33, Wrong Track 63",Wrong Track +30,2012-07-10,2012.0
290,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 62",Wrong Track +30,2012-07-11,2012.0
291,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 65",Wrong Track +37,2012-07-18,2012.0
292,Direction of Country,NPR,"Right Direction 32, Wrong Track 60",Wrong Track +28,2012-07-19,2012.0
293,Direction of Country,CBS News/NY Times,"Right Direction 30, Wrong Track 64",Wrong Track +34,2012-07-19,2012.0
294,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 60",Wrong Track +28,2012-07-24,2012.0
295,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2012-07-25,2012.0
296,Direction of Country,Democracy Corps (D),"Right Direction 36, Wrong Track 58",Wrong Track +22,2012-07-30,2012.0
297,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2012-08-01,2012.0
298,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 66",Wrong Track +39,2012-08-08,2012.0
299,Direction of Country,Reuters/Ipsos,"Right Direction 31, Wrong Track 64",Wrong Track +33,2012-08-08,2012.0
300,Direction of Country,Politico/GWU/Battleground,"Right Direction 32, Wrong Track 61",Wrong Track +29,2012-08-13,2012.0
301,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",Wrong Track +34,2012-08-15,2012.0
302,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 61",Wrong Track +29,2012-08-21,2012.0
303,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",Wrong Track +34,2012-08-22,2012.0
304,Direction of Country,Associated Press/GfK,"Right Direction 35, Wrong Track 60",Wrong Track +25,2012-08-22,2012.0
305,Direction of Country,ABC News/Wash Post,"Right Direction 29, Wrong Track 69",Wrong Track +40,2012-08-27,2012.0
306,Direction of Country,Democracy Corps (D),"Right Direction 33, Wrong Track 62",Wrong Track +29,2012-08-28,2012.0
307,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 63",Wrong Track +35,2012-08-29,2012.0
308,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 62",Wrong Track +31,2012-09-05,2012.0
309,Direction of Country,Reuters/Ipsos,"Right Direction 39, Wrong Track 55",Wrong Track +16,2012-09-12,2012.0
310,Direction of Country,Rasmussen Reports,"Right Direction 37, Wrong Track 57",Wrong Track +20,2012-09-12,2012.0
311,Direction of Country,Democracy Corps (D),"Right Direction 39, Wrong Track 55",Wrong Track +16,2012-09-13,2012.0
312,Direction of Country,CBS News/NY Times,"Right Direction 38, Wrong Track 57",Wrong Track +19,2012-09-14,2012.0
313,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 39, Wrong Track 55",Wrong Track +16,2012-09-18,2012.0
314,Direction of Country,Rasmussen Reports,"Right Direction 35, Wrong Track 58",Wrong Track +23,2012-09-19,2012.0
315,Direction of Country,Associated Press/GfK,"Right Direction 41, Wrong Track 52",Wrong Track +11,2012-09-19,2012.0
316,Direction of Country,Politico/GWU/Battleground,"Right Direction 37, Wrong Track 57",Wrong Track +20,2012-09-24,2012.0
317,Direction of Country,Rasmussen Reports,"Right Direction 36, Wrong Track 58",Wrong Track +22,2012-09-26,2012.0
318,Direction of Country,Bloomberg,"Right Direction 33, Wrong Track 60",Wrong Track +27,2012-09-26,2012.0
319,Direction of Country,Politico/GWU/Battleground,"Right Direction 38, Wrong Track 56",Wrong Track +18,2012-10-01,2012.0
320,Direction of Country,ABC News/Wash Post,"Right Direction 38, Wrong Track 60",Wrong Track +22,2012-10-01,2012.0
321,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 40, Wrong Track 53",Wrong Track +13,2012-10-02,2012.0
322,Direction of Country,Rasmussen Reports,"Right Direction 37, Wrong Track 55",Wrong Track +18,2012-10-03,2012.0
323,Direction of Country,NPR,"Right Direction 39, Wrong Track 55",Wrong Track +16,2012-10-03,2012.0
324,Direction of Country,Politico/GWU/Battleground,"Right Direction 39, Wrong Track 54",Wrong Track +15,2012-10-08,2012.0
325,Direction of Country,Rasmussen Reports,"Right Direction 38, Wrong Track 57",Wrong Track +19,2012-10-10,2012.0
326,Direction of Country,ABC News/Wash Post,"Right Direction 42, Wrong Track 56",Wrong Track +14,2012-10-15,2012.0
327,Direction of Country,Politico/GWU/Battleground,"Right Direction 40, Wrong Track 53",Wrong Track +13,2012-10-15,2012.0
328,Direction of Country,Rasmussen Reports,"Right Direction 37, Wrong Track 58",Wrong Track +21,2012-10-17,2012.0
329,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 41, Wrong Track 53",Wrong Track +12,2012-10-21,2012.0
330,Direction of Country,Politico/GWU/Battleground,"Right Direction 37, Wrong Track 57",Wrong Track +20,2012-10-22,2012.0
331,Direction of Country,CBS News,"Right Direction 40, Wrong Track 53",Wrong Track +13,2012-10-22,2012.0
332,Direction of Country,Rasmussen Reports,"Right Direction 37, Wrong Track 57",Wrong Track +20,2012-10-24,2012.0
333,Direction of Country,Associated Press/GfK,"Right Direction 41, Wrong Track 51",Wrong Track +10,2012-10-25,2012.0
334,Direction of Country,Politico/GWU/Battleground,"Right Direction 37, Wrong Track 56",Wrong Track +19,2012-10-29,2012.0
335,Direction of Country,NPR,"Right Direction 41, Wrong Track 55",Wrong Track +14,2012-10-30,2012.0
336,Direction of Country,CBS News/NY Times,"Right Direction 39, Wrong Track 54",Wrong Track +15,2012-10-30,2012.0
337,Direction of Country,Rasmussen Reports,"Right Direction 39, Wrong Track 57",Wrong Track +18,2012-10-31,2012.0
338,Direction of Country,ABC News/Wash Post,"Right Direction 43, Wrong Track 55",Wrong Track +12,2012-11-02,2012.0
339,Direction of Country,Politico/GWU/Battleground,"Right Direction 40, Wrong Track 55",Wrong Track +15,2012-11-04,2012.0
340,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 42, Wrong Track 53",Wrong Track +11,2012-11-04,2012.0
341,Direction of Country,Politico/GWU/Battleground,"Right Direction 39, Wrong Track 54",Wrong Track +15,2012-11-06,2012.0
342,Direction of Country,Rasmussen Reports,"Right Direction 43, Wrong Track 54",Wrong Track +11,2012-11-07,2012.0
343,Direction of Country,Rasmussen Reports,"Right Direction 42, Wrong Track 51",Wrong Track +9,2012-11-15,2012.0
344,Direction of Country,Rasmussen Reports,"Right Direction 41, Wrong Track 52",Wrong Track +11,2012-11-21,2012.0
345,Direction of Country,Rasmussen Reports,"Right Direction 41, Wrong Track 51",Wrong Track +10,2012-11-29,2012.0
346,Direction of Country,Rasmussen Reports,"Right Direction 41, Wrong Track 52",Wrong Track +11,2012-12-06,2012.0
347,Direction of Country,National Journal,"Right Direction 41, Wrong Track 50",Wrong Track +9,2012-12-07,2012.0
348,Direction of Country,Associated Press/GfK,"Right Direction 42, Wrong Track 50",Wrong Track +8,2012-12-07,2012.0
349,Direction of Country,Politico/GWU/Battleground,"Right Direction 34, Wrong Track 59",Wrong Track +25,2012-12-10,2012.0
350,Direction of Country,McClatchy/Marist,"Right Direction 39, Wrong Track 56",Wrong Track +17,2012-12-11,2012.0
351,Direction of Country,Rasmussen Reports,"Right Direction 38, Wrong Track 52",Wrong Track +14,2012-12-12,2012.0
352,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 41, Wrong Track 53",Wrong Track +12,2012-12-12,2012.0
353,Direction of Country,Bloomberg,"Right Direction 38, Wrong Track 55",Wrong Track +17,2012-12-12,2012.0
354,Direction of Country,CBS News,"Right Direction 37, Wrong Track 57",Wrong Track +20,2012-12-19,2012.0
355,Direction of Country,Rasmussen Reports,"Right Direction 37, Wrong Track 55",Wrong Track +18,2012-12-19,2012.0
356,Direction of Country,Rasmussen Reports,"Right Direction 35, Wrong Track 55",Wrong Track +20,2012-12-27,2012.0
357,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 59",Wrong Track +26,2013-01-02,2013.0
358,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 58",Wrong Track +25,2013-01-10,2013.0
359,Direction of Country,Rasmussen Reports,"Right Direction 36, Wrong Track 57",Wrong Track +21,2013-01-16,2013.0
360,Direction of Country,ABC News/Wash Post,"Right Direction 37, Wrong Track 58",Wrong Track +21,2013-01-16,2013.0
361,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 35, Wrong Track 57",Wrong Track +22,2013-01-17,2013.0
362,Direction of Country,Associated Press/GfK,"Right Direction 38, Wrong Track 53",Wrong Track +15,2013-01-17,2013.0
363,Direction of Country,CBS News/NY Times,"Right Direction 38, Wrong Track 57",Wrong Track +19,2013-01-18,2013.0
364,Direction of Country,Rasmussen Reports,"Right Direction 35, Wrong Track 57",Wrong Track +22,2013-01-23,2013.0
365,Direction of Country,Rasmussen Reports,"Right Direction 39, Wrong Track 54",Wrong Track +15,2013-01-30,2013.0
366,Direction of Country,Rasmussen Reports,"Right Direction 39, Wrong Track 53",Wrong Track +14,2013-02-06,2013.0
367,Direction of Country,CBS News,"Right Direction 40, Wrong Track 54",Wrong Track +14,2013-02-12,2013.0
368,Direction of Country,Rasmussen Reports,"Right Direction 38, Wrong Track 55",Wrong Track +17,2013-02-13,2013.0
369,Direction of Country,Rasmussen Reports,"Right Direction 38, Wrong Track 54",Wrong Track +16,2013-02-20,2013.0
370,Direction of Country,Bloomberg,"Right Direction 37, Wrong Track 54",Wrong Track +17,2013-02-21,2013.0
371,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 59",Wrong Track +27,2013-02-26,2013.0
372,Direction of Country,Rasmussen Reports,"Right Direction 34, Wrong Track 58",Wrong Track +24,2013-02-27,2013.0
373,Direction of Country,Reason-Rupe/PSRAI,"Right Direction 35, Wrong Track 59",Wrong Track +24,2013-03-01,2013.0
374,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 64",Wrong Track +36,2013-03-06,2013.0
375,Direction of Country,McClatchy/Marist,"Right Direction 34, Wrong Track 62",Wrong Track +28,2013-03-12,2013.0
376,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2013-03-13,2013.0
377,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 60",Wrong Track +29,2013-03-20,2013.0
378,Direction of Country,Rasmussen Reports,"Right Direction 33, Wrong Track 59",Wrong Track +26,2013-03-27,2013.0
379,Direction of Country,CBS News,"Right Direction 32, Wrong Track 61",Wrong Track +29,2013-03-27,2013.0
380,Direction of Country,Rasmussen Reports,"Right Direction 35, Wrong Track 57",Wrong Track +22,2013-04-03,2013.0
381,Direction of Country,McClatchy/Marist,"Right Direction 37, Wrong Track 60",Wrong Track +23,2013-04-04,2013.0
382,Direction of Country,Rasmussen Reports,"Right Direction 34, Wrong Track 59",Wrong Track +25,2013-04-10,2013.0
383,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 31, Wrong Track 61",Wrong Track +30,2013-04-11,2013.0
384,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 60",Wrong Track +29,2013-04-17,2013.0
385,Direction of Country,Associated Press/GfK,"Right Direction 36, Wrong Track 56",Wrong Track +20,2013-04-18,2013.0
386,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-04-24,2013.0
387,Direction of Country,National Journal,"Right Direction 29, Wrong Track 60",Wrong Track +31,2013-04-25,2013.0
388,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-05-01,2013.0
389,Direction of Country,CBS News/NY Times,"Right Direction 34, Wrong Track 59",Wrong Track +25,2013-05-02,2013.0
390,Direction of Country,Pew Research,"Right Direction 32, Wrong Track 58",Wrong Track +26,2013-05-08,2013.0
391,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 61",Wrong Track +30,2013-05-08,2013.0
392,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-05-15,2013.0
393,Direction of Country,Reason-Rupe/PSRAI,"Right Direction 34, Wrong Track 57",Wrong Track +23,2013-05-17,2013.0
394,Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 59",Wrong Track +35,2013-05-21,2013.0
395,Direction of Country,ABC News/Wash Post,"Right Direction 37, Wrong Track 60",Wrong Track +23,2013-05-21,2013.0
396,Direction of Country,The Economist/YouGov,"Right Direction 33, Wrong Track 59",Wrong Track +26,2013-05-22,2013.0
397,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-05-22,2013.0
398,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 61",Wrong Track +31,2013-05-29,2013.0
399,Direction of Country,The Economist/YouGov,"Right Direction 33, Wrong Track 53",Wrong Track +20,2013-05-29,2013.0
400,Direction of Country,The Economist/YouGov,"Right Direction 32, Wrong Track 56",Wrong Track +24,2013-06-05,2013.0
401,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 59",Wrong Track +27,2013-06-05,2013.0
402,Direction of Country,Bloomberg,"Right Direction 32, Wrong Track 60",Wrong Track +28,2013-06-05,2013.0
403,Direction of Country,Rasmussen Reports,"Right Direction 32, Wrong Track 59",Wrong Track +27,2013-06-05,2013.0
404,Direction of Country,Reuters/Ipsos,"Right Direction 27, Wrong Track 58",Wrong Track +31,2013-06-06,2013.0
405,Direction of Country,CBS News/NY Times,"Right Direction 35, Wrong Track 59",Wrong Track +24,2013-06-06,2013.0
406,Direction of Country,Rasmussen Reports,"Right Direction 31, Wrong Track 62",Wrong Track +31,2013-06-12,2013.0
407,Direction of Country,The Economist/YouGov,"Right Direction 28, Wrong Track 60",Wrong Track +32,2013-06-12,2013.0
408,Direction of Country,Reuters/Ipsos,"Right Direction 26, Wrong Track 59",Wrong Track +33,2013-06-13,2013.0
409,Direction of Country,Time,"Right Direction 33, Wrong Track 58",Wrong Track +25,2013-06-16,2013.0
410,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",Wrong Track +34,2013-06-19,2013.0
411,Direction of Country,The Economist/YouGov,"Right Direction 32, Wrong Track 58",Wrong Track +26,2013-06-19,2013.0
412,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 59",Wrong Track +34,2013-06-21,2013.0
413,Direction of Country,The Economist/YouGov,"Right Direction 32, Wrong Track 57",Wrong Track +25,2013-06-26,2013.0
414,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-06-26,2013.0
415,Direction of Country,Reuters/Ipsos,"Right Direction 28, Wrong Track 56",Wrong Track +28,2013-06-28,2013.0
416,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 63",Wrong Track +33,2013-07-03,2013.0
417,Direction of Country,The Economist/YouGov,"Right Direction 32, Wrong Track 59",Wrong Track +27,2013-07-03,2013.0
418,Direction of Country,Reuters/Ipsos,"Right Direction 28, Wrong Track 58",Wrong Track +30,2013-07-08,2013.0
419,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 64",Wrong Track +37,2013-07-10,2013.0
420,Direction of Country,The Economist/YouGov,"Right Direction 26, Wrong Track 60",Wrong Track +34,2013-07-10,2013.0
421,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 58",Wrong Track +33,2013-07-11,2013.0
422,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-07-17,2013.0
423,Direction of Country,The Economist/YouGov,"Right Direction 31, Wrong Track 58",Wrong Track +27,2013-07-17,2013.0
424,Direction of Country,Reuters/Ipsos,"Right Direction 26, Wrong Track 57",Wrong Track +31,2013-07-18,2013.0
425,Direction of Country,McClatchy/Marist,"Right Direction 28, Wrong Track 62",Wrong Track +34,2013-07-23,2013.0
426,Direction of Country,Democracy Corps (D),"Right Direction 27, Wrong Track 68",Wrong Track +41,2013-07-23,2013.0
427,Direction of Country,ABC News/Wash Post,"Right Direction 36, Wrong Track 60",Wrong Track +24,2013-07-23,2013.0
428,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 29, Wrong Track 61",Wrong Track +32,2013-07-24,2013.0
429,Direction of Country,CBS News,"Right Direction 35, Wrong Track 60",Wrong Track +25,2013-07-24,2013.0
430,Direction of Country,The Economist/YouGov,"Right Direction 28, Wrong Track 61",Wrong Track +33,2013-07-24,2013.0
431,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 65",Wrong Track +39,2013-07-24,2013.0
432,Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 59",Wrong Track +35,2013-07-26,2013.0
433,Direction of Country,The Economist/YouGov,"Right Direction 29, Wrong Track 59",Wrong Track +30,2013-07-31,2013.0
434,Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 65",Wrong Track +39,2013-07-31,2013.0
435,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 56",Wrong Track +31,2013-08-02,2013.0
436,Direction of Country,Monmouth,"Right Direction 27, Wrong Track 66",Wrong Track +39,2013-08-02,2013.0
437,Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 65",Wrong Track +38,2013-08-07,2013.0
438,Direction of Country,The Economist/YouGov,"Right Direction 30, Wrong Track 58",Wrong Track +28,2013-08-08,2013.0
439,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2013-08-14,2013.0
440,Direction of Country,The Economist/YouGov,"Right Direction 30, Wrong Track 60",Wrong Track +30,2013-08-15,2013.0
441,Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 59",Wrong Track +34,2013-08-15,2013.0
442,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 63",Wrong Track +34,2013-08-21,2013.0
443,Direction of Country,The Economist/YouGov,"Right Direction 31, Wrong Track 59",Wrong Track +28,2013-08-22,2013.0
444,Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 59",Wrong Track +35,2013-08-22,2013.0
445,Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 64",Wrong Track +35,2013-08-28,2013.0
446,Direction of Country,The Economist/YouGov,"Right Direction 28, Wrong Track 62",Wrong Track +34,2013-08-29,2013.0
447,Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 60",Wrong Track +36,2013-08-29,2013.0
448,Direction of Country,The Economist/YouGov,"Right Direction 28, Wrong Track 59",Wrong Track +31,2013-09-04,2013.0
449,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-09-04,2013.0
450,Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 60",Wrong Track +36,2013-09-05,2013.0
451,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 30, Wrong Track 62",Wrong Track +32,2013-09-10,2013.0
452,Direction of Country,Reason-Rupe/PSRAI,"Right Direction 28, Wrong Track 61",Wrong Track +33,2013-09-10,2013.0
453,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 61",Wrong Track +31,2013-09-11,2013.0
454,Direction of Country,The Economist/YouGov,"Right Direction 28, Wrong Track 60",Wrong Track +32,2013-09-11,2013.0
455,Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 62",Wrong Track +41,2013-09-12,2013.0
456,Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 61",Wrong Track +31,2013-09-18,2013.0
457,Direction of Country,The Economist/YouGov,"Right Direction 30, Wrong Track 58",Wrong Track +28,2013-09-18,2013.0
458,Direction of Country,Bloomberg,"Right Direction 25, Wrong Track 68",Wrong Track +43,2013-09-24,2013.0
459,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 65",Wrong Track +37,2013-09-25,2013.0
460,Direction of Country,The Economist/YouGov,"Right Direction 29, Wrong Track 62",Wrong Track +33,2013-09-25,2013.0
461,Direction of Country,CBS News/NY Times,"Right Direction 29, Wrong Track 66",Wrong Track +37,2013-09-26,2013.0
462,Direction of Country,Reuters/Ipsos,"Right Direction 22, Wrong Track 64",Wrong Track +42,2013-09-26,2013.0
463,Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 63",Wrong Track +35,2013-10-02,2013.0
464,Direction of Country,The Economist/YouGov,"Right Direction 25, Wrong Track 65",Wrong Track +40,2013-10-02,2013.0
465,Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 60",Wrong Track +36,2013-10-04,2013.0
466,Direction of Country,Democracy Corps (D),"Right Direction 18, Wrong Track 76",Wrong Track +58,2013-10-09,2013.0
467,Direction of Country,Associated Press/GfK,"Right Direction 22, Wrong Track 78",Wrong Track +56,2013-10-09,2013.0
468,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 76",Wrong Track +59,2013-10-09,2013.0
469,Direction of Country,The Economist/YouGov,"Right Direction 18, Wrong Track 73",Wrong Track +55,2013-10-09,2013.0
470,Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 14, Wrong Track 78",Wrong Track +64,2013-10-10,2013.0
471,Direction of Country,Reuters/Ipsos,"Right Direction 15, Wrong Track 68",Wrong Track +53,2013-10-10,2013.0
472,Direction of Country,Rasmussen Reports,"Right Direction 13, Wrong Track 80",Wrong Track +67,2013-10-16,2013.0
473,Direction of Country,The Economist/YouGov,"Right Direction 15, Wrong Track 76",Wrong Track +61,2013-10-16,2013.0
474,Direction of Country,CBS News,"Right Direction 23, Wrong Track 72",Wrong Track +49,2013-10-22,2013.0
475,Direction of Country,ABC News/Wash Post,"Right Direction 26, Wrong Track 71",Wrong Track +45,2013-10-22,2013.0
476,Direction of Country,Rasmussen Reports,"Right Direction 17, Wrong Track 75",Wrong Track +58,2013-10-22,2013.0
