,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
248,Generic Congressional Vote,Reuters/Ipsos,"Republicans 41, Democrats 42",Democrats +1,2012-04-16,2012.0
249,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 36",Republicans +10,2012-04-16,2012.0
250,Generic Congressional Vote,Quinnipiac,"Republicans 39, Democrats 40",Democrats +1,2012-04-19,2012.0
251,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",Republicans +3,2012-04-23,2012.0
252,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",Republicans +3,2012-04-30,2012.0
253,Generic Congressional Vote,Democracy Corps (D),"Republicans 45, Democrats 46",Democrats +1,2012-05-03,2012.0
254,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 41",Republicans +3,2012-05-07,2012.0
255,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 45, Democrats 43",Republicans +2,2012-05-07,2012.0
256,Generic Congressional Vote,Reuters/Ipsos,"Republicans 44, Democrats 46",Democrats +2,2012-05-08,2012.0
257,Generic Congressional Vote,Rasmussen Reports,"Republicans 45, Democrats 38",Republicans +7,2012-05-14,2012.0
258,Generic Congressional Vote,USA Today/Gallup,"Republicans 50, Democrats 44",Republicans +6,2012-05-16,2012.0
259,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 43",Republicans +4,2012-05-21,2012.0
260,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",Republicans +3,2012-05-28,2012.0
261,Generic Congressional Vote,CNN/Opinion Research,"Democrats 48, Republicans 45",Democrats +3,2012-06-01,2012.0
262,Generic Congressional Vote,Rasmussen Reports,"Democrats 37, Republicans 44",Republicans +7,2012-06-04,2012.0
263,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 45",Republicans +6,2012-06-11,2012.0
264,Generic Congressional Vote,Reuters/Ipsos,"Democrats 47, Republicans 44",Democrats +3,2012-06-12,2012.0
265,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 45",Republicans +7,2012-06-18,2012.0
266,Generic Congressional Vote,Bloomberg,"Democrats 48, Republicans 41",Democrats +7,2012-06-20,2012.0
267,Generic Congressional Vote,Pew Research,"Democrats 47, Republicans 43",Democrats +4,2012-06-21,2012.0
268,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 39",Republicans +5,2012-06-25,2012.0
269,Generic Congressional Vote,Democracy Corps (D),"Republicans 46, Democrats 45",Republicans +1,2012-06-29,2012.0
270,Generic Congressional Vote,Newsweek/Daily Beast,"Republicans 38, Democrats 36",Republicans +2,2012-06-29,2012.0
271,Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 40",Republicans +1,2012-07-02,2012.0
272,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",Republicans +3,2012-07-09,2012.0
273,Generic Congressional Vote,Reuters/Ipsos,"Republicans 48, Democrats 44",Republicans +4,2012-07-10,2012.0
274,Generic Congressional Vote,Quinnipiac,"Republicans 40, Democrats 43",Democrats +3,2012-07-11,2012.0
275,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",Republicans +3,2012-07-16,2012.0
276,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",Republicans +3,2012-07-23,2012.0
277,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 43",Republicans +3,2012-07-30,2012.0
278,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 46",Tie,2012-07-30,2012.0
279,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",Republicans +3,2012-08-06,2012.0
280,Generic Congressional Vote,Reuters/Ipsos,"Democrats 46, Republicans 46",Tie,2012-08-08,2012.0
281,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",Republicans +3,2012-08-13,2012.0
282,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 43, Republicans 45",Republicans +2,2012-08-13,2012.0
283,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 42",Republicans +1,2012-08-20,2012.0
284,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 42",Tie,2012-08-27,2012.0
285,Generic Congressional Vote,Resurgent Republic (R),"Democrats 44, Republicans 40",Democrats +4,2012-08-28,2012.0
286,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 47",Republicans +1,2012-08-28,2012.0
287,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 42",Republicans +1,2012-09-04,2012.0
288,Generic Congressional Vote,Rasmussen Reports,"Republicans 42, Democrats 44",Democrats +2,2012-09-10,2012.0
289,Generic Congressional Vote,Reuters/Ipsos,"Republicans 43, Democrats 49",Democrats +6,2012-09-12,2012.0
290,Generic Congressional Vote,Democracy Corps (D),"Republicans 46, Democrats 46",Tie,2012-09-13,2012.0
291,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 43",Republicans +1,2012-09-17,2012.0
292,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 45, Democrats 47",Democrats +2,2012-09-24,2012.0
293,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 43",Republicans +1,2012-09-24,2012.0
294,Generic Congressional Vote,Bloomberg,"Democrats 43, Republicans 45",Republicans +2,2012-09-27,2012.0
295,Generic Congressional Vote,Bloomberg,"Republicans 45, Democrats 43",Republicans +2,2012-09-27,2012.0
296,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 44",Democrats +2,2012-10-01,2012.0
297,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 45",Republicans +4,2012-10-01,2012.0
298,Generic Congressional Vote,Rasmussen Reports,"Republicans 45, Democrats 41",Republicans +4,2012-10-01,2012.0
299,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 44, Democrats 46",Democrats +2,2012-10-01,2012.0
300,Generic Congressional Vote,NPR,"Republicans 45, Democrats 48",Democrats +3,2012-10-03,2012.0
301,Generic Congressional Vote,NPR,"Democrats 48, Republicans 45",Democrats +3,2012-10-03,2012.0
302,Generic Congressional Vote,USA Today/Gallup,"Democrats 47, Republicans 46",Democrats +1,2012-10-06,2012.0
303,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 45",Democrats +1,2012-10-08,2012.0
304,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 43",Democrats +1,2012-10-08,2012.0
305,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 44",Democrats +2,2012-10-15,2012.0
306,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 42",Democrats +1,2012-10-15,2012.0
307,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 44",Republicans +1,2012-10-22,2012.0
308,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 46",Tie,2012-10-22,2012.0
309,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 43",Republicans +3,2012-10-29,2012.0
310,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 46, Democrats 45",Republicans +1,2012-10-29,2012.0
311,Generic Congressional Vote,NPR,"Republicans 43, Democrats 43",Tie,2012-10-30,2012.0
312,Generic Congressional Vote,CBS News/NY Times,"Republicans 46, Democrats 48",Democrats +2,2012-10-30,2012.0
313,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 46, Democrats 46",Tie,2012-11-04,2012.0
314,Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 48",Republicans +1,2012-11-04,2012.0
315,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 46",Tie,2012-11-05,2012.0
316,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 47, Democrats 46",Republicans +1,2012-11-06,2012.0
317,Generic Congressional Vote,Gallup,"Republicans 48, Democrats 49",Democrats +1,2012-11-06,2012.0
318,Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 35",Democrats +11,2012-12-31,2012.0
319,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 38",Democrats +6,2013-01-08,2013.0
320,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",Democrats +6,2013-01-14,2013.0
321,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 39",Democrats +5,2013-01-21,2013.0
322,Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 37",Democrats +8,2013-01-28,2013.0
323,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 38",Democrats +6,2013-02-04,2013.0
324,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 39",Democrats +3,2013-02-11,2013.0
325,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",Democrats +6,2013-02-18,2013.0
326,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 38",Democrats +5,2013-02-25,2013.0
327,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 40",Democrats +3,2013-03-04,2013.0
328,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 40",Democrats +3,2013-03-11,2013.0
329,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 42",Democrats +4,2013-03-14,2013.0
330,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 38",Democrats +5,2013-03-18,2013.0
331,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 38",Democrats +5,2013-03-25,2013.0
332,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 37",Democrats +7,2013-04-01,2013.0
333,Generic Congressional Vote,Quinnipiac,"Democrats 43, Republicans 35",Democrats +8,2013-04-03,2013.0
334,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",Democrats +3,2013-04-08,2013.0
335,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 38",Democrats +4,2013-04-15,2013.0
336,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 39",Democrats +2,2013-04-22,2013.0
337,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",Republicans +1,2013-04-29,2013.0
338,Generic Congressional Vote,Quinnipiac,"Democrats 41, Republicans 37",Democrats +4,2013-05-01,2013.0
339,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2013-05-06,2013.0
340,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2013-05-13,2013.0
341,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",Republicans +1,2013-05-20,2013.0
342,Generic Congressional Vote,ABC News/Wash Post,"Democrats 48, Republicans 40",Democrats +8,2013-05-23,2013.0
343,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 39",Democrats +2,2013-05-27,2013.0
344,Generic Congressional Vote,Quinnipiac,"Democrats 38, Republicans 38",Tie,2013-05-30,2013.0
345,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 40",Tie,2013-06-03,2013.0
346,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2013-06-10,2013.0
347,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2013-06-17,2013.0
348,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 39",Democrats +1,2013-06-24,2013.0
349,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",Republicans +1,2013-07-01,2013.0
350,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",Republicans +1,2013-07-08,2013.0
351,Generic Congressional Vote,Quinnipiac,"Democrats 39, Republicans 34",Democrats +5,2013-07-12,2013.0
352,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",Republicans +1,2013-07-15,2013.0
353,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2013-07-22,2013.0
354,Generic Congressional Vote,Democracy Corps (D),"Democrats 43, Republicans 44",Republicans +1,2013-07-23,2013.0
355,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",Democrats +1,2013-07-29,2013.0
356,Generic Congressional Vote,Quinnipiac,"Democrats 40, Republicans 36",Democrats +4,2013-08-02,2013.0
357,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 41",Republicans +3,2013-08-05,2013.0
358,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2013-08-12,2013.0
359,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 38",Tie,2013-08-19,2013.0
360,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",Republicans +1,2013-08-26,2013.0
361,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 37",Democrats +2,2013-09-02,2013.0
362,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2013-09-09,2013.0
363,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 38",Tie,2013-09-16,2013.0
364,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 37",Democrats +3,2013-09-23,2013.0
365,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 38",Democrats +4,2013-09-30,2013.0
366,Generic Congressional Vote,PPP (D),"Democrats 45, Republicans 40",Democrats +5,2013-10-01,2013.0
367,Generic Congressional Vote,Quinnipiac,"Democrats 43, Republicans 34",Democrats +9,2013-10-01,2013.0
368,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 40",Tie,2013-10-08,2013.0
369,Generic Congressional Vote,PPP (D),"Democrats 46, Republicans 41",Democrats +5,2013-10-09,2013.0
370,Generic Congressional Vote,Democracy Corps (D),"Democrats 47, Republicans 43",Democrats +4,2013-10-09,2013.0
371,Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 38",Democrats +7,2013-10-14,2013.0
372,Generic Congressional Vote,Pew Research,"Democrats 49, Republicans 43",Democrats +6,2013-10-15,2013.0
373,Generic Congressional Vote,CNN/Opinion Research,"Democrats 50, Republicans 42",Democrats +8,2013-10-21,2013.0
374,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 36",Democrats +7,2013-10-21,2013.0
375,Generic Congressional Vote,ABC News/Wash Post,"Democrats 48, Republicans 40",Democrats +8,2013-10-22,2013.0
376,Generic Congressional Vote,FOX News,"Democrats 45, Republicans 37",Democrats +8,2013-10-23,2013.0
377,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",Democrats +6,2013-10-28,2013.0
378,2014 Generic Congressional Vote,PPP (D),"Republicans 38, Democrats 44",Democrats +6,2013-11-01,2013.0
379,Generic Congressional Vote,PPP (D),"Democrats 44, Republicans 38",Democrats +6,2013-11-01,2013.0
380,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 41, Democrats 44",Democrats +3,2013-11-04,2013.0
381,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 43",Democrats +6,2013-11-04,2013.0
382,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",Democrats +6,2013-11-04,2013.0
383,Generic Congressional Vote,GWU/Battleground,"Democrats 44, Republicans 41",Democrats +3,2013-11-04,2013.0
384,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 41",Democrats +2,2013-11-11,2013.0
385,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 40",Republicans +3,2013-11-13,2013.0
386,2014 Generic Congressional Vote,Quinnipiac,"Republicans 39, Democrats 39",Tie,2013-11-13,2013.0
387,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 39",Republicans +1,2013-11-19,2013.0
388,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 41",Democrats +1,2013-11-25,2013.0
389,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 47",Republicans +2,2013-11-26,2013.0
390,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",Republicans +5,2013-12-02,2013.0
391,2014 Generic Congressional Vote,McClatchy/Marist,"Republicans 43, Democrats 43",Tie,2013-12-09,2013.0
392,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",Republicans +5,2013-12-09,2013.0
393,2014 Generic Congressional Vote,Quinnipiac,"Republicans 41, Democrats 38",Republicans +3,2013-12-10,2013.0
394,2014 Generic Congressional Vote,USA Today/Pew Research,"Republicans 44, Democrats 48",Democrats +4,2013-12-13,2013.0
395,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2013-12-16,2013.0
396,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 43",Tie,2013-12-19,2013.0
397,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 42, Democrats 39",Republicans +3,2013-12-24,2013.0
398,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 44",Republicans +5,2013-12-26,2013.0
399,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2013-12-30,2013.0
400,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 40",Democrats +2,2014-01-06,2014.0
401,2014 Generic Congressional Vote,Quinnipiac,"Republicans 38, Democrats 37",Republicans +1,2014-01-08,2014.0
402,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 41",Democrats +4,2014-01-13,2014.0
403,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 35, Democrats 41",Democrats +6,2014-01-20,2014.0
404,2014 Generic Congressional Vote,Quinnipiac,"Republicans 38, Democrats 37",Republicans +1,2014-01-21,2014.0
405,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 43, Democrats 41",Republicans +2,2014-01-22,2014.0
406,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 46, Democrats 45",Republicans +1,2014-01-26,2014.0
407,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 42",Democrats +5,2014-01-27,2014.0
408,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 41",Republicans +2,2014-01-27,2014.0
409,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 37",Democrats +5,2014-01-27,2014.0
410,2014 Generic Congressional Vote,FOX News,"Democrats 41, Republicans 43",Republicans +2,2014-01-27,2014.0
411,2014 Generic Congressional Vote,PPP (D),"Democrats 40, Republicans 42",Republicans +2,2014-01-28,2014.0
412,2014 Generic Congressional Vote,PPP (D),"Republicans 42, Democrats 40",Republicans +2,2014-01-28,2014.0
413,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",Republicans +1,2014-02-03,2014.0
414,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-02-10,2014.0
415,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 46, Republicans 44",Democrats +2,2014-02-12,2014.0
416,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-02-18,2014.0
417,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-02-24,2014.0
418,2014 Generic Congressional Vote,CBS News/NY Times,"Democrats 39, Republicans 42",Republicans +3,2014-02-26,2014.0
419,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 36",Democrats +3,2014-03-03,2014.0
420,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 46, Republicans 45",Democrats +1,2014-03-04,2014.0
421,2014 Generic Congressional Vote,FOX News,"Democrats 40, Republicans 38",Democrats +2,2014-03-06,2014.0
422,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2014-03-10,2014.0
423,2014 Generic Congressional Vote,PPP (D),"Democrats 43, Republicans 40",Democrats +3,2014-03-11,2014.0
424,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",Republicans +1,2014-03-17,2014.0
425,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-03-24,2014.0
426,2014 Generic Congressional Vote,GWU/Battleground,"Democrats 43, Republicans 43",Tie,2014-03-25,2014.0
427,2014 Generic Congressional Vote,CBS News,"Democrats 39, Republicans 39",Tie,2014-03-25,2014.0
428,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",Democrats +1,2014-03-31,2014.0
429,2014 Generic Congressional Vote,Quinnipiac,"Democrats 40, Republicans 38",Democrats +2,2014-04-02,2014.0
430,2014 Generic Congressional Vote,NPR/GQR/Resurgent,"Democrats 44, Republicans 43",Democrats +1,2014-04-03,2014.0
431,2014 Generic Congressional Vote,Reason-Rupe/PSRAI,"Democrats 40, Republicans 36",Democrats +4,2014-04-03,2014.0
432,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 39",Democrats +1,2014-04-07,2014.0
433,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-04-14,2014.0
434,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 48, Republicans 42",Democrats +6,2014-04-16,2014.0
435,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 41",Republicans +1,2014-04-21,2014.0
436,2014 Generic Congressional Vote,FOX News,"Democrats 41, Republicans 44",Republicans +3,2014-04-22,2014.0
437,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 40",Republicans +2,2014-04-28,2014.0
438,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 45, Republicans 44",Democrats +1,2014-04-29,2014.0
439,2014 Generic Congressional Vote,CNN/Opinion Research,"Democrats 45, Republicans 46",Republicans +1,2014-05-05,2014.0
440,2014 Generic Congressional Vote,USA Today/Pew Research,"Democrats 43, Republicans 47",Republicans +4,2014-05-05,2014.0
441,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-05-05,2014.0
442,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-05-12,2014.0
443,2014 Generic Congressional Vote,FOX News,"Democrats 43, Republicans 40",Democrats +3,2014-05-15,2014.0
444,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-05-19,2014.0
445,2014 Generic Congressional Vote,CBS News,"Democrats 40, Republicans 39",Democrats +1,2014-05-22,2014.0
446,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 38",Democrats +4,2014-05-26,2014.0
447,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",Democrats +3,2014-06-02,2014.0
448,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 45",Democrats +2,2014-06-03,2014.0
449,2014 Generic Congressional Vote,FOX News,"Democrats 39, Republicans 43",Republicans +4,2014-06-05,2014.0
450,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-06-09,2014.0
451,2014 Generic Congressional Vote,Bloomberg,"Democrats 43, Republicans 43",Tie,2014-06-12,2014.0
452,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 37",Democrats +2,2014-06-16,2014.0
453,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-06-23,2014.0
454,2014 Generic Congressional Vote,CBS News/NY Times,"Democrats 42, Republicans 39",Democrats +3,2014-06-24,2014.0
455,2014 Generic Congressional Vote,FOX News,"Democrats 42, Republicans 42",Tie,2014-06-25,2014.0
456,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-06-30,2014.0
457,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",Democrats +3,2014-07-07,2014.0
458,2014 Generic Congressional Vote,Quinnipiac,"Democrats 41, Republicans 39",Democrats +2,2014-07-08,2014.0
459,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",Democrats +1,2014-07-14,2014.0
460,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2014-07-21,2014.0
461,2014 Generic Congressional Vote,Pew Research,"Democrats 47, Republicans 45",Democrats +2,2014-07-24,2014.0
462,2014 Generic Congressional Vote,CNN/Opinion Research,"Democrats 48, Republicans 44",Democrats +4,2014-07-27,2014.0
463,2014 Generic Congressional Vote,FOX News,"Democrats 43, Republicans 41",Democrats +2,2014-07-28,2014.0
464,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 39",Democrats +2,2014-07-28,2014.0
465,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 42",Republicans +4,2014-08-04,2014.0
466,2014 Generic Congressional Vote,CBS News,"Democrats 41, Republicans 37",Democrats +4,2014-08-06,2014.0
467,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",Republicans +1,2014-08-11,2014.0
468,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 38, Republicans 43",Republicans +5,2014-08-12,2014.0
469,2014 Generic Congressional Vote,Reason-Rupe/PSRAI,"Democrats 42, Republicans 41",Democrats +1,2014-08-14,2014.0
470,2014 Generic Congressional Vote,FOX News,"Republicans 39, Democrats 46",Democrats +7,2014-08-15,2014.0
471,2014 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 39",Democrats +7,2014-08-15,2014.0
472,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2014-08-18,2014.0
473,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 39",Tie,2014-08-18,2014.0
474,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 39",Republicans +1,2014-08-25,2014.0
475,2014 Generic Congressional Vote,USA Today/Pew Research,"Republicans 42, Democrats 47",Democrats +5,2014-08-26,2014.0
476,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 40",Republicans +1,2014-09-01,2014.0
477,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 46, Democrats 42",Republicans +4,2014-09-03,2014.0
478,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 39",Republicans +2,2014-09-08,2014.0
479,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 47, Democrats 44",Republicans +3,2014-09-09,2014.0
480,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 45",Republicans +4,2014-09-10,2014.0
481,2014 Generic Congressional Vote,FOX News,"Republicans 47, Democrats 40",Republicans +7,2014-09-11,2014.0
482,2014 Generic Congressional Vote,Pew Research,"Republicans 47, Democrats 44",Republicans +3,2014-09-12,2014.0
483,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 41",Democrats +3,2014-09-15,2014.0
484,2014 Generic Congressional Vote,CBS News/NY Times,"Republicans 49, Democrats 42",Republicans +7,2014-09-17,2014.0
485,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2014-09-22,2014.0
486,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 40",Democrats +1,2014-09-29,2014.0
487,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 45, Democrats 47",Democrats +2,2014-09-30,2014.0
488,2014 Generic Congressional Vote,FOX News,"Republicans 47, Democrats 40",Republicans +7,2014-10-02,2014.0
489,2014 Generic Congressional Vote,McClatchy/Marist,"Republicans 44, Democrats 45",Democrats +1,2014-10-03,2014.0
490,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 41",Democrats +2,2014-10-06,2014.0
