"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"467",467,466,"President Obama Job Approval","FOX News","Approve 50, Disapprove 47",3,"2012-09-12",2012,"A"
"468",468,467,"President Obama Job Approval","Democracy Corps (D)","Approve 49, Disapprove 48",1,"2012-09-13",2012,"B-"
"469",469,468,"President Obama Job Approval","CBS News/NY Times","Approve 49, Disapprove 46",3,"2012-09-14",2012,"A-"
"470",470,469,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 50, Disapprove 48",2,"2012-09-18",2012,"A-"
"471",471,470,"President Obama Job Approval","Associated Press/GfK","Approve 52, Disapprove 47",5,"2012-09-19",2012,"B"
"472",472,471,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 51, Disapprove 46",5,"2012-09-21",2012,"unknown"
"473",473,472,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 48",2,"2012-09-24",2012,"B"
"474",474,473,"President Obama Job Approval","Bloomberg","Approve 49, Disapprove 46",3,"2012-09-26",2012,"unknown"
"475",475,474,"President Obama Job Approval","FOX News","Approve 49, Disapprove 48",1,"2012-09-27",2012,"A"
"476",476,475,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 49",1,"2012-10-01",2012,"B+"
"477",477,476,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 49",0,"2012-10-01",2012,"B"
"478",478,477,"President Obama Job Approval","ABC News/Wash Post","Approve 49, Disapprove 49",0,"2012-10-01",2012,"A+"
"479",479,478,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 48",1,"2012-10-02",2012,"A-"
"480",480,479,"President Obama Job Approval","Quinnipiac","Approve 48, Disapprove 49",-1,"2012-10-02",2012,"A-"
"481",481,480,"President Obama Job Approval","Gallup","Approve 50, Disapprove 44",6,"2012-10-03",2012,"B"
"482",482,481,"President Obama Job Approval","Rasmussen Reports","Approve 49, Disapprove 50",-1,"2012-10-03",2012,"C+"
"483",483,482,"President Obama Job Approval","NPR","Approve 50, Disapprove 46",4,"2012-10-03",2012,"B-"
"484",484,483,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 48",2,"2012-10-08",2012,"B"
"485",485,484,"President Obama Job Approval","FOX News","Approve 49, Disapprove 48",1,"2012-10-10",2012,"A"
"486",486,485,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 48",2,"2012-10-15",2012,"B"
"487",487,486,"President Obama Job Approval","ABC News/Wash Post","Approve 50, Disapprove 48",2,"2012-10-15",2012,"A+"
"488",488,487,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 48",1,"2012-10-21",2012,"A-"
"489",489,488,"President Obama Job Approval","CBS News","Approve 49, Disapprove 42",7,"2012-10-22",2012,"A-"
"490",490,489,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 48",1,"2012-10-22",2012,"B"
"491",491,490,"President Obama Job Approval","Associated Press/GfK","Approve 49, Disapprove 49",0,"2012-10-25",2012,"B"
"492",492,491,"President Obama Job Approval","ABC News/Wash Post","Approve 49, Disapprove 49",0,"2012-10-26",2012,"A+"
"493",493,492,"President Obama Job Approval","Rasmussen Reports","Approve 47, Disapprove 52",-5,"2012-10-27",2012,"C+"
"494",494,493,"President Obama Job Approval","Gallup","Approve 46, Disapprove 49",-3,"2012-10-27",2012,"B"
"495",495,494,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 49",1,"2012-10-29",2012,"B"
"496",496,495,"President Obama Job Approval","NPR","Approve 49, Disapprove 49",0,"2012-10-30",2012,"B-"
"497",497,496,"President Obama Job Approval","CBS News/NY Times","Approve 50, Disapprove 42",8,"2012-10-30",2012,"A-"
"498",498,497,"President Obama Job Approval","FOX News","Approve 50, Disapprove 47",3,"2012-10-31",2012,"A"
"499",499,498,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 49",0,"2012-11-04",2012,"B"
"500",500,499,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 49",0,"2012-11-04",2012,"A-"
"501",501,500,"President Obama Job Approval","CNN/Opinion Research","Approve 51, Disapprove 47",4,"2012-11-04",2012,"B+"
"502",502,501,"President Obama Job Approval","ABC News/Wash Post","Approve 51, Disapprove 48",3,"2012-11-05",2012,"A+"
"503",503,502,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 49",0,"2012-11-06",2012,"B"
"504",504,503,"President Obama Job Approval","CNN/Opinion Research","Approve 52, Disapprove 45",7,"2012-11-27",2012,"B+"
"505",505,504,"President Obama Job Approval","Quinnipiac","Approve 53, Disapprove 40",13,"2012-12-06",2012,"A-"
"506",506,505,"President Obama Job Approval","Associated Press/GfK","Approve 57, Disapprove 41",16,"2012-12-07",2012,"B"
"507",507,506,"President Obama Job Approval","National Journal","Approve 54, Disapprove 42",12,"2012-12-07",2012,"A"
"508",508,507,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 47",3,"2012-12-10",2012,"B"
"509",509,508,"President Obama Job Approval","McClatchy/Marist","Approve 50, Disapprove 44",6,"2012-12-11",2012,"A"
"510",510,509,"President Obama Job Approval","Bloomberg","Approve 53, Disapprove 44",9,"2012-12-12",2012,"unknown"
"511",511,510,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 53, Disapprove 43",10,"2012-12-12",2012,"A-"
"512",512,511,"President Obama Job Approval","Pew Research","Approve 55, Disapprove 39",16,"2012-12-13",2012,"B-"
"513",513,512,"President Obama Job Approval","FOX News","Approve 48, Disapprove 46",2,"2012-12-13",2012,"A"
"514",514,513,"President Obama Job Approval","ABC News/Wash Post","Approve 55, Disapprove 42",13,"2012-12-18",2012,"A+"
"515",515,514,"President Obama Job Approval","CBS News","Approve 57, Disapprove 37",20,"2012-12-19",2012,"A-"
"516",516,515,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 45",5,"2012-12-20",2012,"B+"
"517",517,516,"President Obama Job Approval","CNN/Time","Approve 55, Disapprove 43",12,"2013-01-16",2013,"A-"
"518",518,517,"President Obama Job Approval","ABC News/Wash Post","Approve 53, Disapprove 43",10,"2013-01-16",2013,"A+"
"519",519,518,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 52, Disapprove 44",8,"2013-01-17",2013,"A-"
"520",520,519,"President Obama Job Approval","Pew Research","Approve 52, Disapprove 40",12,"2013-01-17",2013,"B-"
"521",521,520,"President Obama Job Approval","Associated Press/GfK","Approve 54, Disapprove 42",12,"2013-01-17",2013,"B"
"522",522,521,"President Obama Job Approval","CBS News/NY Times","Approve 51, Disapprove 41",10,"2013-01-18",2013,"A-"
"523",523,522,"President Obama Job Approval","FOX News","Approve 47, Disapprove 47",0,"2013-01-18",2013,"A"
"524",524,523,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 52, Disapprove 42",10,"2013-01-30",2013,"unknown"
"525",525,524,"President Obama Job Approval","Quinnipiac","Approve 46, Disapprove 45",1,"2013-02-08",2013,"A-"
"526",526,525,"President Obama Job Approval","FOX News","Approve 49, Disapprove 45",4,"2013-02-08",2013,"A"
"527",527,526,"President Obama Job Approval","CBS News","Approve 52, Disapprove 38",14,"2013-02-12",2013,"A-"
"528",528,527,"President Obama Job Approval","Bloomberg","Approve 55, Disapprove 40",15,"2013-02-21",2013,"unknown"
"529",529,528,"President Obama Job Approval","USA Today/Pew Research","Approve 51, Disapprove 41",10,"2013-02-21",2013,"B-"
"530",530,529,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 50, Disapprove 45",5,"2013-02-26",2013,"A-"
"531",531,530,"President Obama Job Approval","FOX News","Approve 46, Disapprove 47",-1,"2013-02-28",2013,"A"
"532",532,531,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 51, Disapprove 43",8,"2013-03-01",2013,"unknown"
"533",533,532,"President Obama Job Approval","Rasmussen Reports","Approve 52, Disapprove 46",6,"2013-03-01",2013,"C+"
"534",534,533,"President Obama Job Approval","Gallup","Approve 51, Disapprove 43",8,"2013-03-01",2013,"B"
"535",535,534,"President Obama Job Approval","Quinnipiac","Approve 45, Disapprove 46",-1,"2013-03-07",2013,"A-"
"536",536,535,"President Obama Job Approval","McClatchy/Marist","Approve 45, Disapprove 48",-3,"2013-03-12",2013,"A"
"537",537,536,"President Obama Job Approval","ABC News/Wash Post","Approve 51, Disapprove 46",5,"2013-03-13",2013,"A+"
"538",538,537,"President Obama Job Approval","Democracy Corps (D)","Approve 48, Disapprove 49",-1,"2013-03-14",2013,"B-"
"539",539,538,"President Obama Job Approval","CNN/Opinion Research","Approve 47, Disapprove 50",-3,"2013-03-18",2013,"B+"
"540",540,539,"President Obama Job Approval","FOX News","Approve 47, Disapprove 47",0,"2013-03-20",2013,"A"
"541",541,540,"President Obama Job Approval","Pew Research","Approve 47, Disapprove 46",1,"2013-03-22",2013,"B-"
"542",542,541,"President Obama Job Approval","CBS News","Approve 45, Disapprove 46",-1,"2013-03-27",2013,"A-"
"543",543,542,"President Obama Job Approval","Quinnipiac","Approve 49, Disapprove 45",4,"2013-04-03",2013,"A-"
"544",544,543,"President Obama Job Approval","McClatchy/Marist","Approve 50, Disapprove 46",4,"2013-04-04",2013,"A"
"545",545,544,"President Obama Job Approval","CNN/Opinion Research","Approve 51, Disapprove 47",4,"2013-04-08",2013,"B+"
"546",546,545,"President Obama Job Approval","Gallup","Approve 49, Disapprove 43",6,"2013-04-10",2013,"B"
"547",547,546,"President Obama Job Approval","Rasmussen Reports","Approve 49, Disapprove 49",0,"2013-04-11",2013,"C+"
"548",548,547,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 47, Disapprove 48",-1,"2013-04-11",2013,"A-"
"549",549,548,"President Obama Job Approval","ABC News/Wash Post","Approve 47, Disapprove 49",-2,"2013-04-16",2013,"A+"
"550",550,549,"President Obama Job Approval","Associated Press/GfK","Approve 50, Disapprove 47",3,"2013-04-18",2013,"B"
"551",551,550,"President Obama Job Approval","FOX News","Approve 47, Disapprove 45",2,"2013-04-24",2013,"A"
"552",552,551,"President Obama Job Approval","National Journal","Approve 46, Disapprove 49",-3,"2013-04-25",2013,"A"
"553",553,552,"President Obama Job Approval","The Economist/YouGov","Approve 50, Disapprove 48",2,"2013-04-30",2013,"B"
"554",554,553,"President Obama Job Approval","CBS News/NY Times","Approve 47, Disapprove 45",2,"2013-04-30",2013,"A-"
"555",555,554,"President Obama Job Approval","Reuters/Ipsos","Approve 48, Disapprove 49",-1,"2013-05-01",2013,"B+"
"556",556,555,"President Obama Job Approval","Quinnipiac","Approve 48, Disapprove 45",3,"2013-05-01",2013,"A-"
"557",557,556,"President Obama Job Approval","The Economist/YouGov","Approve 49, Disapprove 49",0,"2013-05-07",2013,"B"
"558",558,557,"President Obama Job Approval","Pew Research","Approve 51, Disapprove 43",8,"2013-05-08",2013,"B-"
"559",559,558,"President Obama Job Approval","Reuters/Ipsos","Approve 45, Disapprove 47",-2,"2013-05-09",2013,"B+"
"560",560,559,"President Obama Job Approval","The Economist/YouGov","Approve 47, Disapprove 50",-3,"2013-05-15",2013,"B"
"561",561,560,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 50, Disapprove 43",7,"2013-05-17",2013,"unknown"
"562",562,561,"President Obama Job Approval","CNN/Opinion Research","Approve 53, Disapprove 45",8,"2013-05-19",2013,"B+"
"563",563,562,"President Obama Job Approval","Reuters/Ipsos","Approve 45, Disapprove 49",-4,"2013-05-19",2013,"B+"
"564",564,563,"President Obama Job Approval","Rasmussen Reports","Approve 47, Disapprove 52",-5,"2013-05-21",2013,"C+"
"565",565,564,"President Obama Job Approval","ABC News/Wash Post","Approve 50, Disapprove 47",3,"2013-05-21",2013,"A+"
"566",566,565,"President Obama Job Approval","FOX News","Approve 45, Disapprove 51",-6,"2013-05-21",2013,"A"
"567",567,566,"President Obama Job Approval","Gallup","Approve 49, Disapprove 44",5,"2013-05-21",2013,"B"
"568",568,567,"President Obama Job Approval","The Economist/YouGov","Approve 47, Disapprove 52",-5,"2013-05-22",2013,"B"
"569",569,568,"President Obama Job Approval","The Economist/YouGov","Approve 47, Disapprove 52",-5,"2013-05-29",2013,"B"
"570",570,569,"President Obama Job Approval","Quinnipiac","Approve 45, Disapprove 49",-4,"2013-05-30",2013,"A-"
"571",571,570,"President Obama Job Approval","Reuters/Ipsos","Approve 45, Disapprove 50",-5,"2013-05-30",2013,"B+"
"572",572,571,"President Obama Job Approval","The Economist/YouGov","Approve 48, Disapprove 50",-2,"2013-06-05",2013,"B"
"573",573,572,"President Obama Job Approval","Bloomberg","Approve 49, Disapprove 46",3,"2013-06-05",2013,"unknown"
"574",574,573,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 48, Disapprove 47",1,"2013-06-05",2013,"A-"
"575",575,574,"President Obama Job Approval","Reuters/Ipsos","Approve 45, Disapprove 50",-5,"2013-06-06",2013,"B+"
"576",576,575,"President Obama Job Approval","CBS News/NY Times","Approve 47, Disapprove 43",4,"2013-06-06",2013,"A-"
"577",577,576,"President Obama Job Approval","FOX News","Approve 44, Disapprove 50",-6,"2013-06-12",2013,"A"
"578",578,577,"President Obama Job Approval","The Economist/YouGov","Approve 46, Disapprove 52",-6,"2013-06-12",2013,"B"
"579",579,578,"President Obama Job Approval","Reuters/Ipsos","Approve 43, Disapprove 51",-8,"2013-06-13",2013,"B+"
"580",580,579,"President Obama Job Approval","Time","Approve 48, Disapprove 44",4,"2013-06-16",2013,"A-"
"581",581,580,"President Obama Job Approval","CNN/Opinion Research","Approve 45, Disapprove 54",-9,"2013-06-17",2013,"B+"
"582",582,581,"President Obama Job Approval","The Economist/YouGov","Approve 44, Disapprove 54",-10,"2013-06-19",2013,"B"
"583",583,582,"President Obama Job Approval","Pew Research","Approve 49, Disapprove 43",6,"2013-06-19",2013,"B-"
"584",584,583,"President Obama Job Approval","Reuters/Ipsos","Approve 44, Disapprove 48",-4,"2013-06-21",2013,"B+"
"585",585,584,"President Obama Job Approval","Rasmussen Reports","Approve 49, Disapprove 49",0,"2013-06-24",2013,"C+"
"586",586,585,"President Obama Job Approval","Gallup","Approve 45, Disapprove 49",-4,"2013-06-24",2013,"B"
"587",587,586,"President Obama Job Approval","FOX News","Approve 43, Disapprove 51",-8,"2013-06-25",2013,"A"
"588",588,587,"President Obama Job Approval","The Economist/YouGov","Approve 46, Disapprove 52",-6,"2013-06-26",2013,"B"
"589",589,588,"President Obama Job Approval","Reuters/Ipsos","Approve 43, Disapprove 50",-7,"2013-06-28",2013,"B+"
"590",590,589,"President Obama Job Approval","The Economist/YouGov","Approve 45, Disapprove 51",-6,"2013-07-03",2013,"B"
"591",591,590,"President Obama Job Approval","Reuters/Ipsos","Approve 43, Disapprove 51",-8,"2013-07-08",2013,"B+"
"592",592,591,"President Obama Job Approval","The Economist/YouGov","Approve 43, Disapprove 53",-10,"2013-07-10",2013,"B"
"593",593,592,"President Obama Job Approval","Quinnipiac","Approve 44, Disapprove 48",-4,"2013-07-11",2013,"A-"
"594",594,593,"President Obama Job Approval","Reuters/Ipsos","Approve 45, Disapprove 48",-3,"2013-07-11",2013,"B+"
"595",595,594,"President Obama Job Approval","The Economist/YouGov","Approve 46, Disapprove 53",-7,"2013-07-17",2013,"B"
"596",596,595,"President Obama Job Approval","Reuters/Ipsos","Approve 43, Disapprove 49",-6,"2013-07-18",2013,"B+"
"597",597,596,"President Obama Job Approval","Democracy Corps (D)","Approve 45, Disapprove 51",-6,"2013-07-23",2013,"B-"
"598",598,597,"President Obama Job Approval","McClatchy/Marist","Approve 41, Disapprove 48",-7,"2013-07-23",2013,"A"
"599",599,598,"President Obama Job Approval","ABC News/Wash Post","Approve 49, Disapprove 44",5,"2013-07-23",2013,"A+"
"600",600,599,"President Obama Job Approval","Pew Research","Approve 45, Disapprove 50",-5,"2013-07-23",2013,"B-"
"601",601,600,"President Obama Job Approval","The Economist/YouGov","Approve 41, Disapprove 56",-15,"2013-07-24",2013,"B"
"602",602,601,"President Obama Job Approval","CBS News","Approve 48, Disapprove 45",3,"2013-07-24",2013,"A-"
"603",603,602,"President Obama Job Approval","FOX News","Approve 46, Disapprove 47",-1,"2013-07-24",2013,"A"
"604",604,603,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 45, Disapprove 50",-5,"2013-07-24",2013,"A-"
"605",605,604,"President Obama Job Approval","Reuters/Ipsos","Approve 41, Disapprove 51",-10,"2013-07-26",2013,"B+"
"606",606,605,"President Obama Job Approval","The Economist/YouGov","Approve 47, Disapprove 52",-5,"2013-07-31",2013,"B"
"607",607,606,"President Obama Job Approval","Quinnipiac","Approve 46, Disapprove 48",-2,"2013-08-02",2013,"A-"
"608",608,607,"President Obama Job Approval","Monmouth","Approve 41, Disapprove 54",-13,"2013-08-02",2013,"A+"
"609",609,608,"President Obama Job Approval","Reuters/Ipsos","Approve 40, Disapprove 51",-11,"2013-08-02",2013,"B+"
"610",610,609,"President Obama Job Approval","Rasmussen Reports","Approve 46, Disapprove 52",-6,"2013-08-04",2013,"C+"
"611",611,610,"President Obama Job Approval","Gallup","Approve 44, Disapprove 48",-4,"2013-08-04",2013,"B"
"612",612,611,"President Obama Job Approval","The Economist/YouGov","Approve 42, Disapprove 57",-15,"2013-08-08",2013,"B"
"613",613,612,"President Obama Job Approval","FOX News","Approve 42, Disapprove 52",-10,"2013-08-08",2013,"A"
"614",614,613,"President Obama Job Approval","The Economist/YouGov","Approve 44, Disapprove 53",-9,"2013-08-15",2013,"B"
"615",615,614,"President Obama Job Approval","Reuters/Ipsos","Approve 42, Disapprove 52",-10,"2013-08-15",2013,"B+"
"616",616,615,"President Obama Job Approval","The Economist/YouGov","Approve 44, Disapprove 53",-9,"2013-08-22",2013,"B"
"617",617,616,"President Obama Job Approval","Reuters/Ipsos","Approve 41, Disapprove 52",-11,"2013-08-22",2013,"B+"
"618",618,617,"President Obama Job Approval","The Economist/YouGov","Approve 41, Disapprove 55",-14,"2013-08-29",2013,"B"
"619",619,618,"President Obama Job Approval","Reuters/Ipsos","Approve 42, Disapprove 52",-10,"2013-08-29",2013,"B+"
"620",620,619,"President Obama Job Approval","NBC News","Approve 44, Disapprove 48",-4,"2013-08-30",2013,"A-"
"621",621,620,"President Obama Job Approval","The Economist/YouGov","Approve 44, Disapprove 55",-11,"2013-09-04",2013,"B"
"622",622,621,"President Obama Job Approval","Reuters/Ipsos","Approve 41, Disapprove 53",-12,"2013-09-05",2013,"B+"
"623",623,622,"President Obama Job Approval","Rasmussen Reports","Approve 48, Disapprove 50",-2,"2013-09-07",2013,"C+"
"624",624,623,"President Obama Job Approval","Gallup","Approve 43, Disapprove 48",-5,"2013-09-07",2013,"B"
"625",625,624,"President Obama Job Approval","CBS News/NY Times","Approve 46, Disapprove 46",0,"2013-09-09",2013,"A-"
"626",626,625,"President Obama Job Approval","USA Today/Pew Research","Approve 43, Disapprove 52",-9,"2013-09-09",2013,"B-"
"627",627,626,"President Obama Job Approval","FOX News","Approve 40, Disapprove 54",-14,"2013-09-09",2013,"A"
"628",628,627,"President Obama Job Approval","CNN/Opinion Research","Approve 45, Disapprove 52",-7,"2013-09-09",2013,"B+"
"629",629,628,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 45, Disapprove 50",-5,"2013-09-10",2013,"A-"
"630",630,629,"President Obama Job Approval","McClatchy/Marist","Approve 44, Disapprove 47",-3,"2013-09-10",2013,"A"
"631",631,630,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 43, Disapprove 51",-8,"2013-09-10",2013,"unknown"
"632",632,631,"President Obama Job Approval","The Economist/YouGov","Approve 43, Disapprove 55",-12,"2013-09-11",2013,"B"
"633",633,632,"President Obama Job Approval","Reuters/Ipsos","Approve 39, Disapprove 56",-17,"2013-09-12",2013,"B+"
"634",634,633,"President Obama Job Approval","ABC News/Wash Post","Approve 47, Disapprove 47",0,"2013-09-17",2013,"A+"
"635",635,634,"President Obama Job Approval","The Economist/YouGov","Approve 44, Disapprove 55",-11,"2013-09-18",2013,"B"
"636",636,635,"President Obama Job Approval","Bloomberg","Approve 45, Disapprove 49",-4,"2013-09-24",2013,"unknown"
"637",637,636,"President Obama Job Approval","The Economist/YouGov","Approve 43, Disapprove 55",-12,"2013-09-25",2013,"B"
"638",638,637,"President Obama Job Approval","CBS News/NY Times","Approve 43, Disapprove 49",-6,"2013-09-26",2013,"A-"
"639",639,638,"President Obama Job Approval","Reuters/Ipsos","Approve 39, Disapprove 55",-16,"2013-09-26",2013,"B+"
"640",640,639,"President Obama Job Approval","CNN/Opinion Research","Approve 44, Disapprove 53",-9,"2013-09-30",2013,"B+"
"641",641,640,"President Obama Job Approval","Quinnipiac","Approve 45, Disapprove 49",-4,"2013-10-01",2013,"A-"
"642",642,641,"President Obama Job Approval","The Economist/YouGov","Approve 43, Disapprove 53",-10,"2013-10-02",2013,"B"
"643",643,642,"President Obama Job Approval","FOX News","Approve 45, Disapprove 49",-4,"2013-10-03",2013,"A"
"644",644,643,"President Obama Job Approval","Reuters/Ipsos","Approve 41, Disapprove 51",-10,"2013-10-04",2013,"B+"
"645",645,644,"President Obama Job Approval","Gallup","Approve 41, Disapprove 52",-11,"2013-10-05",2013,"B"
"646",646,645,"President Obama Job Approval","Rasmussen Reports","Approve 46, Disapprove 53",-7,"2013-10-05",2013,"C+"
"647",647,646,"President Obama Job Approval","Associated Press/GfK","Approve 37, Disapprove 53",-16,"2013-10-09",2013,"B"
"648",648,647,"President Obama Job Approval","The Economist/YouGov","Approve 48, Disapprove 48",0,"2013-10-09",2013,"B"
"649",649,648,"President Obama Job Approval","Democracy Corps (D)","Approve 47, Disapprove 49",-2,"2013-10-09",2013,"B-"
"650",650,649,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 47, Disapprove 48",-1,"2013-10-10",2013,"A-"
"651",651,650,"President Obama Job Approval","Reuters/Ipsos","Approve 40, Disapprove 54",-14,"2013-10-10",2013,"B+"
"652",652,651,"President Obama Job Approval","Pew Research","Approve 43, Disapprove 51",-8,"2013-10-15",2013,"B-"
"653",653,652,"President Obama Job Approval","The Economist/YouGov","Approve 42, Disapprove 56",-14,"2013-10-16",2013,"B"
"654",654,653,"President Obama Job Approval","CNN/Opinion Research","Approve 43, Disapprove 53",-10,"2013-10-21",2013,"B+"
"655",655,654,"President Obama Job Approval","CBS News","Approve 46, Disapprove 49",-3,"2013-10-22",2013,"A-"
"656",656,655,"President Obama Job Approval","ABC News/Wash Post","Approve 46, Disapprove 51",-5,"2013-10-22",2013,"A+"
"657",657,656,"President Obama Job Approval","FOX News","Approve 41, Disapprove 53",-12,"2013-10-23",2013,"A"
"658",658,657,"President Obama Job Approval","The Economist/YouGov","Approve 47, Disapprove 50",-3,"2013-10-23",2013,"B"
"659",659,658,"President Obama Job Approval","The Economist/YouGov","Approve 44, Disapprove 54",-10,"2013-10-30",2013,"B"
"660",660,659,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 42, Disapprove 51",-9,"2013-10-30",2013,"A-"
"661",661,660,"President Obama Job Approval","Reuters/Ipsos","Approve 40, Disapprove 52",-12,"2013-11-01",2013,"B+"
"662",662,661,"President Obama Job Approval","GWU/Battleground","Approve 45, Disapprove 52",-7,"2013-11-04",2013,"B"
"663",663,662,"President Obama Job Approval","Gallup","Approve 39, Disapprove 53",-14,"2013-11-05",2013,"B"
"664",664,663,"President Obama Job Approval","Rasmussen Reports","Approve 48, Disapprove 51",-3,"2013-11-05",2013,"C+"
"665",665,664,"President Obama Job Approval","The Economist/YouGov","Approve 41, Disapprove 53",-12,"2013-11-06",2013,"B"
"666",666,665,"President Obama Job Approval","Pew Research","Approve 39, Disapprove 56",-17,"2013-11-08",2013,"B-"
"667",667,666,"President Obama Job Approval","Quinnipiac","Approve 39, Disapprove 54",-15,"2013-11-12",2013,"A-"
"668",668,667,"President Obama Job Approval","FOX News","Approve 40, Disapprove 55",-15,"2013-11-13",2013,"A"
"669",669,668,"President Obama Job Approval","The Economist/YouGov","Approve 44, Disapprove 54",-10,"2013-11-13",2013,"B"
"670",670,669,"President Obama Job Approval","National Journal","Approve 38, Disapprove 55",-17,"2013-11-18",2013,"A"
"671",671,670,"President Obama Job Approval","ABC News/Wash Post","Approve 41, Disapprove 56",-15,"2013-11-19",2013,"A+"
"672",672,671,"President Obama Job Approval","The Economist/YouGov","Approve 42, Disapprove 56",-14,"2013-11-19",2013,"B"
"673",673,672,"President Obama Job Approval","CBS News","Approve 37, Disapprove 57",-20,"2013-11-20",2013,"A-"
"674",674,673,"President Obama Job Approval","CNN/Opinion Research","Approve 41, Disapprove 57",-16,"2013-11-21",2013,"B+"
"675",675,674,"President Obama Job Approval","Reuters/Ipsos","Approve 38, Disapprove 56",-18,"2013-11-27",2013,"B+"
"676",676,675,"President Obama Job Approval","The Economist/YouGov","Approve 37, Disapprove 58",-21,"2013-11-27",2013,"B"
"677",677,676,"President Obama Job Approval","The Economist/YouGov","Approve 39, Disapprove 57",-18,"2013-12-04",2013,"B"
"678",678,677,"President Obama Job Approval","Reuters/Ipsos","Approve 38, Disapprove 55",-17,"2013-12-05",2013,"B+"
"679",679,678,"President Obama Job Approval","McClatchy/Marist","Approve 43, Disapprove 53",-10,"2013-12-09",2013,"A"
"680",680,679,"President Obama Job Approval","Quinnipiac","Approve 38, Disapprove 57",-19,"2013-12-10",2013,"A-"
"681",681,680,"President Obama Job Approval","CBS News/NY Times","Approve 42, Disapprove 50",-8,"2013-12-10",2013,"A-"
"682",682,681,"President Obama Job Approval","USA Today/Pew Research","Approve 43, Disapprove 51",-8,"2013-12-10",2013,"B-"
"683",683,682,"President Obama Job Approval","Bloomberg","Approve 42, Disapprove 55",-13,"2013-12-10",2013,"unknown"
"684",684,683,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 47, Disapprove 50",-3,"2013-12-11",2013,"unknown"
"685",685,684,"President Obama Job Approval","The Economist/YouGov","Approve 41, Disapprove 56",-15,"2013-12-11",2013,"B"
"686",686,685,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 43, Disapprove 54",-11,"2013-12-11",2013,"A-"
"687",687,686,"President Obama Job Approval","Associated Press/GfK","Approve 42, Disapprove 58",-16,"2013-12-11",2013,"B"
"688",688,687,"President Obama Job Approval","Rasmussen Reports","Approve 47, Disapprove 52",-5,"2013-12-16",2013,"C+"
"689",689,688,"President Obama Job Approval","Gallup","Approve 41, Disapprove 50",-9,"2013-12-16",2013,"B"
"690",690,689,"President Obama Job Approval","FOX News","Approve 41, Disapprove 53",-12,"2013-12-19",2013,"A"
"691",691,690,"President Obama Job Approval","CNN/Opinion Research","Approve 41, Disapprove 56",-15,"2013-12-20",2013,"B+"
"692",692,691,"President Obama Job Approval","The Economist/YouGov","Approve 42, Disapprove 55",-13,"2013-12-24",2013,"B"
"693",693,692,"President Obama Job Approval","The Economist/YouGov","Approve 40, Disapprove 57",-17,"2013-12-31",2013,"B"
"694",694,693,"President Obama Job Approval","The Economist/YouGov","Approve 42, Disapprove 56",-14,"2014-01-07",2014,"B"
"695",695,694,"President Obama Job Approval","Quinnipiac","Approve 41, Disapprove 53",-12,"2014-01-08",2014,"A-"
"696",696,695,"President Obama Job Approval","Reuters/Ipsos","Approve 39, Disapprove 51",-12,"2014-01-09",2014,"B+"
"697",697,696,"President Obama Job Approval","The Economist/YouGov","Approve 42, Disapprove 57",-15,"2014-01-14",2014,"B"
"698",698,697,"President Obama Job Approval","Reuters/Ipsos","Approve 40, Disapprove 53",-13,"2014-01-16",2014,"B+"
"699",699,698,"President Obama Job Approval","USA Today/Pew Research","Approve 43, Disapprove 49",-6,"2014-01-20",2014,"B-"
