"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"450",450,449,"President Obama Job Approval","CBS News","Approve 44, Disapprove 46",-2,"2011-12-09",2011,"A-"
"451",451,450,"Congressional Job Approval","FOX News","Approve 12, Disapprove 83",-71,"2011-12-09",2011,"A"
"452",452,451,"Congressional Job Approval","CBS News","Approve 11, Disapprove 82",-71,"2011-12-09",2011,"A-"
"453",453,452,"President Obama Job Approval","FOX News","Approve 44, Disapprove 51",-7,"2011-12-09",2011,"A"
"454",454,453,"President Obama Job Approval","Pew Research","Approve 46, Disapprove 43",3,"2011-12-13",2011,"B-"
"455",455,454,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 46, Disapprove 48",-2,"2011-12-14",2011,"A-"
"456",456,455,"President Obama Job Approval","Reuters/Ipsos","Approve 47, Disapprove 48",-1,"2011-12-14",2011,"B+"
"457",457,456,"President Obama Job Approval","National Journal/FD","Approve 44, Disapprove 49",-5,"2011-12-15",2011,"A"
"458",458,457,"President Obama Job Approval","Associated Press/GfK","Approve 44, Disapprove 54",-10,"2011-12-16",2011,"B"
"459",459,458,"President Obama Job Approval","ABC News/Wash Post","Approve 49, Disapprove 47",2,"2011-12-19",2011,"A+"
"460",460,459,"Congressional Job Approval","Gallup","Approve 11, Disapprove 86",-75,"2011-12-20",2011,"B"
"461",461,460,"President Obama Job Approval","CNN/Opinion Research","Approve 49, Disapprove 48",1,"2011-12-20",2011,"B+"
"462",462,461,"Congressional Job Approval","CNN/Opinion Research","Approve 16, Disapprove 83",-67,"2011-12-20",2011,"B+"
"463",463,462,"Congressional Job Approval","CBS News","Approve 11, Disapprove 83",-72,"2011-12-21",2011,"A-"
"464",464,463,"President Obama Job Approval","CBS News","Approve 47, Disapprove 44",3,"2011-12-21",2011,"A-"
"465",465,464,"President Obama Job Approval","Reuters/Ipsos","Approve 47, Disapprove 49",-2,"2012-01-10",2012,"B+"
"466",466,465,"President Obama Job Approval","CBS News","Approve 45, Disapprove 47",-2,"2012-01-10",2012,"A-"
"467",467,466,"Congressional Job Approval","CBS News","Approve 12, Disapprove 80",-68,"2012-01-10",2012,"A-"
"468",468,467,"President Obama Job Approval","Rasmussen Reports","Approve 44, Disapprove 55",-11,"2012-01-10",2012,"C+"
"469",469,468,"President Obama Job Approval","Gallup","Approve 42, Disapprove 50",-8,"2012-01-10",2012,"B"
"470",470,469,"Congressional Job Approval","Gallup","Approve 14, Disapprove 81",-67,"2012-01-12",2012,"B"
"471",471,470,"President Obama Job Approval","Gallup","Approve 53, Disapprove 42",11,"2012-01-12",2012,"B"
"472",472,471,"President Obama Job Approval","Rasmussen Reports","Approve 55, Disapprove 43",12,"2012-01-13",2012,"C+"
"473",473,472,"President Obama Job Approval","Democracy Corps (D)","Approve 44, Disapprove 49",-5,"2012-01-13",2012,"B-"
"474",474,473,"President Obama Job Approval","FOX News","Approve 45, Disapprove 47",-2,"2012-01-16",2012,"A"
"475",475,474,"President Obama Job Approval","CNN/Opinion Research","Approve 47, Disapprove 51",-4,"2012-01-16",2012,"B+"
"476",476,475,"Congressional Job Approval","ABC News/Wash Post","Approve 13, Disapprove 84",-71,"2012-01-16",2012,"A+"
"477",477,476,"President Obama Job Approval","ABC News/Wash Post","Approve 48, Disapprove 48",0,"2012-01-16",2012,"A+"
"478",478,477,"President Obama Job Approval","CBS News/NY Times","Approve 47, Disapprove 45",2,"2012-01-18",2012,"A-"
"479",479,478,"President Obama Job Approval","Pew Research","Approve 44, Disapprove 48",-4,"2012-01-18",2012,"B-"
"480",480,479,"Congressional Job Approval","CBS News/NY Times","Approve 13, Disapprove 79",-66,"2012-01-18",2012,"A-"
"481",481,480,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 13, Disapprove 80",-67,"2012-01-25",2012,"A-"
"482",482,481,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 48, Disapprove 46",2,"2012-01-25",2012,"A-"
"483",483,482,"President Obama Job Approval","ABC News/Wash Post","Approve 50, Disapprove 46",4,"2012-02-06",2012,"A+"
"484",484,483,"President Obama Job Approval","Reuters/Ipsos","Approve 48, Disapprove 49",-1,"2012-02-07",2012,"B+"
"485",485,484,"President Obama Job Approval","Gallup","Approve 46, Disapprove 48",-2,"2012-02-07",2012,"B"
"486",486,485,"President Obama Job Approval","Rasmussen Reports","Approve 51, Disapprove 48",3,"2012-02-07",2012,"C+"
"487",487,486,"Congressional Job Approval","Gallup","Approve 10, Disapprove 86",-76,"2012-02-08",2012,"B"
"488",488,487,"President Obama Job Approval","FOX News","Approve 48, Disapprove 45",3,"2012-02-10",2012,"A"
"489",489,488,"Congressional Job Approval","FOX News","Approve 13, Disapprove 79",-66,"2012-02-10",2012,"A"
"490",490,489,"President Obama Job Approval","CBS News/NY Times","Approve 50, Disapprove 43",7,"2012-02-14",2012,"A-"
"491",491,490,"Congressional Job Approval","CBS News/NY Times","Approve 10, Disapprove 82",-72,"2012-02-14",2012,"A-"
"492",492,491,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 48",2,"2012-02-15",2012,"B+"
"493",493,492,"President Obama Job Approval","Democracy Corps (D)","Approve 50, Disapprove 46",4,"2012-02-15",2012,"B-"
"494",494,493,"President Obama Job Approval","Pew Research","Approve 47, Disapprove 43",4,"2012-02-16",2012,"B-"
"495",495,494,"President Obama Job Approval","Associated Press/GfK","Approve 49, Disapprove 49",0,"2012-02-23",2012,"B"
"496",496,495,"President Obama Job Approval","Quinnipiac","Approve 45, Disapprove 49",-4,"2012-02-23",2012,"A-"
"497",497,496,"Congressional Job Approval","Politico/GWU/Battleground","Approve 12, Disapprove 83",-71,"2012-02-27",2012,"B"
"498",498,497,"President Obama Job Approval","Politico/GWU/Battleground","Approve 53, Disapprove 45",8,"2012-02-27",2012,"B"
"499",499,498,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 50, Disapprove 45",5,"2012-03-05",2012,"A-"
"500",500,499,"President Obama Job Approval","Gallup","Approve 48, Disapprove 44",4,"2012-03-08",2012,"B"
"501",501,500,"President Obama Job Approval","Rasmussen Reports","Approve 49, Disapprove 50",-1,"2012-03-08",2012,"C+"
"502",502,501,"President Obama Job Approval","ABC News/Wash Post","Approve 46, Disapprove 50",-4,"2012-03-12",2012,"A+"
"503",503,502,"President Obama Job Approval","CBS News/NY Times","Approve 41, Disapprove 47",-6,"2012-03-12",2012,"A-"
"504",504,503,"President Obama Job Approval","Reuters/Ipsos","Approve 50, Disapprove 48",2,"2012-03-13",2012,"B+"
"505",505,504,"President Obama Job Approval","Pew Research","Approve 50, Disapprove 41",9,"2012-03-14",2012,"B-"
"506",506,505,"President Obama Job Approval","FOX News","Approve 47, Disapprove 45",2,"2012-03-14",2012,"A"
"507",507,506,"President Obama Job Approval","Bloomberg","Approve 48, Disapprove 47",1,"2012-03-14",2012,"unknown"
"508",508,507,"Congressional Job Approval","Gallup","Approve 12, Disapprove 82",-70,"2012-03-21",2012,"B"
"509",509,508,"President Obama Job Approval","Reason-Rupe","Approve 48, Disapprove 46",2,"2012-03-26",2012,"unknown"
"510",510,509,"Congressional Job Approval","Reason-Rupe","Approve 15, Disapprove 78",-63,"2012-03-26",2012,"unknown"
"511",511,510,"President Obama Job Approval","McClatchy/Marist","Approve 48, Disapprove 47",1,"2012-03-27",2012,"A"
"512",512,511,"President Obama Job Approval","CNN/Opinion Research","Approve 51, Disapprove 45",6,"2012-03-28",2012,"B+"
"513",513,512,"President Obama Job Approval","ABC News/Wash Post","Approve 50, Disapprove 45",5,"2012-04-10",2012,"A+"
"514",514,513,"President Obama Job Approval","FOX News","Approve 42, Disapprove 51",-9,"2012-04-13",2012,"A"
"515",515,514,"Congressional Job Approval","FOX News","Approve 12, Disapprove 78",-66,"2012-04-13",2012,"A"
"516",516,515,"President Obama Job Approval","Gallup","Approve 48, Disapprove 46",2,"2012-04-14",2012,"B"
"517",517,516,"President Obama Job Approval","Rasmussen Reports","Approve 45, Disapprove 52",-7,"2012-04-14",2012,"C+"
"518",518,517,"President Obama Job Approval","Reuters/Ipsos","Approve 49, Disapprove 49",0,"2012-04-16",2012,"B+"
"519",519,518,"President Obama Job Approval","CNN/Opinion Research","Approve 49, Disapprove 48",1,"2012-04-17",2012,"B+"
"520",520,519,"President Obama Job Approval","Pew Research","Approve 46, Disapprove 45",1,"2012-04-17",2012,"B-"
"521",521,520,"Congressional Job Approval","Gallup","Approve 17, Disapprove 79",-62,"2012-04-19",2012,"B"
"522",522,521,"President Obama Job Approval","Quinnipiac","Approve 47, Disapprove 48",-1,"2012-04-19",2012,"A-"
"523",523,522,"Congressional Job Approval","CBS News/NY Times","Approve 13, Disapprove 77",-64,"2012-04-19",2012,"A-"
"524",524,523,"President Obama Job Approval","CBS News/NY Times","Approve 48, Disapprove 42",6,"2012-04-19",2012,"A-"
"525",525,524,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 46",3,"2012-04-20",2012,"A-"
"526",526,525,"President Obama Job Approval","FOX News","Approve 45, Disapprove 51",-6,"2012-04-26",2012,"A"
"527",527,526,"President Obama Job Approval","Rasmussen Reports","Approve 49, Disapprove 50",-1,"2012-04-28",2012,"C+"
"528",528,527,"President Obama Job Approval","Gallup","Approve 48, Disapprove 46",2,"2012-04-28",2012,"B"
"529",529,528,"President Obama Job Approval","Democracy Corps (D)","Approve 45, Disapprove 50",-5,"2012-05-03",2012,"B-"
"530",530,529,"Congressional Job Approval","Politico/GWU/Battleground","Approve 13, Disapprove 80",-67,"2012-05-07",2012,"B"
"531",531,530,"President Obama Job Approval","Politico/GWU/Battleground","Approve 48, Disapprove 48",0,"2012-05-07",2012,"B"
"532",532,531,"President Obama Job Approval","Reuters/Ipsos","Approve 50, Disapprove 47",3,"2012-05-08",2012,"B+"
"533",533,532,"President Obama Job Approval","Associated Press/GfK","Approve 53, Disapprove 46",7,"2012-05-11",2012,"B"
"534",534,533,"Congressional Job Approval","Associated Press/GfK","Approve 18, Disapprove 78",-60,"2012-05-11",2012,"B"
"535",535,534,"President Obama Job Approval","Gallup","Approve 46, Disapprove 48",-2,"2012-05-16",2012,"B"
"536",536,535,"President Obama Job Approval","Rasmussen Reports","Approve 47, Disapprove 52",-5,"2012-05-16",2012,"C+"
"537",537,536,"President Obama Job Approval","FOX News","Approve 49, Disapprove 47",2,"2012-05-17",2012,"A"
"538",538,537,"President Obama Job Approval","ABC News/Wash Post","Approve 47, Disapprove 49",-2,"2012-05-22",2012,"A+"
"539",539,538,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 48, Disapprove 46",2,"2012-05-23",2012,"A-"
"540",540,539,"President Obama Job Approval","CNN/Opinion Research","Approve 49, Disapprove 50",-1,"2012-06-01",2012,"B+"
"541",541,540,"President Obama Job Approval","Pew Research","Approve 46, Disapprove 42",4,"2012-06-05",2012,"B-"
"542",542,541,"President Obama Job Approval","Gallup","Approve 46, Disapprove 47",-1,"2012-06-06",2012,"B"
"543",543,542,"President Obama Job Approval","Rasmussen Reports","Approve 49, Disapprove 50",-1,"2012-06-06",2012,"C+"
"544",544,543,"Congressional Job Approval","CBS News/NY Times","Approve 15, Disapprove 77",-62,"2012-06-07",2012,"A-"
"545",545,544,"President Obama Job Approval","FOX News","Approve 49, Disapprove 45",4,"2012-06-08",2012,"A"
"546",546,545,"Congressional Job Approval","FOX News","Approve 17, Disapprove 75",-58,"2012-06-08",2012,"A"
"547",547,546,"Congressional Job Approval","Gallup","Approve 17, Disapprove 79",-62,"2012-06-11",2012,"B"
"548",548,547,"President Obama Job Approval","Reuters/Ipsos","Approve 47, Disapprove 50",-3,"2012-06-12",2012,"B+"
"549",549,548,"President Obama Job Approval","Bloomberg","Approve 53, Disapprove 44",9,"2012-06-20",2012,"unknown"
"550",550,549,"President Obama Job Approval","Associated Press/GfK","Approve 49, Disapprove 48",1,"2012-06-21",2012,"B"
"551",551,550,"President Obama Job Approval","Pew Research","Approve 47, Disapprove 45",2,"2012-06-21",2012,"B-"
"552",552,551,"Congressional Job Approval","Associated Press/GfK","Approve 22, Disapprove 75",-53,"2012-06-21",2012,"B"
"553",553,552,"President Obama Job Approval","Rasmussen Reports","Approve 44, Disapprove 54",-10,"2012-06-24",2012,"C+"
"554",554,553,"President Obama Job Approval","Gallup","Approve 51, Disapprove 45",6,"2012-06-24",2012,"B"
"555",555,554,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 47, Disapprove 48",-1,"2012-06-26",2012,"A-"
"556",556,555,"President Obama Job Approval","FOX News","Approve 48, Disapprove 43",5,"2012-06-28",2012,"A"
"557",557,556,"President Obama Job Approval","Newsweek/Daily Beast","Approve 45, Disapprove 54",-9,"2012-06-29",2012,"unknown"
"558",558,557,"President Obama Job Approval","Democracy Corps (D)","Approve 47, Disapprove 48",-1,"2012-06-29",2012,"B-"
"559",559,558,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 49",1,"2012-07-02",2012,"B+"
"560",560,559,"President Obama Job Approval","Reuters/Ipsos","Approve 48, Disapprove 47",1,"2012-07-10",2012,"B+"
"561",561,560,"President Obama Job Approval","ABC News/Wash Post","Approve 47, Disapprove 49",-2,"2012-07-10",2012,"A+"
"562",562,561,"President Obama Job Approval","Quinnipiac","Approve 45, Disapprove 49",-4,"2012-07-11",2012,"A-"
"563",563,562,"President Obama Job Approval","Pew Research","Approve 50, Disapprove 43",7,"2012-07-12",2012,"B-"
"564",564,563,"Congressional Job Approval","Gallup","Approve 16, Disapprove 78",-62,"2012-07-13",2012,"B"
"565",565,564,"President Obama Job Approval","McClatchy/Marist","Approve 47, Disapprove 47",0,"2012-07-14",2012,"A"
"566",566,565,"Congressional Job Approval","CBS News/NY Times","Approve 12, Disapprove 79",-67,"2012-07-19",2012,"A-"
"567",567,566,"Congressional Job Approval","NPR","Approve 19, Disapprove 74",-55,"2012-07-19",2012,"B-"
"568",568,567,"President Obama Job Approval","NPR","Approve 49, Disapprove 46",3,"2012-07-19",2012,"B-"
"569",569,568,"President Obama Job Approval","FOX News","Approve 47, Disapprove 49",-2,"2012-07-19",2012,"A"
"570",570,569,"President Obama Job Approval","CBS News/NY Times","Approve 44, Disapprove 46",-2,"2012-07-19",2012,"A-"
"571",571,570,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 48",1,"2012-07-24",2012,"A-"
"572",572,571,"President Obama Job Approval","Rasmussen Reports","Approve 46, Disapprove 53",-7,"2012-07-29",2012,"C+"
"573",573,572,"President Obama Job Approval","Gallup","Approve 48, Disapprove 46",2,"2012-07-29",2012,"B"
"574",574,573,"President Obama Job Approval","Democracy Corps (D)","Approve 50, Disapprove 46",4,"2012-07-30",2012,"B-"
"575",575,574,"President Obama Job Approval","Reuters/Ipsos","Approve 49, Disapprove 48",1,"2012-08-08",2012,"B+"
"576",576,575,"President Obama Job Approval","FOX News","Approve 49, Disapprove 46",3,"2012-08-09",2012,"A"
"577",577,576,"President Obama Job Approval","CNN/Opinion Research","Approve 49, Disapprove 48",1,"2012-08-09",2012,"B+"
"578",578,577,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 50",-1,"2012-08-13",2012,"B"
"579",579,578,"Congressional Job Approval","Politico/GWU/Battleground","Approve 16, Disapprove 78",-62,"2012-08-13",2012,"B"
"580",580,579,"Congressional Job Approval","Gallup","Approve 10, Disapprove 83",-73,"2012-08-14",2012,"B"
"581",581,580,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 12, Disapprove 82",-70,"2012-08-21",2012,"A-"
"582",582,581,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 48, Disapprove 49",-1,"2012-08-21",2012,"A-"
"583",583,582,"President Obama Job Approval","Associated Press/GfK","Approve 49, Disapprove 49",0,"2012-08-22",2012,"B"
"584",584,583,"President Obama Job Approval","FOX News","Approve 46, Disapprove 48",-2,"2012-08-23",2012,"A"
"585",585,584,"President Obama Job Approval","LA Times/USC","Approve 48, Disapprove 47",1,"2012-08-23",2012,"C"
"586",586,585,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 47",3,"2012-08-24",2012,"B+"
"587",587,586,"President Obama Job Approval","ABC News/Wash Post","Approve 47, Disapprove 50",-3,"2012-08-27",2012,"A+"
"588",588,587,"President Obama Job Approval","Resurgent Republic (R)","Approve 49, Disapprove 49",0,"2012-08-28",2012,"unknown"
"589",589,588,"President Obama Job Approval","Democracy Corps (D)","Approve 47, Disapprove 50",-3,"2012-08-28",2012,"B-"
"590",590,589,"President Obama Job Approval","Rasmussen Reports","Approve 50, Disapprove 50",0,"2012-08-29",2012,"C+"
"591",591,590,"President Obama Job Approval","Gallup","Approve 43, Disapprove 47",-4,"2012-08-29",2012,"B"
"592",592,591,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 46",4,"2012-09-04",2012,"B+"
"593",593,592,"President Obama Job Approval","CNN/Opinion Research","Approve 51, Disapprove 46",5,"2012-09-11",2012,"B+"
"594",594,593,"President Obama Job Approval","ABC News/Wash Post","Approve 48, Disapprove 50",-2,"2012-09-11",2012,"A+"
"595",595,594,"President Obama Job Approval","Reuters/Ipsos","Approve 50, Disapprove 46",4,"2012-09-12",2012,"B+"
"596",596,595,"President Obama Job Approval","FOX News","Approve 50, Disapprove 47",3,"2012-09-12",2012,"A"
"597",597,596,"President Obama Job Approval","Democracy Corps (D)","Approve 49, Disapprove 48",1,"2012-09-13",2012,"B-"
"598",598,597,"President Obama Job Approval","CBS News/NY Times","Approve 49, Disapprove 46",3,"2012-09-14",2012,"A-"
"599",599,598,"Congressional Job Approval","CBS News/NY Times","Approve 12, Disapprove 78",-66,"2012-09-14",2012,"A-"
"600",600,599,"Congressional Job Approval","Gallup","Approve 13, Disapprove 83",-70,"2012-09-14",2012,"B"
"601",601,600,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 50, Disapprove 48",2,"2012-09-18",2012,"A-"
"602",602,601,"President Obama Job Approval","Associated Press/GfK","Approve 52, Disapprove 47",5,"2012-09-19",2012,"B"
"603",603,602,"Congressional Job Approval","Reason-Rupe","Approve 16, Disapprove 77",-61,"2012-09-21",2012,"unknown"
"604",604,603,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 51, Disapprove 46",5,"2012-09-21",2012,"unknown"
"605",605,604,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 48",2,"2012-09-24",2012,"B"
"606",606,605,"President Obama Job Approval","Bloomberg","Approve 49, Disapprove 46",3,"2012-09-26",2012,"unknown"
"607",607,606,"President Obama Job Approval","FOX News","Approve 49, Disapprove 48",1,"2012-09-27",2012,"A"
"608",608,607,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 49",1,"2012-10-01",2012,"B+"
"609",609,608,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 49",0,"2012-10-01",2012,"B"
"610",610,609,"President Obama Job Approval","ABC News/Wash Post","Approve 49, Disapprove 49",0,"2012-10-01",2012,"A+"
"611",611,610,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 48",1,"2012-10-02",2012,"A-"
"612",612,611,"President Obama Job Approval","Quinnipiac","Approve 48, Disapprove 49",-1,"2012-10-02",2012,"A-"
"613",613,612,"President Obama Job Approval","Gallup","Approve 50, Disapprove 44",6,"2012-10-03",2012,"B"
"614",614,613,"President Obama Job Approval","Rasmussen Reports","Approve 49, Disapprove 50",-1,"2012-10-03",2012,"C+"
"615",615,614,"President Obama Job Approval","NPR","Approve 50, Disapprove 46",4,"2012-10-03",2012,"B-"
"616",616,615,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 48",2,"2012-10-08",2012,"B"
"617",617,616,"President Obama Job Approval","FOX News","Approve 49, Disapprove 48",1,"2012-10-10",2012,"A"
"618",618,617,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 48",2,"2012-10-15",2012,"B"
"619",619,618,"President Obama Job Approval","ABC News/Wash Post","Approve 50, Disapprove 48",2,"2012-10-15",2012,"A+"
"620",620,619,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 48",1,"2012-10-21",2012,"A-"
"621",621,620,"President Obama Job Approval","CBS News","Approve 49, Disapprove 42",7,"2012-10-22",2012,"A-"
"622",622,621,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 48",1,"2012-10-22",2012,"B"
"623",623,622,"Congressional Job Approval","Gallup","Approve 21, Disapprove 69",-48,"2012-10-24",2012,"B"
"624",624,623,"President Obama Job Approval","Associated Press/GfK","Approve 49, Disapprove 49",0,"2012-10-25",2012,"B"
"625",625,624,"President Obama Job Approval","ABC News/Wash Post","Approve 49, Disapprove 49",0,"2012-10-26",2012,"A+"
"626",626,625,"President Obama Job Approval","Rasmussen Reports","Approve 47, Disapprove 52",-5,"2012-10-27",2012,"C+"
"627",627,626,"President Obama Job Approval","Gallup","Approve 46, Disapprove 49",-3,"2012-10-27",2012,"B"
"628",628,627,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 49",1,"2012-10-29",2012,"B"
"629",629,628,"Congressional Job Approval","CBS News/NY Times","Approve 15, Disapprove 75",-60,"2012-10-30",2012,"A-"
"630",630,629,"Congressional Job Approval","NPR","Approve 16, Disapprove 79",-63,"2012-10-30",2012,"B-"
"631",631,630,"President Obama Job Approval","NPR","Approve 49, Disapprove 49",0,"2012-10-30",2012,"B-"
"632",632,631,"President Obama Job Approval","CBS News/NY Times","Approve 50, Disapprove 42",8,"2012-10-30",2012,"A-"
"633",633,632,"President Obama Job Approval","FOX News","Approve 50, Disapprove 47",3,"2012-10-31",2012,"A"
"634",634,633,"Congressional Job Approval","CNN/Opinion Research","Approve 17, Disapprove 76",-59,"2012-11-04",2012,"B+"
"635",635,634,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 49",0,"2012-11-04",2012,"B"
"636",636,635,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 49, Disapprove 49",0,"2012-11-04",2012,"A-"
"637",637,636,"President Obama Job Approval","CNN/Opinion Research","Approve 51, Disapprove 47",4,"2012-11-04",2012,"B+"
"638",638,637,"President Obama Job Approval","ABC News/Wash Post","Approve 51, Disapprove 48",3,"2012-11-05",2012,"A+"
"639",639,638,"President Obama Job Approval","Politico/GWU/Battleground","Approve 49, Disapprove 49",0,"2012-11-06",2012,"B"
"640",640,639,"President Obama Job Approval","CNN/Opinion Research","Approve 52, Disapprove 45",7,"2012-11-27",2012,"B+"
"641",641,640,"Congressional Job Approval","Gallup","Approve 18, Disapprove 75",-57,"2012-11-27",2012,"B"
"642",642,641,"President Obama Job Approval","Quinnipiac","Approve 53, Disapprove 40",13,"2012-12-06",2012,"A-"
"643",643,642,"President Obama Job Approval","Associated Press/GfK","Approve 57, Disapprove 41",16,"2012-12-07",2012,"B"
"644",644,643,"Congressional Job Approval","Associated Press/GfK","Approve 23, Disapprove 74",-51,"2012-12-07",2012,"B"
"645",645,644,"Congressional Job Approval","National Journal","Approve 21, Disapprove 72",-51,"2012-12-07",2012,"A"
"646",646,645,"President Obama Job Approval","National Journal","Approve 54, Disapprove 42",12,"2012-12-07",2012,"A"
"647",647,646,"President Obama Job Approval","Politico/GWU/Battleground","Approve 50, Disapprove 47",3,"2012-12-10",2012,"B"
"648",648,647,"President Obama Job Approval","McClatchy/Marist","Approve 50, Disapprove 44",6,"2012-12-11",2012,"A"
"649",649,648,"President Obama Job Approval","Bloomberg","Approve 53, Disapprove 44",9,"2012-12-12",2012,"unknown"
"650",650,649,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 53, Disapprove 43",10,"2012-12-12",2012,"A-"
"651",651,650,"Congressional Job Approval","FOX News","Approve 17, Disapprove 74",-57,"2012-12-13",2012,"A"
"652",652,651,"President Obama Job Approval","Pew Research","Approve 55, Disapprove 39",16,"2012-12-13",2012,"B-"
"653",653,652,"President Obama Job Approval","FOX News","Approve 48, Disapprove 46",2,"2012-12-13",2012,"A"
"654",654,653,"President Obama Job Approval","ABC News/Wash Post","Approve 55, Disapprove 42",13,"2012-12-18",2012,"A+"
"655",655,654,"Congressional Job Approval","USA Today/Gallup","Approve 18, Disapprove 76",-58,"2012-12-19",2012,"B"
"656",656,655,"President Obama Job Approval","CBS News","Approve 57, Disapprove 37",20,"2012-12-19",2012,"A-"
"657",657,656,"Congressional Job Approval","CBS News","Approve 11, Disapprove 81",-70,"2012-12-19",2012,"A-"
"658",658,657,"President Obama Job Approval","CNN/Opinion Research","Approve 50, Disapprove 45",5,"2012-12-20",2012,"B+"
"659",659,658,"Congressional Job Approval","Gallup","Approve 14, Disapprove 81",-67,"2013-01-12",2013,"B"
"660",660,659,"President Obama Job Approval","CNN/Time","Approve 55, Disapprove 43",12,"2013-01-16",2013,"A-"
"661",661,660,"President Obama Job Approval","ABC News/Wash Post","Approve 53, Disapprove 43",10,"2013-01-16",2013,"A+"
"662",662,661,"Congressional Job Approval","ABC News/Wash Post","Approve 18, Disapprove 79",-61,"2013-01-16",2013,"A+"
"663",663,662,"Congressional Job Approval","Associated Press/GfK","Approve 17, Disapprove 77",-60,"2013-01-17",2013,"B"
"664",664,663,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 52, Disapprove 44",8,"2013-01-17",2013,"A-"
"665",665,664,"President Obama Job Approval","Pew Research","Approve 52, Disapprove 40",12,"2013-01-17",2013,"B-"
"666",666,665,"President Obama Job Approval","Associated Press/GfK","Approve 54, Disapprove 42",12,"2013-01-17",2013,"B"
"667",667,666,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 14, Disapprove 81",-67,"2013-01-17",2013,"A-"
"668",668,667,"Congressional Job Approval","CBS News/NY Times","Approve 12, Disapprove 82",-70,"2013-01-18",2013,"A-"
"669",669,668,"President Obama Job Approval","CBS News/NY Times","Approve 51, Disapprove 41",10,"2013-01-18",2013,"A-"
"670",670,669,"Congressional Job Approval","FOX News","Approve 16, Disapprove 76",-60,"2013-01-18",2013,"A"
"671",671,670,"President Obama Job Approval","FOX News","Approve 47, Disapprove 47",0,"2013-01-18",2013,"A"
"672",672,671,"Congressional Job Approval","Reason-Rupe/PSRAI","Approve 17, Disapprove 74",-57,"2013-01-30",2013,"unknown"
"673",673,672,"President Obama Job Approval","Reason-Rupe/PSRAI","Approve 52, Disapprove 42",10,"2013-01-30",2013,"unknown"
"674",674,673,"President Obama Job Approval","Quinnipiac","Approve 46, Disapprove 45",1,"2013-02-08",2013,"A-"
"675",675,674,"Congressional Job Approval","FOX News","Approve 17, Disapprove 77",-60,"2013-02-08",2013,"A"
"676",676,675,"President Obama Job Approval","FOX News","Approve 49, Disapprove 45",4,"2013-02-08",2013,"A"
"677",677,676,"President Obama Job Approval","CBS News","Approve 52, Disapprove 38",14,"2013-02-12",2013,"A-"
"678",678,677,"Congressional Job Approval","CBS News","Approve 14, Disapprove 77",-63,"2013-02-12",2013,"A-"
"679",679,678,"Congressional Job Approval","Gallup","Approve 15, Disapprove 81",-66,"2013-02-19",2013,"B"
"680",680,679,"President Obama Job Approval","Bloomberg","Approve 55, Disapprove 40",15,"2013-02-21",2013,"unknown"
"681",681,680,"President Obama Job Approval","USA Today/Pew Research","Approve 51, Disapprove 41",10,"2013-02-21",2013,"B-"
"682",682,681,"President Obama Job Approval","NBC News/Wall St. Jrnl","Approve 50, Disapprove 45",5,"2013-02-26",2013,"A-"
"683",683,682,"Congressional Job Approval","FOX News","Approve 16, Disapprove 77",-61,"2013-02-28",2013,"A"
"684",684,683,"President Obama Job Approval","FOX News","Approve 46, Disapprove 47",-1,"2013-02-28",2013,"A"
