"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"237",237,236,"Congressional Job Approval","Associated Press/GfK","Approve 14, Disapprove 84",-70,"2014-01-23",2014,"B"
"238",238,237,"Congressional Job Approval","ABC News/Wash Post","Approve 13, Disapprove 84",-71,"2014-01-26",2014,"A+"
"239",239,238,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 13, Disapprove 81",-68,"2014-01-28",2014,"A-"
"240",240,239,"Congressional Job Approval","The Economist/YouGov","Approve 7, Disapprove 78",-71,"2014-01-29",2014,"B"
"241",241,240,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 75",-66,"2014-02-05",2014,"B"
"242",242,241,"Congressional Job Approval","Gallup","Approve 12, Disapprove 83",-71,"2014-02-10",2014,"B"
"243",243,242,"Congressional Job Approval","The Economist/YouGov","Approve 6, Disapprove 78",-72,"2014-02-12",2014,"B"
"244",244,243,"Congressional Job Approval","FOX News","Approve 14, Disapprove 81",-67,"2014-02-13",2014,"A"
"245",245,244,"Congressional Job Approval","The Economist/YouGov","Approve 6, Disapprove 76",-70,"2014-02-19",2014,"B"
"246",246,245,"Congressional Job Approval","CBS News/NY Times","Approve 13, Disapprove 80",-67,"2014-02-26",2014,"A-"
"247",247,246,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 74",-64,"2014-02-26",2014,"B"
"248",248,247,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 73",-63,"2014-03-05",2014,"B"
"249",249,248,"Congressional Job Approval","FOX News","Approve 12, Disapprove 78",-66,"2014-03-06",2014,"A"
"250",250,249,"Congressional Job Approval","Gallup","Approve 15, Disapprove 83",-68,"2014-03-10",2014,"B"
"251",251,250,"Congressional Job Approval","PPP (D)","Approve 8, Disapprove 84",-76,"2014-03-11",2014,"B"
"252",252,251,"Congressional Job Approval","The Economist/YouGov","Approve 7, Disapprove 74",-67,"2014-03-12",2014,"B"
"253",253,252,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 74",-66,"2014-03-19",2014,"B"
"254",254,253,"Congressional Job Approval","CBS News","Approve 18, Disapprove 76",-58,"2014-03-25",2014,"A-"
"255",255,254,"Congressional Job Approval","GWU/Battleground","Approve 13, Disapprove 82",-69,"2014-03-25",2014,"B"
"256",256,255,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 69",-60,"2014-03-26",2014,"B"
"257",257,256,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 76",-68,"2014-04-02",2014,"B"
"258",258,257,"Congressional Job Approval","Reason-Rupe/PSRAI","Approve 17, Disapprove 74",-57,"2014-04-03",2014,"unknown"
"259",259,258,"Congressional Job Approval","Associated Press/GfK","Approve 16, Disapprove 82",-66,"2014-04-05",2014,"B"
"260",260,259,"Congressional Job Approval","Gallup","Approve 13, Disapprove 83",-70,"2014-04-10",2014,"B"
"261",261,260,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 71",-57,"2014-04-11",2014,"B"
"262",262,261,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 71",-60,"2014-04-16",2014,"B"
"263",263,262,"Congressional Job Approval","FOX News","Approve 15, Disapprove 76",-61,"2014-04-22",2014,"A"
"264",264,263,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 73",-63,"2014-04-24",2014,"B"
"265",265,264,"Congressional Job Approval","National Journal","Approve 11, Disapprove 80",-69,"2014-04-28",2014,"A"
"266",266,265,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 71",-63,"2014-04-29",2014,"B"
"267",267,266,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 71",-61,"2014-05-07",2014,"B"
"268",268,267,"Congressional Job Approval","Gallup","Approve 15, Disapprove 80",-65,"2014-05-14",2014,"B"
"269",269,268,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 72",-62,"2014-05-14",2014,"B"
"270",270,269,"Congressional Job Approval","FOX News","Approve 16, Disapprove 73",-57,"2014-05-15",2014,"A"
"271",271,270,"Congressional Job Approval","CBS News","Approve 12, Disapprove 80",-68,"2014-05-22",2014,"A-"
"272",272,271,"Congressional Job Approval","Associated Press/GfK","Approve 14, Disapprove 85",-71,"2014-05-27",2014,"B"
"273",273,272,"Congressional Job Approval","FOX News","Approve 13, Disapprove 78",-65,"2014-06-05",2014,"A"
"274",274,273,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 72",-62,"2014-06-13",2014,"B"
"275",275,274,"Congressional Job Approval","Gallup","Approve 16, Disapprove 81",-65,"2014-06-16",2014,"B"
"276",276,275,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 73",-64,"2014-06-19",2014,"B"
"277",277,276,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 73",-64,"2014-06-24",2014,"B"
"278",278,277,"Congressional Job Approval","CBS News/NY Times","Approve 14, Disapprove 78",-64,"2014-06-24",2014,"A-"
"279",279,278,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 72",-63,"2014-07-02",2014,"B"
"280",280,279,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 66",-55,"2014-07-09",2014,"B"
"281",281,280,"Congressional Job Approval","Gallup","Approve 15, Disapprove 80",-65,"2014-07-15",2014,"B"
"282",282,281,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 74",-65,"2014-07-17",2014,"B"
"283",283,282,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 72",-62,"2014-07-22",2014,"B"
"284",284,283,"Congressional Job Approval","FOX News","Approve 13, Disapprove 79",-66,"2014-07-28",2014,"A"
"285",285,284,"Congressional Job Approval","The Economist/YouGov","Approve 7, Disapprove 72",-65,"2014-07-29",2014,"B"
"286",286,285,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 14, Disapprove 79",-65,"2014-08-06",2014,"A-"
"287",287,286,"Congressional Job Approval","CBS News","Approve 15, Disapprove 78",-63,"2014-08-06",2014,"A-"
"288",288,287,"Congressional Job Approval","Associated Press/GfK","Approve 13, Disapprove 86",-73,"2014-08-07",2014,"B"
"289",289,288,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 72",-64,"2014-08-08",2014,"B"
"290",290,289,"Congressional Job Approval","Gallup","Approve 13, Disapprove 83",-70,"2014-08-12",2014,"B"
"291",291,290,"Congressional Job Approval","Reason-Rupe/PSRAI","Approve 18, Disapprove 75",-57,"2014-08-14",2014,"unknown"
"292",292,291,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 72",-62,"2014-08-22",2014,"B"
"293",293,292,"Congressional Job Approval","The Economist/YouGov","Approve 7, Disapprove 74",-67,"2014-08-28",2014,"B"
"294",294,293,"Congressional Job Approval","GWU/Battleground","Approve 16, Disapprove 80",-64,"2014-09-03",2014,"B"
"295",295,294,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 72",-64,"2014-09-04",2014,"B"
"296",296,295,"Congressional Job Approval","Gallup","Approve 14, Disapprove 82",-68,"2014-09-08",2014,"B"
"297",297,296,"Congressional Job Approval","CNN/Opinion Research","Approve 14, Disapprove 83",-69,"2014-09-09",2014,"B+"
"298",298,297,"Congressional Job Approval","ABC News/Wash Post","Approve 13, Disapprove 82",-69,"2014-09-09",2014,"A+"
"299",299,298,"Congressional Job Approval","FOX News","Approve 13, Disapprove 79",-66,"2014-09-11",2014,"A"
"300",300,299,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 71",-62,"2014-09-12",2014,"B"
"301",301,300,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 67",-57,"2014-09-18",2014,"B"
"302",302,301,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 74",-65,"2014-09-26",2014,"B"
"303",303,302,"Congressional Job Approval","Associated Press/GfK","Approve 7, Disapprove 93",-86,"2014-10-02",2014,"B"
"304",304,303,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 69",-59,"2014-10-04",2014,"B"
"305",305,304,"Congressional Job Approval","CBS News","Approve 15, Disapprove 78",-63,"2014-10-08",2014,"A-"
"306",306,305,"Congressional Job Approval","Reason-Rupe/PSRAI","Approve 19, Disapprove 73",-54,"2014-10-09",2014,"unknown"
"307",307,306,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 69",-61,"2014-10-10",2014,"B"
"308",308,307,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 72",-61,"2014-10-15",2014,"B"
"309",309,308,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 12, Disapprove 83",-71,"2014-10-15",2014,"A-"
"310",310,309,"Congressional Job Approval","FOX News","Approve 13, Disapprove 79",-66,"2014-10-15",2014,"A"
"311",311,310,"Congressional Job Approval","Associated Press/GfK","Approve 12, Disapprove 88",-76,"2014-10-22",2014,"B"
"312",312,311,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 66",-54,"2014-10-23",2014,"B"
"313",313,312,"Congressional Job Approval","ABC News/Wash Post","Approve 17, Disapprove 80",-63,"2014-10-26",2014,"A+"
"314",314,313,"Congressional Job Approval","CNN/Opinion Research","Approve 13, Disapprove 85",-72,"2014-10-27",2014,"B+"
"315",315,314,"Congressional Job Approval","FOX News","Approve 13, Disapprove 81",-68,"2014-10-28",2014,"A"
"316",316,315,"Congressional Job Approval","CBS News","Approve 14, Disapprove 76",-62,"2014-10-29",2014,"A-"
"317",317,316,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 72",-64,"2014-10-31",2014,"B"
"318",318,317,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 68",-60,"2014-11-07",2014,"B"
"319",319,318,"Congressional Job Approval","The Economist/YouGov","Approve 7, Disapprove 69",-62,"2014-11-13",2014,"B"
"320",320,319,"Congressional Job Approval","National Journal","Approve 9, Disapprove 80",-71,"2014-11-14",2014,"A"
"321",321,320,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 64",-54,"2014-11-20",2014,"B"
"322",322,321,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 64",-50,"2014-11-29",2014,"B"
"323",323,322,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 69",-57,"2014-12-04",2014,"B"
"324",324,323,"Congressional Job Approval","Associated Press/GfK","Approve 15, Disapprove 84",-69,"2014-12-11",2014,"B"
"325",325,324,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 71",-62,"2014-12-13",2014,"B"
"326",326,325,"Congressional Job Approval","Gallup","Approve 16, Disapprove 80",-64,"2014-12-15",2014,"B"
"327",327,326,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 16, Disapprove 78",-62,"2014-12-17",2014,"A-"
"328",328,327,"Congressional Job Approval","FOX News","Approve 14, Disapprove 80",-66,"2014-12-18",2014,"A"
"329",329,328,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 72",-61,"2014-12-18",2014,"B"
"330",330,329,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 71",-63,"2014-12-29",2014,"B"
"331",331,330,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 71",-62,"2015-01-02",2015,"B"
"332",332,331,"Congressional Job Approval","The Economist/YouGov","Approve 8, Disapprove 72",-64,"2015-01-07",2015,"B"
"333",333,332,"Congressional Job Approval","Gallup","Approve 16, Disapprove 76",-60,"2015-01-13",2015,"B"
"334",334,333,"Congressional Job Approval","CBS News","Approve 16, Disapprove 72",-56,"2015-01-14",2015,"A-"
"335",335,334,"Congressional Job Approval","FOX News","Approve 15, Disapprove 74",-59,"2015-01-14",2015,"A"
"336",336,335,"Congressional Job Approval","NBC News/Wall St. Jrnl","Approve 16, Disapprove 76",-60,"2015-01-20",2015,"A-"
"337",337,336,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 61",-48,"2015-01-21",2015,"B"
"338",338,337,"Congressional Job Approval","FOX News","Approve 18, Disapprove 73",-55,"2015-01-28",2015,"A"
"339",339,338,"Congressional Job Approval","USA Today/Suffolk","Approve 14, Disapprove 75",-61,"2015-01-28",2015,"B+"
"340",340,339,"Congressional Job Approval","The Economist/YouGov","Approve 19, Disapprove 57",-38,"2015-02-01",2015,"B"
"341",341,340,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 62",-50,"2015-02-05",2015,"B"
"342",342,341,"Congressional Job Approval","Reason-Rupe/PSRAI","Approve 23, Disapprove 69",-46,"2015-02-06",2015,"unknown"
"343",343,342,"Congressional Job Approval","Associated Press/GfK","Approve 15, Disapprove 83",-68,"2015-02-09",2015,"B"
"344",344,343,"Congressional Job Approval","FOX News","Approve 21, Disapprove 72",-51,"2015-02-11",2015,"A"
"345",345,344,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 60",-47,"2015-02-13",2015,"B"
"346",346,345,"Congressional Job Approval","Gallup","Approve 20, Disapprove 75",-55,"2015-02-16",2015,"B"
"347",347,346,"Congressional Job Approval","CNN/Opinion Research","Approve 21, Disapprove 78",-57,"2015-02-17",2015,"B+"
"348",348,347,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 63",-50,"2015-02-19",2015,"B"
"349",349,348,"Congressional Job Approval","CBS News","Approve 18, Disapprove 73",-55,"2015-02-20",2015,"A-"
"350",350,349,"Congressional Job Approval","The Economist/YouGov","Approve 16, Disapprove 60",-44,"2015-02-26",2015,"B"
"351",351,350,"Congressional Job Approval","FOX News","Approve 17, Disapprove 76",-59,"2015-03-04",2015,"A"
"352",352,351,"Congressional Job Approval","The Economist/YouGov","Approve 17, Disapprove 64",-47,"2015-03-06",2015,"B"
"353",353,352,"Congressional Job Approval","Gallup","Approve 18, Disapprove 75",-57,"2015-03-11",2015,"B"
"354",354,353,"Congressional Job Approval","National Journal","Approve 18, Disapprove 71",-53,"2015-03-16",2015,"A"
"355",355,354,"Congressional Job Approval","The Economist/YouGov","Approve 15, Disapprove 65",-50,"2015-03-22",2015,"B"
"356",356,355,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 67",-53,"2015-03-26",2015,"B"
"357",357,356,"Congressional Job Approval","CBS News","Approve 22, Disapprove 70",-48,"2015-03-29",2015,"A-"
"358",358,357,"Congressional Job Approval","ABC News/Wash Post","Approve 21, Disapprove 73",-52,"2015-04-01",2015,"A+"
"359",359,358,"Congressional Job Approval","FOX News","Approve 21, Disapprove 70",-49,"2015-04-01",2015,"A"
"360",360,359,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 65",-53,"2015-04-02",2015,"B"
"361",361,360,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 64",-52,"2015-04-10",2015,"B"
"362",362,361,"Congressional Job Approval","USA Today/Suffolk","Approve 11, Disapprove 77",-66,"2015-04-14",2015,"B+"
"363",363,362,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 63",-50,"2015-04-15",2015,"B"
"364",364,363,"Congressional Job Approval","FOX News","Approve 19, Disapprove 75",-56,"2015-04-22",2015,"A"
"365",365,364,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 63",-49,"2015-04-24",2015,"B"
"366",366,365,"Congressional Job Approval","Associated Press/GfK","Approve 19, Disapprove 80",-61,"2015-05-02",2015,"B"
"367",367,366,"Congressional Job Approval","The Economist/YouGov","Approve 16, Disapprove 61",-45,"2015-05-02",2015,"B"
"368",368,367,"Congressional Job Approval","CBS News/NY Times","Approve 12, Disapprove 80",-68,"2015-05-06",2015,"A-"
"369",369,368,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 68",-56,"2015-05-08",2015,"B"
"370",370,369,"Congressional Job Approval","The Economist/YouGov","Approve 16, Disapprove 62",-46,"2015-05-19",2015,"B"
"371",371,370,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 63",-49,"2015-05-22",2015,"B"
"372",372,371,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 64",-52,"2015-05-29",2015,"B"
"373",373,372,"Congressional Job Approval","CBS News/NY Times","Approve 15, Disapprove 78",-63,"2015-06-02",2015,"A-"
"374",374,373,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 64",-51,"2015-06-05",2015,"B"
"375",375,374,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 65",-53,"2015-06-13",2015,"B"
"376",376,375,"Congressional Job Approval","PPP (D)","Approve 12, Disapprove 77",-65,"2015-06-19",2015,"B"
"377",377,376,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 59",-45,"2015-06-19",2015,"B"
"378",378,377,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 65",-51,"2015-06-26",2015,"B"
"379",379,378,"Congressional Job Approval","The Economist/YouGov","Approve 14, Disapprove 61",-47,"2015-07-02",2015,"B"
"380",380,379,"Congressional Job Approval","Gallup","Approve 17, Disapprove 78",-61,"2015-07-13",2015,"B"
"381",381,380,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 63",-50,"2015-07-13",2015,"B"
"382",382,381,"Congressional Job Approval","Associated Press-GfK","Approve 17, Disapprove 82",-65,"2015-07-17",2015,"unknown"
"383",383,382,"Congressional Job Approval","The Economist/YouGov","Approve 18, Disapprove 56",-38,"2015-07-24",2015,"B"
"384",384,383,"Congressional Job Approval","CBS News","Approve 17, Disapprove 74",-57,"2015-08-04",2015,"A-"
"385",385,384,"Congressional Job Approval","Gallup","Approve 14, Disapprove 82",-68,"2015-08-12",2015,"B"
"386",386,385,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 62",-49,"2015-08-21",2015,"B"
"387",387,386,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 65",-54,"2015-09-04",2015,"B"
"388",388,387,"Congressional Job Approval","Monmouth","Approve 17, Disapprove 74",-57,"2015-09-10",2015,"A+"
"389",389,388,"Congressional Job Approval","Gallup","Approve 14, Disapprove 83",-69,"2015-09-17",2015,"B"
"390",390,389,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 66",-55,"2015-09-17",2015,"B"
"391",391,390,"Congressional Job Approval","National Journal","Approve 13, Disapprove 78",-65,"2015-09-26",2015,"A"
"392",392,391,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 67",-56,"2015-10-02",2015,"B"
"393",393,392,"Congressional Job Approval","PPP (D)","Approve 11, Disapprove 82",-71,"2015-10-07",2015,"B"
"394",394,393,"Congressional Job Approval","CBS News","Approve 12, Disapprove 79",-67,"2015-10-11",2015,"A-"
"395",395,394,"Congressional Job Approval","Gallup","Approve 13, Disapprove 82",-69,"2015-10-12",2015,"B"
"396",396,395,"Congressional Job Approval","FOX News","Approve 13, Disapprove 78",-65,"2015-10-15",2015,"A"
"397",397,396,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 69",-60,"2015-10-16",2015,"B"
"398",398,397,"Congressional Job Approval","Associated Press-GfK","Approve 16, Disapprove 83",-67,"2015-10-22",2015,"unknown"
"399",399,398,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 68",-57,"2015-10-28",2015,"B"
"400",400,399,"Congressional Job Approval","Monmouth","Approve 13, Disapprove 77",-64,"2015-11-05",2015,"A+"
"401",401,400,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 69",-59,"2015-11-11",2015,"B"
"402",402,401,"Congressional Job Approval","Gallup","Approve 11, Disapprove 86",-75,"2015-11-11",2015,"B"
"403",403,402,"Congressional Job Approval","PPP (D)","Approve 12, Disapprove 76",-64,"2015-11-20",2015,"B"
"404",404,403,"Congressional Job Approval","The Economist/YouGov","Approve 13, Disapprove 65",-52,"2015-11-24",2015,"B"
"405",405,404,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 67",-57,"2015-12-09",2015,"B"
"406",406,405,"Congressional Job Approval","CBS/NY Times","Approve 15, Disapprove 74",-59,"2015-12-10",2015,"A-"
"407",407,406,"Congressional Job Approval","Monmouth","Approve 16, Disapprove 77",-61,"2015-12-15",2015,"A+"
"408",408,407,"Congressional Job Approval","Gallup","Approve 13, Disapprove 82",-69,"2015-12-18",2015,"B"
"409",409,408,"Congressional Job Approval","PPP (D)","Approve 13, Disapprove 78",-65,"2015-12-21",2015,"B"
"410",410,409,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 70",-60,"2015-12-28",2015,"B"
"411",411,410,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 67",-57,"2016-01-08",2016,"B"
"412",412,411,"Congressional Job Approval","CBS/NY Times","Approve 15, Disapprove 75",-60,"2016-01-12",2016,"A-"
"413",413,412,"Congressional Job Approval","Gallup","Approve 16, Disapprove 80",-64,"2016-01-15",2016,"B"
"414",414,413,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 66",-54,"2016-01-21",2016,"B"
"415",415,414,"Congressional Job Approval","Monmouth","Approve 15, Disapprove 78",-63,"2016-01-25",2016,"A+"
"416",416,415,"Congressional Job Approval","National Journal","Approve 15, Disapprove 77",-62,"2016-01-27",2016,"A"
"417",417,416,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 69",-59,"2016-02-02",2016,"B"
"418",418,417,"Congressional Job Approval","PPP (D)","Approve 9, Disapprove 82",-73,"2016-02-08",2016,"B"
"419",419,418,"Congressional Job Approval","Gallup","Approve 14, Disapprove 81",-67,"2016-02-10",2016,"B"
"420",420,419,"Congressional Job Approval","The Economist/YouGov","Approve 9, Disapprove 70",-61,"2016-02-18",2016,"B"
"421",421,420,"Congressional Job Approval","Associated Press-GfK","Approve 15, Disapprove 84",-69,"2016-02-26",2016,"unknown"
"422",422,421,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 67",-57,"2016-03-01",2016,"B"
"423",423,422,"Congressional Job Approval","Gallup","Approve 13, Disapprove 84",-71,"2016-03-09",2016,"B"
"424",424,423,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 65",-53,"2016-03-15",2016,"B"
"425",425,424,"Congressional Job Approval","Monmouth","Approve 19, Disapprove 72",-53,"2016-03-21",2016,"A+"
"426",426,425,"Congressional Job Approval","CBS News/NY Times","Approve 17, Disapprove 75",-58,"2016-03-22",2016,"A-"
"427",427,426,"Congressional Job Approval","FOX News","Approve 14, Disapprove 77",-63,"2016-03-23",2016,"A"
"428",428,427,"Congressional Job Approval","CNN/ORC","Approve 15, Disapprove 81",-66,"2016-03-25",2016,"B+"
"429",429,428,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 70",-59,"2016-04-12",2016,"B"
"430",430,429,"Congressional Job Approval","Gallup","Approve 17, Disapprove 79",-62,"2016-04-13",2016,"B"
"431",431,430,"Congressional Job Approval","CBS News","Approve 14, Disapprove 77",-63,"2016-04-14",2016,"A-"
"432",432,431,"Congressional Job Approval","The Economist/YouGov","Approve 11, Disapprove 66",-55,"2016-04-27",2016,"B"
"433",433,432,"Congressional Job Approval","PPP (D)","Approve 9, Disapprove 84",-75,"2016-05-10",2016,"B"
"434",434,433,"Congressional Job Approval","The Economist/YouGov","Approve 10, Disapprove 70",-60,"2016-05-11",2016,"B"
"435",435,434,"Congressional Job Approval","CBS News/NY Times","Approve 14, Disapprove 77",-63,"2016-05-19",2016,"A-"
"436",436,435,"Congressional Job Approval","Gallup","Approve 18, Disapprove 78",-60,"2016-05-24",2016,"B"
"437",437,436,"Congressional Job Approval","The Economist/YouGov","Approve 12, Disapprove 67",-55,"2016-05-25",2016,"B"
"438",438,437,"Congressional Job Approval","Economist/YouGov","Approve 9, Disapprove 69",-60,"2016-06-10",2016,"B"
"439",439,438,"Congressional Job Approval","Gallup","Approve 16, Disapprove 80",-64,"2016-06-14",2016,"B"
"440",440,439,"Congressional Job Approval","Economist/YouGov","Approve 9, Disapprove 71",-62,"2016-06-22",2016,"B"
"441",441,440,"Congressional Job Approval","Monmouth","Approve 17, Disapprove 76",-59,"2016-06-23",2016,"A+"
"442",442,441,"Congressional Job Approval","Economist/YouGov","Approve 11, Disapprove 66",-55,"2016-06-30",2016,"B"
"443",443,442,"Congressional Job Approval","PPP (D)","Approve 14, Disapprove 80",-66,"2016-06-30",2016,"B"
"444",444,443,"Congressional Job Approval","Economist/YouGov","Approve 11, Disapprove 69",-58,"2016-07-06",2016,"B"
"445",445,444,"Congressional Job Approval","Economist/YouGov","Approve 12, Disapprove 66",-54,"2016-07-13",2016,"B"
"446",446,445,"Congressional Job Approval","CBS News/NY Times","Approve 15, Disapprove 79",-64,"2016-07-14",2016,"A-"
"447",447,446,"Congressional Job Approval","Associated Press-GfK","Approve 12, Disapprove 86",-74,"2016-07-15",2016,"unknown"
"448",448,447,"Congressional Job Approval","Economist/YouGov","Approve 10, Disapprove 68",-58,"2016-07-18",2016,"B"
"449",449,448,"Congressional Job Approval","Economist/YouGov","Approve 10, Disapprove 65",-55,"2016-07-25",2016,"B"
"450",450,449,"Congressional Job Approval","Gallup","Approve 13, Disapprove 83",-70,"2016-07-28",2016,"B"
"451",451,450,"Congressional Job Approval","PPP (D)","Approve 11, Disapprove 75",-64,"2016-07-30",2016,"B"
"452",452,451,"Congressional Job Approval","Economist/YouGov","Approve 10, Disapprove 71",-61,"2016-08-02",2016,"B"
"453",453,452,"Congressional Job Approval","Economist/YouGov","Approve 11, Disapprove 68",-57,"2016-08-09",2016,"B"
"454",454,453,"Congressional Job Approval","Monmouth","Approve 12, Disapprove 81",-69,"2016-08-10",2016,"A+"
"455",455,454,"Congressional Job Approval","Economist/YouGov","Approve 10, Disapprove 70",-60,"2016-08-17",2016,"B"
"456",456,455,"Congressional Job Approval","Gallup","Approve 18, Disapprove 78",-60,"2016-08-21",2016,"B"
"457",457,456,"Congressional Job Approval","Economist/YouGov","Approve 11, Disapprove 68",-57,"2016-08-24",2016,"B"
"458",458,457,"Congressional Job Approval","PPP (D)","Approve 8, Disapprove 79",-71,"2016-08-30",2016,"B"
"459",459,458,"Congressional Job Approval","Economist/YouGov","Approve 10, Disapprove 69",-59,"2016-08-31",2016,"B"
"460",460,459,"Congressional Job Approval","Economist/YouGov","Approve 10, Disapprove 67",-57,"2016-09-07",2016,"B"
"461",461,460,"Congressional Job Approval","Economist/YouGov","Approve 10, Disapprove 71",-61,"2016-09-14",2016,"B"
"462",462,461,"Congressional Job Approval","Gallup","Approve 20, Disapprove 76",-56,"2016-09-16",2016,"B"
"463",463,462,"Congressional Job Approval","Economist/YouGov","Approve 11, Disapprove 70",-59,"2016-09-21",2016,"B"
"464",464,463,"Congressional Job Approval","Associated Press-GfK","Approve 12, Disapprove 88",-76,"2016-09-22",2016,"unknown"
"465",465,464,"Congressional Job Approval","Economist/YouGov","Approve 9, Disapprove 69",-60,"2016-09-25",2016,"B"
"466",466,465,"Congressional Job Approval","Monmouth","Approve 15, Disapprove 77",-62,"2016-09-28",2016,"A+"
"467",467,466,"Congressional Job Approval","PPP (D)","Approve 13, Disapprove 74",-61,"2016-09-28",2016,"B"
"468",468,467,"Congressional Job Approval","FOX News","Approve 18, Disapprove 75",-57,"2016-09-30",2016,"A"
"469",469,468,"Congressional Job Approval","Economist/YouGov","Approve 9, Disapprove 70",-61,"2016-10-03",2016,"B"
"470",470,469,"Congressional Job Approval","Economist/YouGov","Approve 11, Disapprove 64",-53,"2016-10-09",2016,"B"
"471",471,470,"Congressional Job Approval","Gallup","Approve 18, Disapprove 79",-61,"2016-10-13",2016,"B"
"472",472,471,"Congressional Job Approval","Economist/YouGov","Approve 12, Disapprove 70",-58,"2016-10-19",2016,"B"
"473",473,472,"Congressional Job Approval","Associated Press-GfK","Approve 14, Disapprove 86",-72,"2016-10-26",2016,"unknown"
