"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"227",227,226,"Direction of Country","Reuters/Ipsos","Right Direction 27, Wrong Track 69",-42,"2011-12-14",2011,"B+"
"228",228,227,"Direction of Country","National Journal/FD","Right Direction 20, Wrong Track 70",-50,"2011-12-15",2011,"A"
"229",229,228,"Direction of Country","Associated Press/GfK","Right Direction 26, Wrong Track 70",-44,"2011-12-16",2011,"B"
"230",230,229,"Direction of Country","CBS News","Right Direction 25, Wrong Track 69",-44,"2011-12-21",2011,"A-"
"231",231,230,"Direction of Country","Rasmussen Reports","Right Direction 22, Wrong Track 71",-49,"2011-12-21",2011,"C+"
"232",232,231,"Direction of Country","Rasmussen Reports","Right Direction 20, Wrong Track 72",-52,"2011-12-28",2011,"C+"
"233",233,232,"Direction of Country","Rasmussen Reports","Right Direction 33, Wrong Track 59",-26,"2012-01-02",2012,"C+"
"234",234,233,"Direction of Country","Rasmussen Reports","Right Direction 22, Wrong Track 71",-49,"2012-01-04",2012,"C+"
"235",235,234,"Direction of Country","Reuters/Ipsos","Right Direction 32, Wrong Track 63",-31,"2012-01-10",2012,"B+"
"236",236,235,"Direction of Country","Rasmussen Reports","Right Direction 33, Wrong Track 58",-25,"2012-01-10",2012,"C+"
"237",237,236,"Direction of Country","CBS News","Right Direction 29, Wrong Track 65",-36,"2012-01-10",2012,"A-"
"238",238,237,"Direction of Country","Rasmussen Reports","Right Direction 24, Wrong Track 69",-45,"2012-01-11",2012,"C+"
"239",239,238,"Direction of Country","Democracy Corps (D)","Right Direction 28, Wrong Track 64",-36,"2012-01-13",2012,"B-"
"240",240,239,"Direction of Country","CBS News/NY Times","Right Direction 29, Wrong Track 66",-37,"2012-01-18",2012,"A-"
"241",241,240,"Direction of Country","Rasmussen Reports","Right Direction 24, Wrong Track 68",-44,"2012-01-19",2012,"C+"
"242",242,241,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 30, Wrong Track 61",-31,"2012-01-25",2012,"A-"
"243",243,242,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 67",-41,"2012-01-26",2012,"C+"
"244",244,243,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2012-02-01",2012,"C+"
"245",245,244,"Direction of Country","Reuters/Ipsos","Right Direction 32, Wrong Track 62",-30,"2012-02-07",2012,"B+"
"246",246,245,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 63",-34,"2012-02-08",2012,"C+"
"247",247,246,"Direction of Country","CBS News/NY Times","Right Direction 35, Wrong Track 59",-24,"2012-02-14",2012,"A-"
"248",248,247,"Direction of Country","Democracy Corps (D)","Right Direction 34, Wrong Track 59",-25,"2012-02-15",2012,"B-"
"249",249,248,"Direction of Country","Rasmussen Reports","Right Direction 34, Wrong Track 59",-25,"2012-02-15",2012,"C+"
"250",250,249,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 61",-30,"2012-02-22",2012,"C+"
"251",251,250,"Direction of Country","Associated Press/GfK","Right Direction 39, Wrong Track 57",-18,"2012-02-23",2012,"B"
"252",252,251,"Direction of Country","Politico/GWU/Battleground","Right Direction 35, Wrong Track 59",-24,"2012-02-27",2012,"B"
"253",253,252,"Direction of Country","Rasmussen Reports","Right Direction 32, Wrong Track 61",-29,"2012-02-29",2012,"C+"
"254",254,253,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 33, Wrong Track 58",-25,"2012-03-05",2012,"A-"
"255",255,254,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 65",-35,"2012-03-07",2012,"C+"
"256",256,255,"Direction of Country","CBS News/NY Times","Right Direction 29, Wrong Track 63",-34,"2012-03-12",2012,"A-"
"257",257,256,"Direction of Country","Rasmussen Reports","Right Direction 32, Wrong Track 63",-31,"2012-03-14",2012,"C+"
"258",258,257,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 61",-30,"2012-03-21",2012,"C+"
"259",259,258,"Direction of Country","McClatchy/Marist","Right Direction 43, Wrong Track 53",-10,"2012-03-27",2012,"A"
"260",260,259,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2012-03-28",2012,"C+"
"261",261,260,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2012-04-04",2012,"C+"
"262",262,261,"Direction of Country","ABC News/Wash Post","Right Direction 33, Wrong Track 64",-31,"2012-04-10",2012,"A+"
"263",263,262,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2012-04-11",2012,"C+"
"264",264,263,"Direction of Country","Reuters/Ipsos","Right Direction 35, Wrong Track 60",-25,"2012-04-16",2012,"B+"
"265",265,264,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 65",-38,"2012-04-18",2012,"C+"
"266",266,265,"Direction of Country","CBS News/NY Times","Right Direction 31, Wrong Track 61",-30,"2012-04-19",2012,"A-"
"267",267,266,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 33, Wrong Track 59",-26,"2012-04-20",2012,"A-"
"268",268,267,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 63",-34,"2012-04-25",2012,"C+"
"269",269,268,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 62",-31,"2012-05-02",2012,"C+"
"270",270,269,"Direction of Country","Democracy Corps (D)","Right Direction 33, Wrong Track 59",-26,"2012-05-03",2012,"B-"
"271",271,270,"Direction of Country","Politico/GWU/Battleground","Right Direction 33, Wrong Track 59",-26,"2012-05-07",2012,"B"
"272",272,271,"Direction of Country","Reuters/Ipsos","Right Direction 35, Wrong Track 57",-22,"2012-05-08",2012,"B+"
"273",273,272,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 63",-32,"2012-05-09",2012,"C+"
"274",274,273,"Direction of Country","Associated Press/GfK","Right Direction 37, Wrong Track 56",-19,"2012-05-11",2012,"B"
"275",275,274,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 33, Wrong Track 58",-25,"2012-05-23",2012,"A-"
"276",276,275,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 63",-33,"2012-05-23",2012,"C+"
"277",277,276,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 62",-31,"2012-05-30",2012,"C+"
"278",278,277,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 61",-30,"2012-06-06",2012,"C+"
"279",279,278,"Direction of Country","CBS News/NY Times","Right Direction 31, Wrong Track 62",-31,"2012-06-07",2012,"A-"
"280",280,279,"Direction of Country","Reuters/Ipsos","Right Direction 32, Wrong Track 63",-31,"2012-06-12",2012,"B+"
"281",281,280,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2012-06-13",2012,"C+"
"282",282,281,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 64",-34,"2012-06-20",2012,"C+"
"283",283,282,"Direction of Country","Bloomberg","Right Direction 31, Wrong Track 62",-31,"2012-06-20",2012,"unknown"
"284",284,283,"Direction of Country","Associated Press/GfK","Right Direction 31, Wrong Track 60",-29,"2012-06-21",2012,"B"
"285",285,284,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 31, Wrong Track 61",-30,"2012-06-26",2012,"A-"
"286",286,285,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 65",-38,"2012-06-27",2012,"C+"
"287",287,286,"Direction of Country","Newsweek/Daily Beast","Right Direction 26, Wrong Track 59",-33,"2012-06-29",2012,"unknown"
"288",288,287,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 63",-33,"2012-07-05",2012,"C+"
"289",289,288,"Direction of Country","Reuters/Ipsos","Right Direction 36, Wrong Track 58",-22,"2012-07-10",2012,"B+"
"290",290,289,"Direction of Country","ABC News/Wash Post","Right Direction 33, Wrong Track 63",-30,"2012-07-10",2012,"A+"
"291",291,290,"Direction of Country","Rasmussen Reports","Right Direction 32, Wrong Track 62",-30,"2012-07-11",2012,"C+"
"292",292,291,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 65",-37,"2012-07-18",2012,"C+"
"293",293,292,"Direction of Country","NPR","Right Direction 32, Wrong Track 60",-28,"2012-07-19",2012,"B-"
"294",294,293,"Direction of Country","CBS News/NY Times","Right Direction 30, Wrong Track 64",-34,"2012-07-19",2012,"A-"
"295",295,294,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 60",-28,"2012-07-24",2012,"A-"
"296",296,295,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2012-07-25",2012,"C+"
"297",297,296,"Direction of Country","Democracy Corps (D)","Right Direction 36, Wrong Track 58",-22,"2012-07-30",2012,"B-"
"298",298,297,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2012-08-01",2012,"C+"
"299",299,298,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 66",-39,"2012-08-08",2012,"C+"
"300",300,299,"Direction of Country","Reuters/Ipsos","Right Direction 31, Wrong Track 64",-33,"2012-08-08",2012,"B+"
"301",301,300,"Direction of Country","Politico/GWU/Battleground","Right Direction 32, Wrong Track 61",-29,"2012-08-13",2012,"B"
"302",302,301,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 63",-34,"2012-08-15",2012,"C+"
"303",303,302,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 61",-29,"2012-08-21",2012,"A-"
"304",304,303,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 63",-34,"2012-08-22",2012,"C+"
"305",305,304,"Direction of Country","Associated Press/GfK","Right Direction 35, Wrong Track 60",-25,"2012-08-22",2012,"B"
"306",306,305,"Direction of Country","ABC News/Wash Post","Right Direction 29, Wrong Track 69",-40,"2012-08-27",2012,"A+"
"307",307,306,"Direction of Country","Democracy Corps (D)","Right Direction 33, Wrong Track 62",-29,"2012-08-28",2012,"B-"
"308",308,307,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 63",-35,"2012-08-29",2012,"C+"
"309",309,308,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 62",-31,"2012-09-05",2012,"C+"
"310",310,309,"Direction of Country","Reuters/Ipsos","Right Direction 39, Wrong Track 55",-16,"2012-09-12",2012,"B+"
"311",311,310,"Direction of Country","Rasmussen Reports","Right Direction 37, Wrong Track 57",-20,"2012-09-12",2012,"C+"
"312",312,311,"Direction of Country","Democracy Corps (D)","Right Direction 39, Wrong Track 55",-16,"2012-09-13",2012,"B-"
"313",313,312,"Direction of Country","CBS News/NY Times","Right Direction 38, Wrong Track 57",-19,"2012-09-14",2012,"A-"
"314",314,313,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 39, Wrong Track 55",-16,"2012-09-18",2012,"A-"
"315",315,314,"Direction of Country","Rasmussen Reports","Right Direction 35, Wrong Track 58",-23,"2012-09-19",2012,"C+"
"316",316,315,"Direction of Country","Associated Press/GfK","Right Direction 41, Wrong Track 52",-11,"2012-09-19",2012,"B"
"317",317,316,"Direction of Country","Politico/GWU/Battleground","Right Direction 37, Wrong Track 57",-20,"2012-09-24",2012,"B"
"318",318,317,"Direction of Country","Rasmussen Reports","Right Direction 36, Wrong Track 58",-22,"2012-09-26",2012,"C+"
"319",319,318,"Direction of Country","Bloomberg","Right Direction 33, Wrong Track 60",-27,"2012-09-26",2012,"unknown"
"320",320,319,"Direction of Country","Politico/GWU/Battleground","Right Direction 38, Wrong Track 56",-18,"2012-10-01",2012,"B"
"321",321,320,"Direction of Country","ABC News/Wash Post","Right Direction 38, Wrong Track 60",-22,"2012-10-01",2012,"A+"
"322",322,321,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 40, Wrong Track 53",-13,"2012-10-02",2012,"A-"
"323",323,322,"Direction of Country","Rasmussen Reports","Right Direction 37, Wrong Track 55",-18,"2012-10-03",2012,"C+"
"324",324,323,"Direction of Country","NPR","Right Direction 39, Wrong Track 55",-16,"2012-10-03",2012,"B-"
"325",325,324,"Direction of Country","Politico/GWU/Battleground","Right Direction 39, Wrong Track 54",-15,"2012-10-08",2012,"B"
"326",326,325,"Direction of Country","Rasmussen Reports","Right Direction 38, Wrong Track 57",-19,"2012-10-10",2012,"C+"
"327",327,326,"Direction of Country","ABC News/Wash Post","Right Direction 42, Wrong Track 56",-14,"2012-10-15",2012,"A+"
"328",328,327,"Direction of Country","Politico/GWU/Battleground","Right Direction 40, Wrong Track 53",-13,"2012-10-15",2012,"B"
"329",329,328,"Direction of Country","Rasmussen Reports","Right Direction 37, Wrong Track 58",-21,"2012-10-17",2012,"C+"
"330",330,329,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 41, Wrong Track 53",-12,"2012-10-21",2012,"A-"
"331",331,330,"Direction of Country","Politico/GWU/Battleground","Right Direction 37, Wrong Track 57",-20,"2012-10-22",2012,"B"
"332",332,331,"Direction of Country","CBS News","Right Direction 40, Wrong Track 53",-13,"2012-10-22",2012,"A-"
"333",333,332,"Direction of Country","Rasmussen Reports","Right Direction 37, Wrong Track 57",-20,"2012-10-24",2012,"C+"
"334",334,333,"Direction of Country","Associated Press/GfK","Right Direction 41, Wrong Track 51",-10,"2012-10-25",2012,"B"
"335",335,334,"Direction of Country","Politico/GWU/Battleground","Right Direction 37, Wrong Track 56",-19,"2012-10-29",2012,"B"
"336",336,335,"Direction of Country","NPR","Right Direction 41, Wrong Track 55",-14,"2012-10-30",2012,"B-"
"337",337,336,"Direction of Country","CBS News/NY Times","Right Direction 39, Wrong Track 54",-15,"2012-10-30",2012,"A-"
"338",338,337,"Direction of Country","Rasmussen Reports","Right Direction 39, Wrong Track 57",-18,"2012-10-31",2012,"C+"
"339",339,338,"Direction of Country","ABC News/Wash Post","Right Direction 43, Wrong Track 55",-12,"2012-11-02",2012,"A+"
"340",340,339,"Direction of Country","Politico/GWU/Battleground","Right Direction 40, Wrong Track 55",-15,"2012-11-04",2012,"B"
"341",341,340,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 42, Wrong Track 53",-11,"2012-11-04",2012,"A-"
"342",342,341,"Direction of Country","Politico/GWU/Battleground","Right Direction 39, Wrong Track 54",-15,"2012-11-06",2012,"B"
"343",343,342,"Direction of Country","Rasmussen Reports","Right Direction 43, Wrong Track 54",-11,"2012-11-07",2012,"C+"
"344",344,343,"Direction of Country","Rasmussen Reports","Right Direction 42, Wrong Track 51",-9,"2012-11-15",2012,"C+"
"345",345,344,"Direction of Country","Rasmussen Reports","Right Direction 41, Wrong Track 52",-11,"2012-11-21",2012,"C+"
"346",346,345,"Direction of Country","Rasmussen Reports","Right Direction 41, Wrong Track 51",-10,"2012-11-29",2012,"C+"
"347",347,346,"Direction of Country","Rasmussen Reports","Right Direction 41, Wrong Track 52",-11,"2012-12-06",2012,"C+"
"348",348,347,"Direction of Country","National Journal","Right Direction 41, Wrong Track 50",-9,"2012-12-07",2012,"A"
"349",349,348,"Direction of Country","Associated Press/GfK","Right Direction 42, Wrong Track 50",-8,"2012-12-07",2012,"B"
"350",350,349,"Direction of Country","Politico/GWU/Battleground","Right Direction 34, Wrong Track 59",-25,"2012-12-10",2012,"B"
"351",351,350,"Direction of Country","McClatchy/Marist","Right Direction 39, Wrong Track 56",-17,"2012-12-11",2012,"A"
"352",352,351,"Direction of Country","Rasmussen Reports","Right Direction 38, Wrong Track 52",-14,"2012-12-12",2012,"C+"
"353",353,352,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 41, Wrong Track 53",-12,"2012-12-12",2012,"A-"
"354",354,353,"Direction of Country","Bloomberg","Right Direction 38, Wrong Track 55",-17,"2012-12-12",2012,"unknown"
"355",355,354,"Direction of Country","CBS News","Right Direction 37, Wrong Track 57",-20,"2012-12-19",2012,"A-"
"356",356,355,"Direction of Country","Rasmussen Reports","Right Direction 37, Wrong Track 55",-18,"2012-12-19",2012,"C+"
"357",357,356,"Direction of Country","Rasmussen Reports","Right Direction 35, Wrong Track 55",-20,"2012-12-27",2012,"C+"
"358",358,357,"Direction of Country","Rasmussen Reports","Right Direction 33, Wrong Track 59",-26,"2013-01-02",2013,"C+"
"359",359,358,"Direction of Country","Rasmussen Reports","Right Direction 33, Wrong Track 58",-25,"2013-01-10",2013,"C+"
"360",360,359,"Direction of Country","Rasmussen Reports","Right Direction 36, Wrong Track 57",-21,"2013-01-16",2013,"C+"
"361",361,360,"Direction of Country","ABC News/Wash Post","Right Direction 37, Wrong Track 58",-21,"2013-01-16",2013,"A+"
"362",362,361,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 35, Wrong Track 57",-22,"2013-01-17",2013,"A-"
"363",363,362,"Direction of Country","Associated Press/GfK","Right Direction 38, Wrong Track 53",-15,"2013-01-17",2013,"B"
"364",364,363,"Direction of Country","CBS News/NY Times","Right Direction 38, Wrong Track 57",-19,"2013-01-18",2013,"A-"
"365",365,364,"Direction of Country","Rasmussen Reports","Right Direction 35, Wrong Track 57",-22,"2013-01-23",2013,"C+"
"366",366,365,"Direction of Country","Rasmussen Reports","Right Direction 39, Wrong Track 54",-15,"2013-01-30",2013,"C+"
"367",367,366,"Direction of Country","Rasmussen Reports","Right Direction 39, Wrong Track 53",-14,"2013-02-06",2013,"C+"
"368",368,367,"Direction of Country","CBS News","Right Direction 40, Wrong Track 54",-14,"2013-02-12",2013,"A-"
"369",369,368,"Direction of Country","Rasmussen Reports","Right Direction 38, Wrong Track 55",-17,"2013-02-13",2013,"C+"
"370",370,369,"Direction of Country","Rasmussen Reports","Right Direction 38, Wrong Track 54",-16,"2013-02-20",2013,"C+"
"371",371,370,"Direction of Country","Bloomberg","Right Direction 37, Wrong Track 54",-17,"2013-02-21",2013,"unknown"
"372",372,371,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 59",-27,"2013-02-26",2013,"A-"
"373",373,372,"Direction of Country","Rasmussen Reports","Right Direction 34, Wrong Track 58",-24,"2013-02-27",2013,"C+"
"374",374,373,"Direction of Country","Reason-Rupe/PSRAI","Right Direction 35, Wrong Track 59",-24,"2013-03-01",2013,"unknown"
"375",375,374,"Direction of Country","Rasmussen Reports","Right Direction 28, Wrong Track 64",-36,"2013-03-06",2013,"C+"
"376",376,375,"Direction of Country","McClatchy/Marist","Right Direction 34, Wrong Track 62",-28,"2013-03-12",2013,"A"
"377",377,376,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2013-03-13",2013,"C+"
"378",378,377,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 60",-29,"2013-03-20",2013,"C+"
"379",379,378,"Direction of Country","Rasmussen Reports","Right Direction 33, Wrong Track 59",-26,"2013-03-27",2013,"C+"
"380",380,379,"Direction of Country","CBS News","Right Direction 32, Wrong Track 61",-29,"2013-03-27",2013,"A-"
"381",381,380,"Direction of Country","Rasmussen Reports","Right Direction 35, Wrong Track 57",-22,"2013-04-03",2013,"C+"
"382",382,381,"Direction of Country","McClatchy/Marist","Right Direction 37, Wrong Track 60",-23,"2013-04-04",2013,"A"
"383",383,382,"Direction of Country","Rasmussen Reports","Right Direction 34, Wrong Track 59",-25,"2013-04-10",2013,"C+"
"384",384,383,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 31, Wrong Track 61",-30,"2013-04-11",2013,"A-"
"385",385,384,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 60",-29,"2013-04-17",2013,"C+"
"386",386,385,"Direction of Country","Associated Press/GfK","Right Direction 36, Wrong Track 56",-20,"2013-04-18",2013,"B"
"387",387,386,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2013-04-24",2013,"C+"
"388",388,387,"Direction of Country","National Journal","Right Direction 29, Wrong Track 60",-31,"2013-04-25",2013,"A"
"389",389,388,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2013-05-01",2013,"C+"
"390",390,389,"Direction of Country","CBS News/NY Times","Right Direction 34, Wrong Track 59",-25,"2013-05-02",2013,"A-"
"391",391,390,"Direction of Country","Pew Research","Right Direction 32, Wrong Track 58",-26,"2013-05-08",2013,"B-"
"392",392,391,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 61",-30,"2013-05-08",2013,"C+"
"393",393,392,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2013-05-15",2013,"C+"
"394",394,393,"Direction of Country","Reason-Rupe/PSRAI","Right Direction 34, Wrong Track 57",-23,"2013-05-17",2013,"unknown"
"395",395,394,"Direction of Country","Reuters/Ipsos","Right Direction 24, Wrong Track 59",-35,"2013-05-21",2013,"B+"
"396",396,395,"Direction of Country","ABC News/Wash Post","Right Direction 37, Wrong Track 60",-23,"2013-05-21",2013,"A+"
"397",397,396,"Direction of Country","The Economist/YouGov","Right Direction 33, Wrong Track 59",-26,"2013-05-22",2013,"B"
"398",398,397,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2013-05-22",2013,"C+"
"399",399,398,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 61",-31,"2013-05-29",2013,"C+"
"400",400,399,"Direction of Country","The Economist/YouGov","Right Direction 33, Wrong Track 53",-20,"2013-05-29",2013,"B"
"401",401,400,"Direction of Country","The Economist/YouGov","Right Direction 32, Wrong Track 56",-24,"2013-06-05",2013,"B"
"402",402,401,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 32, Wrong Track 59",-27,"2013-06-05",2013,"A-"
"403",403,402,"Direction of Country","Bloomberg","Right Direction 32, Wrong Track 60",-28,"2013-06-05",2013,"unknown"
"404",404,403,"Direction of Country","Rasmussen Reports","Right Direction 32, Wrong Track 59",-27,"2013-06-05",2013,"C+"
"405",405,404,"Direction of Country","Reuters/Ipsos","Right Direction 27, Wrong Track 58",-31,"2013-06-06",2013,"B+"
"406",406,405,"Direction of Country","CBS News/NY Times","Right Direction 35, Wrong Track 59",-24,"2013-06-06",2013,"A-"
"407",407,406,"Direction of Country","Rasmussen Reports","Right Direction 31, Wrong Track 62",-31,"2013-06-12",2013,"C+"
"408",408,407,"Direction of Country","The Economist/YouGov","Right Direction 28, Wrong Track 60",-32,"2013-06-12",2013,"B"
"409",409,408,"Direction of Country","Reuters/Ipsos","Right Direction 26, Wrong Track 59",-33,"2013-06-13",2013,"B+"
"410",410,409,"Direction of Country","Time","Right Direction 33, Wrong Track 58",-25,"2013-06-16",2013,"A-"
"411",411,410,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 63",-34,"2013-06-19",2013,"C+"
"412",412,411,"Direction of Country","The Economist/YouGov","Right Direction 32, Wrong Track 58",-26,"2013-06-19",2013,"B"
"413",413,412,"Direction of Country","Reuters/Ipsos","Right Direction 25, Wrong Track 59",-34,"2013-06-21",2013,"B+"
"414",414,413,"Direction of Country","The Economist/YouGov","Right Direction 32, Wrong Track 57",-25,"2013-06-26",2013,"B"
"415",415,414,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2013-06-26",2013,"C+"
"416",416,415,"Direction of Country","Reuters/Ipsos","Right Direction 28, Wrong Track 56",-28,"2013-06-28",2013,"B+"
"417",417,416,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 63",-33,"2013-07-03",2013,"C+"
"418",418,417,"Direction of Country","The Economist/YouGov","Right Direction 32, Wrong Track 59",-27,"2013-07-03",2013,"B"
"419",419,418,"Direction of Country","Reuters/Ipsos","Right Direction 28, Wrong Track 58",-30,"2013-07-08",2013,"B+"
"420",420,419,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 64",-37,"2013-07-10",2013,"C+"
"421",421,420,"Direction of Country","The Economist/YouGov","Right Direction 26, Wrong Track 60",-34,"2013-07-10",2013,"B"
"422",422,421,"Direction of Country","Reuters/Ipsos","Right Direction 25, Wrong Track 58",-33,"2013-07-11",2013,"B+"
"423",423,422,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2013-07-17",2013,"C+"
"424",424,423,"Direction of Country","The Economist/YouGov","Right Direction 31, Wrong Track 58",-27,"2013-07-17",2013,"B"
"425",425,424,"Direction of Country","Reuters/Ipsos","Right Direction 26, Wrong Track 57",-31,"2013-07-18",2013,"B+"
"426",426,425,"Direction of Country","McClatchy/Marist","Right Direction 28, Wrong Track 62",-34,"2013-07-23",2013,"A"
"427",427,426,"Direction of Country","Democracy Corps (D)","Right Direction 27, Wrong Track 68",-41,"2013-07-23",2013,"B-"
"428",428,427,"Direction of Country","ABC News/Wash Post","Right Direction 36, Wrong Track 60",-24,"2013-07-23",2013,"A+"
"429",429,428,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 29, Wrong Track 61",-32,"2013-07-24",2013,"A-"
"430",430,429,"Direction of Country","CBS News","Right Direction 35, Wrong Track 60",-25,"2013-07-24",2013,"A-"
"431",431,430,"Direction of Country","The Economist/YouGov","Right Direction 28, Wrong Track 61",-33,"2013-07-24",2013,"B"
"432",432,431,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 65",-39,"2013-07-24",2013,"C+"
"433",433,432,"Direction of Country","Reuters/Ipsos","Right Direction 24, Wrong Track 59",-35,"2013-07-26",2013,"B+"
"434",434,433,"Direction of Country","The Economist/YouGov","Right Direction 29, Wrong Track 59",-30,"2013-07-31",2013,"B"
"435",435,434,"Direction of Country","Rasmussen Reports","Right Direction 26, Wrong Track 65",-39,"2013-07-31",2013,"C+"
"436",436,435,"Direction of Country","Reuters/Ipsos","Right Direction 25, Wrong Track 56",-31,"2013-08-02",2013,"B+"
"437",437,436,"Direction of Country","Monmouth","Right Direction 27, Wrong Track 66",-39,"2013-08-02",2013,"A+"
"438",438,437,"Direction of Country","Rasmussen Reports","Right Direction 27, Wrong Track 65",-38,"2013-08-07",2013,"C+"
"439",439,438,"Direction of Country","The Economist/YouGov","Right Direction 30, Wrong Track 58",-28,"2013-08-08",2013,"B"
"440",440,439,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2013-08-14",2013,"C+"
"441",441,440,"Direction of Country","The Economist/YouGov","Right Direction 30, Wrong Track 60",-30,"2013-08-15",2013,"B"
"442",442,441,"Direction of Country","Reuters/Ipsos","Right Direction 25, Wrong Track 59",-34,"2013-08-15",2013,"B+"
"443",443,442,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 63",-34,"2013-08-21",2013,"C+"
"444",444,443,"Direction of Country","The Economist/YouGov","Right Direction 31, Wrong Track 59",-28,"2013-08-22",2013,"B"
"445",445,444,"Direction of Country","Reuters/Ipsos","Right Direction 24, Wrong Track 59",-35,"2013-08-22",2013,"B+"
"446",446,445,"Direction of Country","Rasmussen Reports","Right Direction 29, Wrong Track 64",-35,"2013-08-28",2013,"C+"
"447",447,446,"Direction of Country","The Economist/YouGov","Right Direction 28, Wrong Track 62",-34,"2013-08-29",2013,"B"
"448",448,447,"Direction of Country","Reuters/Ipsos","Right Direction 24, Wrong Track 60",-36,"2013-08-29",2013,"B+"
"449",449,448,"Direction of Country","The Economist/YouGov","Right Direction 28, Wrong Track 59",-31,"2013-09-04",2013,"B"
"450",450,449,"Direction of Country","Rasmussen Reports","Right Direction 30, Wrong Track 62",-32,"2013-09-04",2013,"C+"
"451",451,450,"Direction of Country","Reuters/Ipsos","Right Direction 24, Wrong Track 60",-36,"2013-09-05",2013,"B+"
"452",452,451,"Direction of Country","NBC News/Wall St. Jrnl","Right Direction 30, Wrong Track 62",-32,"2013-09-10",2013,"A-"
"453",453,452,"Direction of Country","Reason-Rupe/PSRAI","Right Direction 28, Wrong Track 61",-33,"2013-09-10",2013,"unknown"
