"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"949",949,948,"Florida Senate - Mack vs. Nelson","Suffolk/7News","Nelson 42, Mack 32",10,"2012-01-28",2012,"B+"
"950",950,949,"Florida Senate - Mack vs. Nelson","Miami Herald/Mason-Dixon","Nelson 45, Mack 42",3,"2012-01-28",2012,"B+"
"951",951,950,"Virginia Senate - Allen vs. Kaine","Mason-Dixon","Kaine 46, Allen 46",0,"2012-01-28",2012,"B+"
"952",952,951,"Hawaii Senate - Lingle vs. Case","Honolulu Civil Beat/MRG","Case 46, Lingle 33",13,"2012-01-31",2012,"C+"
"953",953,952,"Hawaii Senate - Lingle vs. Hirono","Honolulu Civil Beat/MRG","Hirono 46, Lingle 39",7,"2012-01-31",2012,"C+"
"954",954,953,"Missouri Senate - Steelman vs. McCaskill","PPP (D)","Steelman 43, McCaskill 43",0,"2012-02-01",2012,"B"
"955",955,954,"Ohio Senate - Mandel vs. Brown","PPP (D)","Brown 47, Mandel 36",11,"2012-02-03",2012,"B"
"956",956,955,"Virginia Senate - Allen vs. Kaine","Quinnipiac","Kaine 45, Allen 44",1,"2012-02-08",2012,"A-"
"957",957,956,"Ohio Senate - Mandel vs. Brown","Rasmussen Reports","Brown 44, Mandel 40",4,"2012-02-10",2012,"C+"
"958",958,957,"Hawaii Senate - Lingle vs. Hirono","Honolulu Star-Advertiser","Hirono 57, Lingle 37",20,"2012-02-13",2012,"B+"
"959",959,958,"Michigan Senate - Hoekstra vs. Stabenow","PPP (D)","Stabenow 51, Hoekstra 37",14,"2012-02-14",2012,"B"
"960",960,959,"Florida Senate - Mack vs. Nelson","Rasmussen Reports","Nelson 41, Mack 41",0,"2012-02-14",2012,"C+"
"961",961,960,"Massachusetts Senate - Brown vs. Warren","WBUR/MassINC","Brown 43, Warren 46",3,"2012-02-14",2012,"A-"
"962",962,961,"Ohio Senate - Mandel vs. Brown","Quinnipiac","Brown 48, Mandel 35",13,"2012-02-15",2012,"A-"
"963",963,962,"New Mexico Senate - Wilson vs. Heinrich","Rasmussen Reports","Heinrich 45, Wilson 43",2,"2012-02-15",2012,"C+"
"964",964,963,"Massachusetts Senate - Brown vs. Warren","Suffolk/7News","Brown 49, Warren 40",9,"2012-02-17",2012,"B+"
"965",965,964,"Virginia Senate - Allen vs. Kaine","CNU/Times-Dispatch","Kaine 40, Allen 42",2,"2012-02-20",2012,"B"
"966",966,965,"Arizona Senate - Flake vs. Carmona","PPP (D)","Flake 46, Carmona 35",11,"2012-02-21",2012,"B"
"967",967,966,"Wisconsin Senate - Thompson vs. Baldwin","Marquette University","Thompson 48, Baldwin 42",6,"2012-02-22",2012,"A"
"968",968,967,"Michigan Senate - Hoekstra vs. Stabenow","NBC News/Marist","Stabenow 53, Hoekstra 32",21,"2012-02-22",2012,"A"
"969",969,968,"Arizona Senate - Flake vs. Carmona","NBC News/Marist","Flake 42, Carmona 29",13,"2012-02-22",2012,"A"
"970",970,969,"Virginia Senate - Allen vs. Kaine","Rasmussen Reports","Kaine 46, Allen 46",0,"2012-02-22",2012,"C+"
"971",971,970,"Montana Senate - Rehberg vs. Tester","Rasmussen Reports","Rehberg 47, Tester 44",3,"2012-02-23",2012,"C+"
"972",972,971,"Washington Senate - Baumgartner vs. Cantwell","PPP (D)","Cantwell 51, Baumgartner 36",15,"2012-02-24",2012,"B"
"973",973,972,"Virginia Senate - Allen vs. Kaine","Roanoke College","Kaine 37, Allen 45",8,"2012-02-28",2012,"C"
"974",974,973,"Wisconsin Senate - Thompson vs. Baldwin","Rasmussen Reports","Thompson 50, Baldwin 36",14,"2012-02-28",2012,"C+"
"975",975,974,"New Jersey Senate - Kyrillos vs. Menendez","SurveyUSA","Menendez 46, Kyrillos 31",15,"2012-02-29",2012,"A"
"976",976,975,"New Jersey Senate - Kyrillos vs. Menendez","Quinnipiac","Menendez 49, Kyrillos 34",15,"2012-02-29",2012,"A-"
"977",977,976,"Wisconsin Senate - Thompson vs. Baldwin","PPP (D)","Thompson 45, Baldwin 46",1,"2012-02-29",2012,"B"
"978",978,977,"Massachusetts Senate - Brown vs. Warren","Mass Insight/Opinion Dynamics","Brown 52, Warren 43",9,"2012-02-29",2012,"B"
"979",979,978,"Massachusetts Senate - Brown vs. Warren","Rasmussen Reports","Brown 49, Warren 44",5,"2012-03-01",2012,"C+"
"980",980,979,"Massachusetts Senate - Brown vs. Warren","Western NE University","Brown 49, Warren 41",8,"2012-03-04",2012,"unknown"
"981",981,980,"Virginia Senate - Allen vs. Kaine","NBC News/Marist","Kaine 48, Allen 39",9,"2012-03-04",2012,"A"
"982",982,981,"Ohio Senate - Mandel vs. Brown","NBC News/Marist","Brown 47, Mandel 37",10,"2012-03-04",2012,"A"
"983",983,982,"Maine Senate - Summers vs. Pingree vs. King","PPP (D)","King 36, Pingree 31, Summers 28",5,"2012-03-06",2012,"B"
"984",984,983,"Nebraska Senate - Bruning vs. Kerrey","Rasmussen Reports","Bruning 55, Kerrey 33",22,"2012-03-06",2012,"C+"
"985",985,984,"Pennsylvania Senate - Rohrer vs. Casey","PPP (D)","Casey 49, Rohrer 34",15,"2012-03-14",2012,"B"
"986",986,985,"Arizona Senate - Flake vs. Carmona","Rasmussen Reports","Flake 47, Carmona 34",13,"2012-03-14",2012,"C+"
"987",987,986,"Florida Senate - Mack vs. Nelson","Rasmussen Reports","Nelson 36, Mack 43",7,"2012-03-14",2012,"C+"
"988",988,987,"Missouri Senate - Steelman vs. McCaskill","Rasmussen Reports","Steelman 51, McCaskill 41",10,"2012-03-16",2012,"C+"
"989",989,988,"New Jersey Senate - Kyrillos vs. Menendez","Fairleigh Dickinson","Menendez 43, Kyrillos 33",10,"2012-03-19",2012,"A"
"990",990,989,"Virginia Senate - Allen vs. Kaine","Quinnipiac","Kaine 47, Allen 44",3,"2012-03-20",2012,"A-"
"991",991,990,"Massachusetts Senate - Brown vs. Warren","PPP (D)","Brown 41, Warren 46",5,"2012-03-20",2012,"B"
"992",992,991,"Nevada Senate - Heller vs. Berkley","Rasmussen Reports","Heller 47, Berkley 40",7,"2012-03-20",2012,"C+"
"993",993,992,"Virginia Senate - Allen vs. Kaine","Rasmussen Reports","Kaine 44, Allen 46",2,"2012-03-21",2012,"C+"
"994",994,993,"Connecticut Senate - Shays vs. Murphy","Quinnipiac","Murphy 41, Shays 40",1,"2012-03-22",2012,"A-"
"995",995,994,"Connecticut Senate - McMahon vs. Murphy","Quinnipiac","Murphy 52, McMahon 37",15,"2012-03-22",2012,"A-"
"996",996,995,"Ohio Senate - Mandel vs. Brown","Rasmussen Reports","Brown 43, Mandel 43",0,"2012-03-27",2012,"C+"
"997",997,996,"Michigan Senate - Hoekstra vs. Stabenow","MRG","Stabenow 45, Hoekstra 40",5,"2012-03-27",2012,"C+"
"998",998,997,"Nebraska Senate - Bruning vs. Kerrey","PPP (D)","Bruning 54, Kerrey 37",17,"2012-03-27",2012,"B"
"999",999,998,"Wisconsin Senate - Thompson vs. Baldwin","Rasmussen Reports","Thompson 48, Baldwin 44",4,"2012-03-28",2012,"C+"
"1000",1000,999,"Florida Senate - Mack vs. Nelson","Quinnipiac","Nelson 44, Mack 36",8,"2012-03-29",2012,"A-"
"1001",1001,1000,"Ohio Senate - Mandel vs. Brown","Quinnipiac","Brown 46, Mandel 36",10,"2012-03-29",2012,"A-"
"1002",1002,1001,"Massachusetts Senate - Brown vs. Warren","Boston Globe","Brown 37, Warren 35",2,"2012-04-01",2012,"unknown"
"1003",1003,1002,"Nevada Senate - Heller vs. Berkley","PPP (D)","Heller 46, Berkley 43",3,"2012-04-03",2012,"B"
"1004",1004,1003,"Montana Senate - Rehberg vs. Tester","Rasmussen Reports","Rehberg 47, Tester 44",3,"2012-04-03",2012,"C+"
"1005",1005,1004,"New Mexico Senate - Wilson vs. Heinrich","Rasmussen Reports","Heinrich 46, Wilson 42",4,"2012-04-04",2012,"C+"
"1006",1006,1005,"New York Senate - Turner vs. Gillibrand","Quinnipiac","Gillibrand 57, Turner 27",30,"2012-04-05",2012,"A-"
"1007",1007,1006,"Indiana Senate - Mourdock vs. Donnelly","Howey/DePauw","Mourdock 35, Donnelly 35",0,"2012-04-06",2012,"B-"
"1008",1008,1007,"Maine Senate - Summers vs. Dunlap vs. King","MPRC (D)","King 56, Summers 22, Dunlap 12",34,"2012-04-06",2012,"unknown"
"1009",1009,1008,"Indiana Senate - Lugar vs. Donnelly","Howey/DePauw","Lugar 50, Donnelly 29",21,"2012-04-06",2012,"B-"
"1010",1010,1009,"Indiana Senate - Republican Primary","Howey/DePauw","Lugar 42, Mourdock 35",7,"2012-04-06",2012,"B-"
"1011",1011,1010,"New York Senate - Turner vs. Gillibrand","Siena","Gillibrand 65, Turner 24",41,"2012-04-10",2012,"A"
"1012",1012,1011,"Massachusetts Senate - Brown vs. Warren","Rasmussen Reports","Brown 45, Warren 46",1,"2012-04-10",2012,"C+"
"1013",1013,1012,"Virginia Senate - Allen vs. Kaine","Roanoke College","Kaine 39, Allen 46",7,"2012-04-10",2012,"C"
"1014",1014,1013,"New Jersey Senate - Kyrillos vs. Menendez","Quinnipiac","Menendez 44, Kyrillos 35",9,"2012-04-12",2012,"A-"
"1015",1015,1014,"Wisconsin Senate - Thompson vs. Baldwin","Daily Kos/PPP (D)","Thompson 47, Baldwin 45",2,"2012-04-16",2012,"B"
"1016",1016,1015,"Florida Senate - Mack vs. Nelson","PPP (D)","Nelson 47, Mack 37",10,"2012-04-18",2012,"B"
"1017",1017,1016,"Missouri Senate - Steelman vs. McCaskill","Rasmussen Reports","Steelman 49, McCaskill 42",7,"2012-04-19",2012,"C+"
"1018",1018,1017,"Missouri Senate - Akin vs. McCaskill","Rasmussen Reports","Akin 48, McCaskill 43",5,"2012-04-19",2012,"C+"
"1019",1019,1018,"Missouri Senate - Brunner vs. McCaskill","Rasmussen Reports","McCaskill 45, Brunner 45",0,"2012-04-19",2012,"C+"
"1020",1020,1019,"Ohio Senate - Mandel vs. Brown","Rasmussen Reports","Brown 44, Mandel 41",3,"2012-04-20",2012,"C+"
"1021",1021,1020,"Virginia Senate - Allen vs. Kaine","Rasmussen Reports","Kaine 45, Allen 46",1,"2012-04-24",2012,"C+"
"1022",1022,1021,"New Mexico Senate - Wilson vs. Heinrich","PPP (D)","Heinrich 48, Wilson 43",5,"2012-04-24",2012,"B"
"1023",1023,1022,"Florida Senate - Mack vs. Nelson","Rasmussen Reports","Nelson 47, Mack 36",11,"2012-04-27",2012,"C+"
"1024",1024,1023,"Montana Senate - Rehberg vs. Tester","PPP (D)","Rehberg 43, Tester 48",5,"2012-05-01",2012,"B"
"1025",1025,1024,"Nevada Senate - Heller vs. Berkley","Rasmussen Reports","Heller 51, Berkley 40",11,"2012-05-01",2012,"C+"
"1026",1026,1025,"Virginia Senate - Allen vs. Kaine","PPP (D)","Kaine 46, Allen 45",1,"2012-05-02",2012,"B"
"1027",1027,1026,"Montana Senate - Rehberg vs. Tester","Rasmussen Reports","Rehberg 53, Tester 43",10,"2012-05-03",2012,"C+"
"1028",1028,1027,"Arizona Senate - Flake vs. Carmona","Magellan (R)","Flake 44, Carmona 40",4,"2012-05-03",2012,"C+"
"1029",1029,1028,"Indiana Senate - Republican Primary","Howey/DePauw","Mourdock 48, Lugar 38",10,"2012-05-04",2012,"B-"
"1030",1030,1029,"Nebraska Senate - Republican Primary","WeAskAmerica","Fischer 26, Bruning 42, Stenberg 23",16,"2012-05-07",2012,"unknown"
"1031",1031,1030,"Massachusetts Senate - Brown vs. Warren","Rasmussen Reports","Brown 45, Warren 45",0,"2012-05-08",2012,"C+"
"1032",1032,1031,"Virginia Senate - Allen vs. Kaine","Washington Post","Kaine 46, Allen 46",0,"2012-05-08",2012,"A+"
"1033",1033,1032,"New Jersey Senate - Kyrillos vs. Menendez","Fairleigh Dickinson","Menendez 42, Kyrillos 33",9,"2012-05-10",2012,"A"
"1034",1034,1033,"Massachusetts Senate - Brown vs. Warren","MassINC","Brown 41, Warren 43",2,"2012-05-10",2012,"A-"
"1035",1035,1034,"Ohio Senate - Mandel vs. Brown","PPP (D)","Brown 45, Mandel 37",8,"2012-05-10",2012,"B"
"1036",1036,1035,"Ohio Senate - Mandel vs. Brown","Quinnipiac","Brown 46, Mandel 40",6,"2012-05-10",2012,"A-"
"1037",1037,1036,"Wisconsin Senate - Thompson vs. Baldwin","Rasmussen Reports","Thompson 50, Baldwin 38",12,"2012-05-11",2012,"C+"
"1038",1038,1037,"Nebraska Senate - Republican Primary","WeAskAmerica","Fischer 39, Bruning 34, Stenberg 18",5,"2012-05-14",2012,"unknown"
"1039",1039,1038,"New York Senate - Turner vs. Gillibrand","Siena","Gillibrand 59, Turner 25",34,"2012-05-14",2012,"A"
"1040",1040,1039,"Nebraska Senate - Republican Primary","PPP (D)","Fischer 37, Bruning 33, Stenberg 17",4,"2012-05-15",2012,"B"
"1041",1041,1040,"Wisconsin Senate - Thompson vs. Baldwin","Daily Kos/PPP (D)","Thompson 47, Baldwin 42",5,"2012-05-15",2012,"B"
"1042",1042,1041,"New Jersey Senate - Kyrillos vs. Menendez","Quinnipiac","Menendez 45, Kyrillos 35",10,"2012-05-16",2012,"A-"
"1043",1043,1042,"Nebraska Senate - Fischer vs. Kerrey","Rasmussen Reports","Fischer 56, Kerrey 38",18,"2012-05-17",2012,"C+"
"1044",1044,1043,"Arizona Senate - Flake vs. Carmona","PPP (D)","Flake 48, Carmona 35",13,"2012-05-22",2012,"B"
"1045",1045,1044,"Pennsylvania Senate - Smith vs. Casey","PPP (D)","Casey 49, Smith 33",16,"2012-05-23",2012,"B"
"1046",1046,1045,"Massachusetts Senate - Brown vs. Warren","Suffolk/7News","Brown 48, Warren 47",1,"2012-05-24",2012,"B+"
"1047",1047,1046,"Virginia Senate - Allen vs. Kaine","NBC News/Marist","Kaine 49, Allen 43",6,"2012-05-24",2012,"A"
"1048",1048,1047,"Florida Senate - Mack vs. Nelson","Quinnipiac","Nelson 41, Mack 42",1,"2012-05-24",2012,"A-"
"1049",1049,1048,"Florida Senate - Mack vs. Nelson","NBC News/Marist","Nelson 46, Mack 42",4,"2012-05-24",2012,"A"
"1050",1050,1049,"Ohio Senate - Mandel vs. Brown","NBC News/Marist","Brown 51, Mandel 37",14,"2012-05-24",2012,"A"
"1051",1051,1050,"Texas Senate - Republican Primary","PPP (D)","Dewhurst 46, Cruz 29, Leppert 15, James 3",17,"2012-05-24",2012,"B"
"1052",1052,1051,"Pennsylvania Senate - Smith vs. Casey","Rasmussen Reports","Casey 48, Smith 41",7,"2012-05-24",2012,"C+"
"1053",1053,1052,"Missouri Senate - Steelman vs. McCaskill","PPP (D)","Steelman 44, McCaskill 44",0,"2012-05-29",2012,"B"
"1054",1054,1053,"Ohio Senate - Mandel vs. Brown","Rasmussen Reports","Brown 47, Mandel 42",5,"2012-05-30",2012,"C+"
"1055",1055,1054,"New York Senate - Turner vs. Gillibrand","Quinnipiac","Gillibrand 56, Turner 26",30,"2012-05-30",2012,"A-"
"1056",1056,1055,"Michigan Senate - Hoekstra vs. Stabenow","PPP (D)","Stabenow 53, Hoekstra 37",16,"2012-05-30",2012,"B"
"1057",1057,1056,"Nevada Senate - Heller vs. Berkley","NBC News/Marist","Heller 46, Berkley 44",2,"2012-05-31",2012,"A"
"1058",1058,1057,"Massachusetts Senate - Brown vs. Warren","Boston Globe","Brown 39, Warren 37",2,"2012-06-02",2012,"unknown"
"1059",1059,1058,"Massachusetts Senate - Brown vs. Warren","Western NE University","Brown 43, Warren 45",2,"2012-06-02",2012,"unknown"
"1060",1060,1059,"Virginia Senate - Allen vs. Kaine","Rasmussen Reports","Kaine 46, Allen 44",2,"2012-06-05",2012,"C+"
"1061",1061,1060,"Virginia Senate - Allen vs. Kaine","Quinnipiac","Kaine 44, Allen 43",1,"2012-06-06",2012,"A-"
"1062",1062,1061,"Connecticut Senate - McMahon vs. Murphy","Quinnipiac","Murphy 46, McMahon 43",3,"2012-06-06",2012,"A-"
"1063",1063,1062,"Pennsylvania Senate - Smith vs. Casey","Franklin & Marshall","Casey 42, Smith 21",21,"2012-06-06",2012,"B-"
"1064",1064,1063,"Michigan Senate - Hoekstra vs. Stabenow","EPIC-MRA","Stabenow 49, Hoekstra 38",11,"2012-06-07",2012,"B+"
"1065",1065,1064,"Florida Senate - Mack vs. Nelson","PPP (D)","Nelson 49, Mack 36",13,"2012-06-07",2012,"B"
"1066",1066,1065,"North Dakota Senate - Berg vs. Heitkamp","Mason-Dixon","Heitkamp 47, Berg 46",1,"2012-06-08",2012,"B+"
"1067",1067,1066,"Missouri Senate - Steelman vs. McCaskill","Rasmussen Reports","Steelman 51, McCaskill 39",12,"2012-06-08",2012,"C+"
"1068",1068,1067,"Minnesota Senate - Bills vs. Klobuchar","PPP (D)","Klobuchar 55, Bills 29",26,"2012-06-08",2012,"B"
"1069",1069,1068,"New York Senate - Turner vs. Gillibrand","Siena","Gillibrand 63, Turner 25",38,"2012-06-12",2012,"A"
"1070",1070,1069,"Nevada Senate - Heller vs. Berkley","PPP (D)","Heller 44, Berkley 43",1,"2012-06-12",2012,"B"
"1071",1071,1070,"Pennsylvania Senate - Smith vs. Casey","Quinnipiac","Casey 51, Smith 32",19,"2012-06-12",2012,"A-"
"1072",1072,1071,"Wisconsin Senate - Thompson vs. Baldwin","Rasmussen Reports","Thompson 52, Baldwin 36",16,"2012-06-14",2012,"C+"
"1073",1073,1072,"Maine Senate - Summers vs. Dill vs. King","WBUR/MassINC","King 50, Summers 23, Dill 9",27,"2012-06-18",2012,"A-"
"1074",1074,1073,"Michigan Senate - Hoekstra vs. Stabenow","Rasmussen Reports","Stabenow 48, Hoekstra 39",9,"2012-06-18",2012,"C+"
"1075",1075,1074,"Arizona Senate - Flake vs. Carmona","Project New America/PPP (D)","Flake 43, Carmona 41",2,"2012-06-19",2012,"B"
"1076",1076,1075,"Montana Senate - Rehberg vs. Tester","Rasmussen Reports","Rehberg 49, Tester 47",2,"2012-06-19",2012,"C+"
"1077",1077,1076,"Washington Senate - Baumgartner vs. Cantwell","PPP (D)","Cantwell 51, Baumgartner 35",16,"2012-06-20",2012,"B"
"1078",1078,1077,"Wisconsin Senate - Thompson vs. Baldwin","Marquette University","Thompson 49, Baldwin 41",8,"2012-06-20",2012,"A"
"1079",1079,1078,"Florida Senate - Mack vs. Nelson","Quinnipiac","Nelson 43, Mack 39",4,"2012-06-21",2012,"A-"
"1080",1080,1079,"Utah Senate - Republican Primary","Deseret News/KSL","Hatch 60, Liljenquist 32",28,"2012-06-25",2012,"unknown"
"1081",1081,1080,"Virginia Senate - Allen vs. Kaine","WeAskAmerica","Allen 44, Kaine 35",9,"2012-06-26",2012,"unknown"
"1082",1082,1081,"Massachusetts Senate - Brown vs. Warren","PPP (D)","Warren 46, Brown 46",0,"2012-06-26",2012,"B"
"1083",1083,1082,"Florida Senate - Mack vs. Nelson","Quinnipiac","Mack 40, Nelson 41",1,"2012-06-27",2012,"A-"
"1084",1084,1083,"Ohio Senate - Mandel vs. Brown","PPP (D)","Brown 46, Mandel 39",7,"2012-06-27",2012,"B"
"1085",1085,1084,"Ohio Senate - Mandel vs. Brown","Quinnipiac","Brown 50, Mandel 34",16,"2012-06-27",2012,"A-"
"1086",1086,1085,"Pennsylvania Senate - Smith vs. Casey","Quinnipiac","Casey 49, Smith 32",17,"2012-06-27",2012,"A-"
"1087",1087,1086,"Michigan Senate - Hoekstra vs. Stabenow","NBC News/Marist","Stabenow 49, Hoekstra 37",12,"2012-06-28",2012,"A"
"1088",1088,1087,"Arizona Senate - Flake vs. Carmona","Rasmussen Reports","Flake 47, Carmona 31",16,"2012-06-28",2012,"C+"
"1089",1089,1088,"California Senate - Emken vs. Feinstein","Field","Feinstein 51, Emken 32",19,"2012-07-07",2012,"A+"
"1090",1090,1089,"Wisconsin Senate - Hovde vs. Baldwin","PPP (D)","Baldwin 44, Hovde 45",1,"2012-07-10",2012,"B"
"1091",1091,1090,"Wisconsin Senate - Thompson vs. Baldwin","PPP (D)","Baldwin 45, Thompson 45",0,"2012-07-10",2012,"B"
"1092",1092,1091,"New Mexico Senate - Wilson vs. Heinrich","WeAskAmerica","Heinrich 51, Wilson 42",9,"2012-07-11",2012,"unknown"
"1093",1093,1092,"Maine Senate - Summers vs. Dill vs. King","Critical Insights","King 55, Summers 27, Dill 7",28,"2012-07-11",2012,"C"
"1094",1094,1093,"Virginia Senate - Allen vs. Kaine","PPP (D)","Allen 44, Kaine 46",2,"2012-07-11",2012,"B"
"1095",1095,1094,"Florida Senate - Mack vs. Nelson","Rasmussen Reports","Mack 46, Nelson 37",9,"2012-07-11",2012,"C+"
"1096",1096,1095,"New Mexico Senate - Wilson vs. Heinrich","FM3 Research (D)","Heinrich 49, Wilson 45",4,"2012-07-11",2012,"unknown"
"1097",1097,1096,"Wisconsin Senate - Thompson vs. Baldwin","Marquette University","Baldwin 41, Thompson 45",4,"2012-07-11",2012,"A"
"1098",1098,1097,"Wisconsin Senate - Hovde vs. Baldwin","Marquette University","Baldwin 44, Hovde 38",6,"2012-07-11",2012,"A"
"1099",1099,1098,"Pennsylvania Senate - Smith vs. Casey","WeAskAmerica","Casey 53, Smith 39",14,"2012-07-11",2012,"unknown"
"1100",1100,1099,"Texas Senate - Republican Primary Runoff","PPP (D)","Cruz 49, Dewhurst 44",5,"2012-07-12",2012,"B"
"1101",1101,1100,"North Dakota Senate - Berg vs. Heitkamp","Rasmussen Reports","Berg 49, Heitkamp 40",9,"2012-07-12",2012,"C+"
"1102",1102,1101,"Florida Senate - Mack vs. Nelson","Mason-Dixon","Mack 42, Nelson 47",5,"2012-07-13",2012,"B+"
"1103",1103,1102,"New York Senate - Long vs. Gillibrand","Siena","Gillibrand 62, Long 25",37,"2012-07-17",2012,"A"
"1104",1104,1103,"New Mexico Senate - Wilson vs. Heinrich","PPP (D)","Heinrich 48, Wilson 43",5,"2012-07-17",2012,"B"
"1105",1105,1104,"New Jersey Senate - Kyrillos vs. Menendez","Quinnipiac","Menendez 47, Kyrillos 34",13,"2012-07-18",2012,"A-"
"1106",1106,1105,"Virginia Senate - Allen vs. Kaine","Quinnipiac","Allen 46, Kaine 44",2,"2012-07-19",2012,"A-"
"1107",1107,1106,"Virginia Senate - Allen vs. Kaine","Rasmussen Reports","Allen 45, Kaine 46",1,"2012-07-19",2012,"C+"
"1108",1108,1107,"Nevada Senate - Heller vs. Berkley","AFP/Magellan (R)","Heller 45, Berkley 42",3,"2012-07-19",2012,"C+"
"1109",1109,1108,"Ohio Senate - Mandel vs. Brown","Rasmussen Reports","Brown 46, Mandel 42",4,"2012-07-20",2012,"C+"
"1110",1110,1109,"Washington Senate - Baumgartner vs. Cantwell","SurveyUSA","Cantwell 51, Baumgartner 40",11,"2012-07-20",2012,"A"
"1111",1111,1110,"Florida Senate - Mack vs. Nelson","SurveyUSA","Mack 48, Nelson 42",6,"2012-07-21",2012,"A"
"1112",1112,1111,"Minnesota Senate - Bills vs. Klobuchar","KSTP/SurveyUSA","Klobuchar 55, Bills 31",24,"2012-07-23",2012,"A"
"1113",1113,1112,"Pennsylvania Senate - Smith vs. Casey","Rasmussen Reports","Casey 49, Smith 38",11,"2012-07-23",2012,"C+"
"1114",1114,1113,"Massachusetts Senate - Brown vs. Warren","MassINC","Warren 40, Brown 38",2,"2012-07-24",2012,"A-"
"1115",1115,1114,"New York Senate - Long vs. Gillibrand","Quinnipiac","Gillibrand 57, Long 24",33,"2012-07-25",2012,"A-"
"1116",1116,1115,"Michigan Senate - Hoekstra vs. Stabenow","Rasmussen Reports","Stabenow 46, Hoekstra 40",6,"2012-07-25",2012,"C+"
"1117",1117,1116,"New Jersey Senate - Kyrillos vs. Menendez","Monmouth University","Menendez 44, Kyrillos 35",9,"2012-07-26",2012,"A+"
"1118",1118,1117,"Pennsylvania Senate - Smith vs. Casey","PPP (D)","Casey 46, Smith 36",10,"2012-07-26",2012,"B"
"1119",1119,1118,"Hawaii Senate - Lingle vs. Hirono","Honolulu Star-Advertiser","Hirono 58, Lingle 39",19,"2012-07-26",2012,"B+"
"1120",1120,1119,"Michigan Senate - Hoekstra vs. Stabenow","PPP (D)","Stabenow 52, Hoekstra 38",14,"2012-07-26",2012,"B"
"1121",1121,1120,"Nevada Senate - Heller vs. Berkley","Rasmussen Reports","Heller 51, Berkley 42",9,"2012-07-27",2012,"C+"
"1122",1122,1121,"Wisconsin Senate - Hovde vs. Baldwin","Rasmussen Reports","Baldwin 45, Hovde 42",3,"2012-07-28",2012,"C+"
"1123",1123,1122,"Wisconsin Senate - Thompson vs. Baldwin","Rasmussen Reports","Thompson 41, Baldwin 48",7,"2012-07-28",2012,"C+"
"1124",1124,1123,"Missouri Senate - Brunner vs. McCaskill","Post-Dispatch/Mason-Dixon","Brunner 52, McCaskill 41",11,"2012-07-28",2012,"B+"
"1125",1125,1124,"Missouri Senate - Akin vs. McCaskill","Post-Dispatch/Mason-Dixon","McCaskill 44, Akin 49",5,"2012-07-28",2012,"B+"
"1126",1126,1125,"Missouri Senate - Steelman vs. McCaskill","Post-Dispatch/Mason-Dixon","Steelman 49, McCaskill 41",8,"2012-07-28",2012,"B+"
"1127",1127,1126,"Wisconsin Senate - Thompson vs. Baldwin","Rasmussen Reports","Baldwin 48, Thompson 41",7,"2012-07-28",2012,"C+"
"1128",1128,1127,"Missouri Senate - Republican Primary","Post-Dispatch/Mason-Dixon*","Brunner 33, Akin 17, Steelman 27",6,"2012-07-28",2012,"B+"
"1129",1129,1128,"Texas Senate - Republican Primary Runoff","PPP (D)","Cruz 52, Dewhurst 42",10,"2012-07-30",2012,"B"
"1130",1130,1129,"Connecticut Senate - McMahon vs. Murphy","PPP (D)","McMahon 42, Murphy 50",8,"2012-07-31",2012,"B"
"1131",1131,1130,"Wisconsin Senate - Republican Primary","WeAskAmerica","Hovde 23, Thompson 23, Neumann 17, Fitzgerald 12",0,"2012-07-31",2012,"unknown"
"1132",1132,1131,"Florida Senate - Mack vs. Nelson","CBS/NYT/Quinnipiac","Nelson 47, Mack 40",7,"2012-08-01",2012,"A-"
"1133",1133,1132,"Ohio Senate - Mandel vs. Brown","CBS/NYT/Quinnipiac","Brown 51, Mandel 39",12,"2012-08-01",2012,"A-"
"1134",1134,1133,"Wisconsin Senate - Republican Primary","PPP (D)","Hovde 28, Thompson 25, Neumann 25, Fitzgerald 13",3,"2012-08-01",2012,"B"
"1135",1135,1134,"Florida Senate - Mack vs. Nelson","PPP (D)","Nelson 45, Mack 43",2,"2012-08-01",2012,"B"
"1136",1136,1135,"Missouri Senate - Brunner vs. McCaskill","Rasmussen Reports","Brunner 49, McCaskill 43",6,"2012-08-01",2012,"C+"
"1137",1137,1136,"Pennsylvania Senate - Smith vs. Casey","CBS/NYT/Quinnipiac","Casey 55, Smith 37",18,"2012-08-01",2012,"A-"
"1138",1138,1137,"Michigan Senate - Hoekstra vs. Stabenow","Baydoun/Foster (D)","Stabenow 53, Hoekstra 43",10,"2012-08-01",2012,"C-"
"1139",1139,1138,"Michigan Senate - Hoekstra vs. Stabenow","EPIC-MRA","Stabenow 49, Hoekstra 35",14,"2012-08-01",2012,"B+"
"1140",1140,1139,"Missouri Senate - Akin vs. McCaskill","Rasmussen Reports","McCaskill 44, Akin 47",3,"2012-08-01",2012,"C+"
"1141",1141,1140,"Missouri Senate - Steelman vs. McCaskill","Rasmussen Reports","Steelman 49, McCaskill 43",6,"2012-08-01",2012,"C+"
"1142",1142,1141,"Arizona Senate - Flake vs. Carmona","PPP (D)","Flake 38, Carmona 38",0,"2012-08-01",2012,"B"
"1143",1143,1142,"New Jersey Senate - Kyrillos vs. Menendez","Fairleigh Dickinson","Menendez 45, Kyrillos 33",12,"2012-08-02",2012,"A"
