,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
501,Oregon Senate - Wyden vs. Callahan,KATU-TV/SurveyUSA,"Wyden 54, Callahan 32",Wyden +22,2016-10-14,2016.0
502,North Carolina Senate - Burr vs. Ross,Suffolk*,"Burr 40, Ross 36",Burr +4,2016-10-13,2016.0
503,North Carolina Senate - Burr vs. Ross,NBC/WSJ/Marist,"Burr 46, Ross 46",Tie,2016-10-13,2016.0
504,North Carolina Senate - Burr vs. Ross,Emerson,"Burr 45, Ross 43",Burr +2,2016-10-13,2016.0
505,Pennsylvania Senate - Toomey vs. McGinty,Bloomberg,"Toomey 45, McGinty 47",McGinty +2,2016-10-13,2016.0
506,New Hampshire Senate - Ayotte vs. Hassan,UMass Lowell/7News,"Ayotte 45, Hassan 44",Ayotte +1,2016-10-13,2016.0
507,Georgia Senate: Isakson vs. Barksdale,Landmark Communications*,"Isakson 50, Barksdale 37",Isakson +13,2016-10-13,2016.0
508,Ohio Senate - Portman vs. Strickland,NBC/WSJ/Marist,"Portman 55, Strickland 37",Portman +18,2016-10-13,2016.0
509,Ohio Senate - Portman vs. Strickland,Emerson,"Portman 47, Strickland 30",Portman +17,2016-10-13,2016.0
510,Utah Senate - Lee vs. Snow,Monmouth,"Lee 60, Snow 31",Lee +29,2016-10-13,2016.0
511,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 48, Johnson 46",Feingold +2,2016-10-12,2016.0
512,Florida Senate - Rubio vs. Murphy,Opinion Savvy,"Rubio 48, Murphy 44",Rubio +4,2016-10-12,2016.0
513,Missouri Senate - Blunt vs. Kander,Monmouth*,"Blunt 46, Kander 44",Blunt +2,2016-10-12,2016.0
514,Pennsylvania Senate - Toomey vs. McGinty,Susquehanna*,"Toomey 42, McGinty 38",Toomey +4,2016-10-11,2016.0
515,Florida Senate - Rubio vs. Murphy,Univ. of North Florida,"Rubio 48, Murphy 41",Rubio +7,2016-10-11,2016.0
516,North Carolina Senate - Burr vs. Ross,High Point*,"Burr 47, Ross 42",Burr +5,2016-10-10,2016.0
517,Wisconsin Senate - Johnson vs. Feingold,Loras,"Feingold 40, Johnson 45",Johnson +5,2016-10-10,2016.0
518,Florida Senate - Rubio vs. Murphy,NBC/WSJ/Marist,"Rubio 48, Murphy 46",Rubio +2,2016-10-09,2016.0
519,Pennsylvania Senate - Toomey vs. McGinty,NBC/WSJ/Marist,"McGinty 48, Toomey 44",McGinty +4,2016-10-09,2016.0
520,Pennsylvania Senate - Toomey vs. McGinty,CBS News/YouGov,"McGinty 42, Toomey 42",Tie,2016-10-09,2016.0
521,Ohio Senate - Portman vs. Strickland,CBS News/YouGov,"Portman 49, Strickland 38",Portman +11,2016-10-09,2016.0
522,Wisconsin Senate - Johnson vs. Feingold,CBS News/YouGov,"Feingold 45, Johnson 42",Feingold +3,2016-10-09,2016.0
523,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 39",Bennet +8,2016-10-08,2016.0
524,Alaska Senate - Murkowski vs. Metcalfe vs. Miller vs. Stock,Moore Info. (R)*,"Murkowski 49, Miller 16, Metcalfe 9, Stock 8",Murkowski +33,2016-10-08,2016.0
525,Oregon Senate - Wyden vs. Callahan,Gravis,"Wyden 52, Callahan 33",Wyden +19,2016-10-08,2016.0
526,Indiana Senate - Young vs. Bayh,WTHR/Howey Politics*,"Bayh 42, Young 41",Bayh +1,2016-10-07,2016.0
527,Florida Senate - Rubio vs. Murphy,Gravis,"Rubio 44, Murphy 40",Rubio +4,2016-10-07,2016.0
528,Wisconsin Senate - Johnson vs. Feingold,Gravis,"Feingold 53, Johnson 41",Feingold +12,2016-10-07,2016.0
529,New Hampshire Senate - Ayotte vs. Hassan,Boston Globe/Suffolk*,"Ayotte 47, Hassan 41",Ayotte +6,2016-10-06,2016.0
530,Ohio Senate - Portman vs. Strickland,PPP (D),"Portman 51, Strickland 36",Portman +15,2016-10-06,2016.0
531,Florida Senate - Rubio vs. Murphy,Emerson,"Rubio 47, Murphy 39",Rubio +8,2016-10-06,2016.0
532,Nevada Senate - Heck vs. Cortez Masto,Emerson,"Heck 45, Cortez Masto 41",Heck +4,2016-10-06,2016.0
533,Arizona Senate - McCain vs. Kirkpatrick,Emerson,"McCain 52, Kirkpatrick 36",McCain +16,2016-10-06,2016.0
534,Maryland Senate - Szeliga vs. Van Hollen,Wash Post/Univ. of Maryland*,"Van Hollen 58, Szeliga 29",Van Hollen +29,2016-10-06,2016.0
535,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 48, Murphy 44",Rubio +4,2016-10-05,2016.0
536,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 42, Toomey 50",Toomey +8,2016-10-05,2016.0
537,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 55, Strickland 38",Portman +17,2016-10-05,2016.0
538,Ohio Senate - Portman vs. Strickland,Monmouth,"Portman 54, Strickland 39",Portman +15,2016-10-05,2016.0
539,North Carolina Senate - Burr vs. Ross,Quinnipiac,"Burr 46, Ross 46",Tie,2016-10-05,2016.0
540,North Carolina Senate - Burr vs. Ross,WRAL-TV/SurveyUSA*,"Burr 46, Ross 44",Burr +2,2016-10-05,2016.0
541,Nevada Senate - Heck vs. Cortez Masto,UNLV/Hart Research (D),"Heck 47, Cortez Masto 46",Heck +1,2016-10-04,2016.0
542,Pennsylvania Senate - Toomey vs. McGinty,Monmouth*,"McGinty 46, Toomey 46",Tie,2016-10-04,2016.0
543,Pennsylvania Senate - Toomey vs. McGinty,Franklin & Marshall*,"McGinty 41, Toomey 35",McGinty +6,2016-10-04,2016.0
544,North Carolina Senate - Burr vs. Ross,Elon*,"Burr 43, Ross 44",Ross +1,2016-10-04,2016.0
545,Illinois Senate - Kirk vs. Duckworth,The Simon Poll/SIU*,"Duckworth 48, Kirk 34",Duckworth +14,2016-10-04,2016.0
546,Florida Senate - Rubio vs. Murphy,Mason-Dixon*,"Rubio 47, Murphy 40",Rubio +7,2016-10-03,2016.0
547,North Carolina Senate - Burr vs. Ross,Bloomberg,"Burr 44, Ross 46",Ross +2,2016-10-03,2016.0
548,Colorado Senate - Glenn vs. Bennet,Monmouth*,"Bennet 53, Glenn 35",Bennet +18,2016-10-03,2016.0
549,Nevada Senate - Heck vs. Cortez Masto,Las Vegas Review-Journal,"Heck 47, Cortez Masto 45",Heck +2,2016-10-02,2016.0
550,Florida Senate - Rubio vs. Murphy,FOX 13/Opinion Savvy,"Rubio 47, Murphy 43",Rubio +4,2016-09-30,2016.0
551,New Hampshire Senate - Ayotte vs. Hassan,WBUR/MassINC,"Ayotte 46, Hassan 48",Hassan +2,2016-09-30,2016.0
552,Nevada Senate - Heck vs. Cortez Masto,Suffolk*,"Heck 38, Cortez Masto 35",Heck +3,2016-09-30,2016.0
553,California Senate - Harris vs. Sanchez,KABC/SurveyUSA,"Harris 40, Sanchez 29",Harris +11,2016-09-29,2016.0
554,Colorado Senate - Glenn vs. Bennet,CNN/ORC,"Bennet 53, Glenn 43",Bennet +10,2016-09-26,2016.0
555,Pennsylvania Senate - Toomey vs. McGinty,CNN/ORC,"McGinty 49, Toomey 46",McGinty +3,2016-09-26,2016.0
556,Pennsylvania Senate - Toomey vs. McGinty,Gravis,"McGinty 43, Toomey 39",McGinty +4,2016-09-26,2016.0
557,Pennsylvania Senate - Toomey vs. McGinty,Harper (R)*,"McGinty 42, Toomey 42",Tie,2016-09-26,2016.0
558,Pennsylvania Senate - Toomey vs. McGinty,Mercyhurst,"McGinty 42, Toomey 43",Toomey +1,2016-09-26,2016.0
559,Iowa Senate - Grassley vs. Judge,Loras,"Grassley 54, Judge 37",Grassley +17,2016-09-26,2016.0
560,North Carolina Senate - Burr vs. Ross,High Point*,"Burr 45, Ross 43",Burr +2,2016-09-26,2016.0
561,North Carolina Senate - Burr vs. Ross,Gravis,"Burr 39, Ross 48",Ross +9,2016-09-26,2016.0
562,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 40, Toomey 41",Toomey +1,2016-09-25,2016.0
563,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 43, Glenn 45",Glenn +2,2016-09-25,2016.0
564,Ohio Senate - Portman vs. Strickland,Gravis,"Portman 44, Strickland 36",Portman +8,2016-09-25,2016.0
565,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 52, Glenn 43",Bennet +9,2016-09-23,2016.0
566,Georgia Senate: Isakson vs. Barksdale,Quinnipiac,"Isakson 55, Barksdale 34",Isakson +21,2016-09-23,2016.0
567,Georgia Senate: Isakson vs. Barksdale,JMC Analytics*,"Isakson 41, Barksdale 28",Isakson +13,2016-09-23,2016.0
568,Iowa Senate - Grassley vs. Judge,Quinnipiac,"Grassley 55, Judge 43",Grassley +12,2016-09-23,2016.0
569,Florida Senate - Rubio vs. Murphy,Suffolk*,"Rubio 43, Murphy 34",Rubio +9,2016-09-22,2016.0
570,North Carolina Senate - Burr vs. Ross,NY Times/Siena,"Burr 42, Ross 46",Ross +4,2016-09-22,2016.0
571,Wisconsin Senate - Johnson vs. Feingold,Emerson,"Feingold 52, Johnson 42",Feingold +10,2016-09-22,2016.0
572,Colorado Senate - Glenn vs. Bennet,Rocky Mountain PBS,"Bennet 45, Glenn 32",Bennet +13,2016-09-22,2016.0
573,Illinois Senate - Kirk vs. Duckworth,Emerson,"Duckworth 41, Kirk 39",Duckworth +2,2016-09-22,2016.0
574,Maryland Senate - Szeliga vs. Van Hollen,Goucher College*,"Van Hollen 54, Szeliga 24",Van Hollen +30,2016-09-22,2016.0
575,Louisiana Senate - Open Primary,SMOR*,"Kennedy 17, Boustany 15, Fayard 11, Campbell 9, Fleming 8",Kennedy +2,2016-09-22,2016.0
576,California Senate - Harris vs. Sanchez,PPIC,"Harris 32, Sanchez 25",Harris +7,2016-09-22,2016.0
577,North Carolina Senate - Burr vs. Ross,High Point*,"Ross 43, Burr 45",Burr +2,2016-09-26,2016.0
578,North Carolina Senate - Burr vs. Ross,Gravis,"Ross 48, Burr 39",Ross +9,2016-09-26,2016.0
579,Louisiana Senate - Open Primary,JMC Analytics*,"Boustany 15, Kennedy 11, Campbell 15, Fayard 12, Fleming 14",Tie,2016-09-26,2016.0
580,North Carolina Senate - Burr vs. Ross,NY Times/Siena,"Ross 46, Burr 42",Ross +4,2016-09-22,2016.0
581,Louisiana Senate - Open Primary,SMOR*,"Boustany 15, Kennedy 17, Campbell 9, Fayard 11, Fleming 8",Kennedy +2,2016-09-22,2016.0
582,North Carolina Senate - Burr vs. Ross,FOX News*,"Ross 37, Burr 43",Burr +6,2016-09-21,2016.0
583,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Ross 41, Burr 41",Tie,2016-09-21,2016.0
584,Nevada Senate - Heck vs. Cortez Masto,FOX News*,"Heck 43, Cortez Masto 36",Heck +7,2016-09-21,2016.0
585,Nevada Senate - Heck vs. Cortez Masto,KTNV/Rasmussen,"Heck 44, Cortez Masto 40",Heck +4,2016-09-21,2016.0
586,Ohio Senate - Portman vs. Strickland,FOX News,"Portman 51, Strickland 37",Portman +14,2016-09-21,2016.0
587,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 47, Johnson 41",Feingold +6,2016-09-21,2016.0
588,New Hampshire Senate - Ayotte vs. Hassan,Monmouth*,"Ayotte 47, Hassan 45",Ayotte +2,2016-09-21,2016.0
589,California Senate - Harris vs. Sanchez,Field,"Harris 42, Sanchez 20",Harris +22,2016-09-21,2016.0
590,North Carolina Senate - Burr vs. Ross,Elon*,"Ross 44, Burr 43",Ross +1,2016-09-20,2016.0
591,Illinois Senate - Kirk vs. Duckworth,Loras,"Duckworth 41, Kirk 36",Duckworth +5,2016-09-20,2016.0
592,New York Senate - Long vs. Schumer,Siena,"Schumer 69, Long 23",Schumer +46,2016-09-20,2016.0
593,Florida Senate - Rubio vs. Murphy,NY Times/Siena,"Rubio 48, Murphy 42",Rubio +6,2016-09-19,2016.0
594,Georgia Senate: Isakson vs. Barksdale,Monmouth*,"Isakson 50, Barksdale 34",Isakson +16,2016-09-19,2016.0
595,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 41, Toomey 38",McGinty +3,2016-09-18,2016.0
596,Iowa Senate - Grassley vs. Judge,Monmouth,"Grassley 56, Judge 39",Grassley +17,2016-09-15,2016.0
597,Ohio Senate - Portman vs. Strickland,Suffolk*,"Portman 39, Strickland 31",Portman +8,2016-09-15,2016.0
598,Georgia Senate: Isakson vs. Barksdale,FOX 5 Atlanta*,"Isakson 47, Barksdale 34",Isakson +13,2016-09-15,2016.0
599,Georgia Senate: Isakson vs. Barksdale,Emerson,"Isakson 48, Barksdale 32",Isakson +16,2016-09-15,2016.0
600,Missouri Senate - Blunt vs. Kander,Emerson,"Blunt 40, Kander 42",Kander +2,2016-09-15,2016.0
601,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 46, Glenn 39",Bennet +7,2016-09-15,2016.0
602,Arkansas Senate - Boozman vs. Eldridge,Emerson,"Boozman 44, Eldridge 30",Boozman +14,2016-09-15,2016.0
603,Florida Senate - Rubio vs. Murphy,CNN/ORC,"Rubio 54, Murphy 43",Rubio +11,2016-09-14,2016.0
604,Ohio Senate - Portman vs. Strickland,CNN/ORC,"Portman 58, Strickland 37",Portman +21,2016-09-14,2016.0
605,Ohio Senate - Portman vs. Strickland,Bloomberg,"Portman 53, Strickland 36",Portman +17,2016-09-14,2016.0
606,Nevada Senate - Heck vs. Cortez Masto,Monmouth*,"Heck 46, Cortez Masto 43",Heck +3,2016-09-14,2016.0
607,Kansas Senate - Moran vs. Wiesner,KSN News/SurveyUSA*,"Moran 50, Wiesner 34",Moran +16,2016-09-14,2016.0
608,California Senate - Harris vs. Sanchez,KABC/SurveyUSA,"Harris 44, Sanchez 27",Harris +17,2016-09-13,2016.0
609,Nevada Senate - Heck vs. Cortez Masto,NBC/WSJ/Marist,"Heck 47, Cortez Masto 45",Heck +2,2016-09-11,2016.0
610,Arizona Senate - McCain vs. Kirkpatrick,NBC/WSJ/Marist,"McCain 57, Kirkpatrick 38",McCain +19,2016-09-11,2016.0
611,New Hampshire Senate - Ayotte vs. Hassan,NBC/WSJ/Marist,"Ayotte 52, Hassan 44",Ayotte +8,2016-09-11,2016.0
612,Georgia Senate: Isakson vs. Barksdale,NBC/WSJ/Marist,"Isakson 53, Barksdale 38",Isakson +15,2016-09-11,2016.0
613,Indiana Senate - Young vs. Bayh,WTHR/Howey Politics*,"Bayh 44, Young 40",Bayh +4,2016-09-10,2016.0
614,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 50, Murphy 43",Rubio +7,2016-09-09,2016.0
615,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 45, Toomey 46",Toomey +1,2016-09-09,2016.0
616,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 51, Strickland 40",Portman +11,2016-09-09,2016.0
617,North Carolina Senate - Burr vs. Ross,Quinnipiac,"Ross 43, Burr 49",Burr +6,2016-09-09,2016.0
618,North Carolina Senate - Burr vs. Ross,Suffolk*,"Ross 37, Burr 41",Burr +4,2016-09-08,2016.0
619,North Carolina Senate - Burr vs. Ross,Suffolk*,"Burr 41, Ross 37",Burr +4,2016-09-08,2016.0
620,Florida Senate - Rubio vs. Murphy,PPP (D)*,"Rubio 40, Murphy 37",Rubio +3,2016-09-07,2016.0
621,New Hampshire Senate - Ayotte vs. Hassan,Emerson,"Hassan 46, Ayotte 48",Ayotte +2,2016-09-07,2016.0
622,Connecticut Senate - Carter vs. Blumenthal,Emerson,"Blumenthal 54, Carter 33",Blumenthal +21,2016-09-07,2016.0
623,Missouri Senate - Blunt vs. Kander,Remington Research (R),"Blunt 47, Kander 40",Blunt +7,2016-09-06,2016.0
624,Maryland Senate - Szeliga vs. Van Hollen,OpinionWorks,"Van Hollen 55, Szeliga 26",Van Hollen +29,2016-09-06,2016.0
625,Pennsylvania Senate - Toomey vs. McGinty,CBS News/YouGov,"McGinty 39, Toomey 39",Tie,2016-09-04,2016.0
626,North Carolina Senate - Burr vs. Ross,CBS News/YouGov,"Burr 40, Ross 41",Ross +1,2016-09-04,2016.0
627,Pennsylvania Senate - Toomey vs. McGinty,Franklin & Marshall,"McGinty 43, Toomey 38",McGinty +5,2016-09-01,2016.0
628,New Hampshire Senate - Ayotte vs. Hassan,WMUR/UNH,"Hassan 44, Ayotte 42",Hassan +2,2016-09-01,2016.0
629,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 48, Johnson 45",Feingold +3,2016-08-31,2016.0
630,Wisconsin Senate - Johnson vs. Feingold,Monmouth,"Feingold 54, Johnson 41",Feingold +13,2016-08-31,2016.0
631,North Carolina Senate - Burr vs. Ross,Emerson,"Burr 45, Ross 41",Burr +4,2016-08-31,2016.0
632,New York Senate - Long vs. Schumer,Emerson,"Schumer 60, Long 23",Schumer +37,2016-08-31,2016.0
633,Pennsylvania Senate - Toomey vs. McGinty,Monmouth*,"McGinty 45, Toomey 41",McGinty +4,2016-08-30,2016.0
634,Pennsylvania Senate - Toomey vs. McGinty,Emerson,"McGinty 39, Toomey 46",Toomey +7,2016-08-29,2016.0
635,Ohio Senate - Portman vs. Strickland,Emerson,"Portman 40, Strickland 25",Portman +15,2016-08-29,2016.0
636,Florida Senate - Rubio vs. Murphy,Florida Atlantic University,"Rubio 44, Murphy 39",Rubio +5,2016-08-24,2016.0
637,North Carolina Senate - Burr vs. Ross,CNN/ORC,"Burr 50, Ross 45",Burr +5,2016-08-24,2016.0
638,North Carolina Senate - Burr vs. Ross,Monmouth*,"Burr 45, Ross 43",Burr +2,2016-08-24,2016.0
639,Arizona Senate - McCain vs. Kirkpatrick,CNN/ORC,"McCain 52, Kirkpatrick 39",McCain +13,2016-08-24,2016.0
640,Missouri Senate - Blunt vs. Kander,Monmouth*,"Blunt 48, Kander 43",Blunt +5,2016-08-23,2016.0
641,Ohio Senate - Portman vs. Strickland,Monmouth,"Portman 48, Strickland 40",Portman +8,2016-08-22,2016.0
642,Ohio Senate - Portman vs. Strickland,CBS News/YouGov,"Portman 46, Strickland 39",Portman +7,2016-08-21,2016.0
643,Iowa Senate - Grassley vs. Judge,CBS News/YouGov,"Grassley 45, Judge 38",Grassley +7,2016-08-21,2016.0
644,Nevada Senate - Heck vs. Cortez Masto,Suffolk University*,"Heck 37, Cortez Masto 37",Tie,2016-08-18,2016.0
645,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 54, Glenn 38",Bennet +16,2016-08-18,2016.0
646,Iowa Senate - Grassley vs. Judge,Quinnipiac,"Grassley 51, Judge 42",Grassley +9,2016-08-18,2016.0
647,Indiana Senate - Young vs. Bayh,Monmouth*,"Bayh 48, Young 41",Bayh +7,2016-08-17,2016.0
648,Florida Senate - Rubio vs. Murphy,Monmouth,"Rubio 48, Murphy 43",Rubio +5,2016-08-16,2016.0
649,Florida Senate - Rubio vs. Grayson,Monmouth,"Rubio 50, Grayson 39",Rubio +11,2016-08-16,2016.0
650,New Hampshire Senate - Ayotte vs. Hassan,CBS News/YouGov,"Hassan 42, Ayotte 41",Hassan +1,2016-08-14,2016.0
651,Florida Senate - Rubio vs. Murphy,NBC/WSJ/Marist,"Rubio 49, Murphy 43",Rubio +6,2016-08-12,2016.0
652,North Carolina Senate - Burr vs. Ross,NBC/WSJ/Marist,"Burr 44, Ross 46",Ross +2,2016-08-12,2016.0
653,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",Bennet +15,2016-08-12,2016.0
654,Florida Senate - Rubio vs. Murphy,FOX 13/Opinion Savvy,"Rubio 45, Murphy 43",Rubio +2,2016-08-11,2016.0
655,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 48, Murphy 45",Rubio +3,2016-08-11,2016.0
656,Florida Senate - Rubio vs. Grayson,Quinnipiac,"Rubio 49, Grayson 43",Rubio +6,2016-08-11,2016.0
657,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 49, Strickland 40",Portman +9,2016-08-11,2016.0
658,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 47, Toomey 44",McGinty +3,2016-08-11,2016.0
659,Iowa Senate - Grassley vs. Judge,Suffolk University,"Grassley 52, Judge 42",Grassley +10,2016-08-11,2016.0
660,South Carolina Senate - Scott vs. Dixon,PPP (D)*,"Scott 45, Dixon 28",Scott +17,2016-08-11,2016.0
661,Ohio Senate - Portman vs. Strickland,NBC/WSJ/Marist,"Portman 48, Strickland 43",Portman +5,2016-08-10,2016.0
662,Pennsylvania Senate - Toomey vs. McGinty,NBC/WSJ/Marist,"McGinty 48, Toomey 44",McGinty +4,2016-08-10,2016.0
663,Iowa Senate - Grassley vs. Judge,NBC/WSJ/Marist,"Grassley 52, Judge 42",Grassley +10,2016-08-10,2016.0
664,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 53, Johnson 42",Feingold +11,2016-08-10,2016.0
665,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 41, Ross 37",Burr +4,2016-08-10,2016.0
666,Pennsylvania Senate - Toomey vs. McGinty,Susquehanna,"McGinty 42, Toomey 40",McGinty +2,2016-08-09,2016.0
667,Missouri Senate - Blunt vs. Kander,Remington Research (R)*,"Blunt 47, Kander 40",Blunt +7,2016-08-08,2016.0
668,Georgia Senate: Isakson vs. Barksdale,JMC Analytics,"Isakson 39, Barksdale 30",Isakson +9,2016-08-08,2016.0
669,Kansas Senate - Moran vs. Wiesner,KSN News/SurveyUSA*,"Moran 52, Wiesner 32",Moran +20,2016-08-08,2016.0
670,Georgia Senate: Isakson vs. Barksdale,Atlanta Journal-Constitution,"Isakson 48, Barksdale 42",Isakson +6,2016-08-05,2016.0
671,Pennsylvania Senate - Toomey vs. McGinty,Franklin & Marshall,"McGinty 39, Toomey 38",McGinty +1,2016-08-04,2016.0
672,New Hampshire Senate - Ayotte vs. Hassan,WBUR/MassINC,"Hassan 50, Ayotte 40",Hassan +10,2016-08-04,2016.0
673,Nevada Senate - Heck vs. Cortez Masto,KTNV/Rasmussen,"Heck 42, Cortez Masto 41",Heck +1,2016-08-02,2016.0
674,Pennsylvania Senate - Toomey vs. McGinty,PPP (D),"McGinty 41, Toomey 42",Toomey +1,2016-08-01,2016.0
675,Georgia Senate: Isakson vs. Barksdale,WXIA-TV/SurveyUSA*,"Isakson 48, Barksdale 39",Isakson +9,2016-08-01,2016.0
676,California Senate - Harris vs. Sanchez,PPIC,"Harris 38, Sanchez 20",Harris +18,2016-07-29,2016.0
677,Missouri Senate - Blunt vs. Kander,St. Louis Post-Dispatch,"Blunt 47, Kander 43",Blunt +4,2016-07-29,2016.0
678,Pennsylvania Senate - Toomey vs. McGinty,Suffolk University,"McGinty 43, Toomey 36",McGinty +7,2016-07-28,2016.0
679,Ohio Senate - Portman vs. Strickland,PPP (D),"Portman 43, Strickland 38",Portman +5,2016-07-25,2016.0
680,Nevada Senate - Heck vs. Cortez Masto,KTNV/Rasmussen,"Heck 46, Cortez Masto 37",Heck +9,2016-07-25,2016.0
681,New Hampshire Senate - Ayotte vs. Hassan,WMUR/UNH,"Hassan 45, Ayotte 42",Hassan +3,2016-07-20,2016.0
682,New York Senate - Long vs. Schumer,Quinnipiac,"Schumer 60, Long 28",Schumer +32,2016-07-19,2016.0
683,Kansas Senate - Moran vs. Wiesner,KSN News/SurveyUSA,"Moran 52, Wiesner 33",Moran +19,2016-07-16,2016.0
684,Kansas Senate - Moran vs. Singh,KSN News/SurveyUSA,"Moran 54, Singh 30",Moran +24,2016-07-16,2016.0
685,Missouri Senate - Blunt vs. Kander,PPP (D),"Blunt 41, Kander 38",Blunt +3,2016-07-15,2016.0
686,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",Bennet +15,2016-07-15,2016.0
687,North Carolina Senate - Burr vs. Ross,NBC/WSJ/Marist,"Burr 48, Ross 41",Burr +7,2016-07-15,2016.0
688,Florida Senate - Rubio vs. Murphy,NBC/WSJ/Marist,"Rubio 47, Murphy 44",Rubio +3,2016-07-15,2016.0
689,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 39, Toomey 49",Toomey +10,2016-07-14,2016.0
690,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 47, Strickland 40",Portman +7,2016-07-14,2016.0
691,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 50, Murphy 37",Rubio +13,2016-07-14,2016.0
692,Florida Senate - Rubio vs. Grayson,Quinnipiac,"Rubio 50, Grayson 38",Rubio +12,2016-07-14,2016.0
693,Pennsylvania Senate - Toomey vs. McGinty,NBC/WSJ/Marist,"McGinty 47, Toomey 44",McGinty +3,2016-07-13,2016.0
694,Ohio Senate - Portman vs. Strickland,NBC/WSJ/Marist,"Portman 44, Strickland 44",Tie,2016-07-13,2016.0
695,Iowa Senate - Grassley vs. Judge,NBC/WSJ/Marist,"Grassley 52, Judge 42",Grassley +10,2016-07-13,2016.0
696,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 49, Johnson 44",Feingold +5,2016-07-13,2016.0
697,Colorado Senate - Glenn vs. Bennet,FOX News,"Bennet 51, Glenn 36",Bennet +15,2016-07-13,2016.0
698,Colorado Senate - Glenn vs. Bennet vs. Tang Williams vs. Menconi,Monmouth,"Bennet 48, Glenn 35, Tang Williams 3, Menconi 2",Bennet +13,2016-07-13,2016.0
699,Iowa Senate - Grassley vs. Judge,Monmouth,"Grassley 52, Judge 42",Grassley +10,2016-07-12,2016.0
700,Nevada Senate - Heck vs. Cortez Masto,Monmouth*,"Heck 42, Cortez Masto 40",Heck +2,2016-07-11,2016.0
701,Florida Senate - Rubio vs. Murphy,JMC Analytics,"Rubio 40, Murphy 33",Rubio +7,2016-07-11,2016.0
702,Florida Senate - Rubio vs. Grayson,JMC Analytics,"Rubio 41, Grayson 33",Rubio +8,2016-07-11,2016.0
703,Colorado Senate - Glenn vs. Bennet,Harper (R),"Bennet 46, Glenn 40",Bennet +6,2016-07-11,2016.0
704,California Senate - Harris vs. Sanchez,Field,"Harris 39, Sanchez 24",Harris +15,2016-07-08,2016.0
705,Iowa Senate - Grassley vs. Judge,Loras College,"Grassley 46, Judge 45",Grassley +1,2016-06-30,2016.0
706,New York Senate - Long vs. Schumer,Siena,"Schumer 66, Long 23",Schumer +43,2016-06-30,2016.0
707,Florida Senate - Rubio vs. Murphy,Bay News 9/SurveyUSA,"Rubio 43, Murphy 43",Tie,2016-06-29,2016.0
708,New Hampshire Senate - Ayotte vs. Hassan,ARG,"Ayotte 51, Hassan 42",Ayotte +9,2016-06-29,2016.0
709,Wisconsin Senate - Johnson vs. Feingold,PPP (D)*,"Feingold 50, Johnson 37",Feingold +13,2016-06-28,2016.0
710,Pennsylvania Senate - Toomey vs. McGinty,PPP (D)*,"Toomey 40, McGinty 39",Toomey +1,2016-06-28,2016.0
711,Ohio Senate - Portman vs. Strickland,PPP (D)*,"Portman 40, Strickland 39",Portman +1,2016-06-28,2016.0
712,New Hampshire Senate - Ayotte vs. Hassan,PPP (D)*,"Ayotte 42, Hassan 44",Hassan +2,2016-06-28,2016.0
713,Iowa Senate - Grassley vs. Judge,PPP (D)*,"Grassley 46, Judge 39",Grassley +7,2016-06-28,2016.0
714,Arizona Senate - McCain vs. Kirkpatrick,PPP (D)*,"McCain 42, Kirkpatrick 40",McCain +2,2016-06-28,2016.0
715,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 40, Ross 37",Burr +3,2016-06-23,2016.0
716,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 49, McGinty 40",Toomey +9,2016-06-22,2016.0
