,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
258,Generic Congressional Vote,USA Today/Gallup,"Republicans 50, Democrats 44",-6,2012-05-16,2012,9.0
259,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 43",-4,2012-05-21,2012,7.0
260,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",-3,2012-05-28,2012,7.0
261,Generic Congressional Vote,CNN/Opinion Research,"Democrats 48, Republicans 45",3,2012-06-01,2012,10.0
262,Generic Congressional Vote,Rasmussen Reports,"Democrats 37, Republicans 44",-7,2012-06-04,2012,7.0
263,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 45",-6,2012-06-11,2012,7.0
264,Generic Congressional Vote,Reuters/Ipsos,"Democrats 47, Republicans 44",3,2012-06-12,2012,10.0
265,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 45",-7,2012-06-18,2012,7.0
266,Generic Congressional Vote,Bloomberg,"Democrats 48, Republicans 41",7,2012-06-20,2012,0.0
267,Generic Congressional Vote,Pew Research,"Democrats 47, Republicans 43",4,2012-06-21,2012,8.0
268,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 39",-5,2012-06-25,2012,7.0
269,Generic Congressional Vote,Newsweek/Daily Beast,"Republicans 38, Democrats 36",-2,2012-06-29,2012,0.0
270,Generic Congressional Vote,Democracy Corps (D),"Republicans 46, Democrats 45",-1,2012-06-29,2012,8.0
271,Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 40",-1,2012-07-02,2012,7.0
272,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",-3,2012-07-09,2012,7.0
273,Generic Congressional Vote,Reuters/Ipsos,"Republicans 48, Democrats 44",-4,2012-07-10,2012,10.0
274,Generic Congressional Vote,Quinnipiac,"Republicans 40, Democrats 43",3,2012-07-11,2012,11.0
275,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",-3,2012-07-16,2012,7.0
276,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 40",-3,2012-07-23,2012,7.0
277,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 43",-3,2012-07-30,2012,7.0
278,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 46",0,2012-07-30,2012,8.0
279,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",-3,2012-08-06,2012,7.0
280,Generic Congressional Vote,Reuters/Ipsos,"Democrats 46, Republicans 46",0,2012-08-08,2012,10.0
281,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 43, Republicans 45",-2,2012-08-13,2012,9.0
282,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 42",-3,2012-08-13,2012,7.0
283,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 42",-1,2012-08-20,2012,7.0
284,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 42",0,2012-08-27,2012,7.0
285,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 47",-1,2012-08-28,2012,8.0
286,Generic Congressional Vote,Resurgent Republic (R),"Democrats 44, Republicans 40",4,2012-08-28,2012,0.0
287,Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 42",-1,2012-09-04,2012,7.0
288,Generic Congressional Vote,Rasmussen Reports,"Republicans 42, Democrats 44",2,2012-09-10,2012,7.0
289,Generic Congressional Vote,Reuters/Ipsos,"Republicans 43, Democrats 49",6,2012-09-12,2012,10.0
290,Generic Congressional Vote,Democracy Corps (D),"Republicans 46, Democrats 46",0,2012-09-13,2012,8.0
291,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 43",-1,2012-09-17,2012,7.0
292,Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 43",-1,2012-09-24,2012,7.0
293,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 45, Democrats 47",2,2012-09-24,2012,9.0
294,Generic Congressional Vote,Bloomberg,"Democrats 43, Republicans 45",-2,2012-09-27,2012,0.0
295,Generic Congressional Vote,Bloomberg,"Republicans 45, Democrats 43",-2,2012-09-27,2012,0.0
296,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 45",-4,2012-10-01,2012,7.0
297,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 44",2,2012-10-01,2012,9.0
298,Generic Congressional Vote,Rasmussen Reports,"Republicans 45, Democrats 41",-4,2012-10-01,2012,7.0
299,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 44, Democrats 46",2,2012-10-01,2012,9.0
300,Generic Congressional Vote,NPR,"Republicans 45, Democrats 48",3,2012-10-03,2012,8.0
301,Generic Congressional Vote,NPR,"Democrats 48, Republicans 45",3,2012-10-03,2012,8.0
302,Generic Congressional Vote,USA Today/Gallup,"Democrats 47, Republicans 46",1,2012-10-06,2012,9.0
303,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 43",1,2012-10-08,2012,7.0
304,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 45",1,2012-10-08,2012,9.0
305,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 44",2,2012-10-15,2012,9.0
306,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 42",1,2012-10-15,2012,7.0
307,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 44",-1,2012-10-22,2012,7.0
308,Generic Congressional Vote,Politico/GWU/Battleground,"Democrats 46, Republicans 46",0,2012-10-22,2012,9.0
309,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 43",-3,2012-10-29,2012,7.0
310,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 46, Democrats 45",-1,2012-10-29,2012,9.0
311,Generic Congressional Vote,NPR,"Republicans 43, Democrats 43",0,2012-10-30,2012,8.0
312,Generic Congressional Vote,CBS News/NY Times,"Republicans 46, Democrats 48",2,2012-10-30,2012,11.0
313,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 46, Democrats 46",0,2012-11-04,2012,9.0
314,Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 48",-1,2012-11-04,2012,10.0
315,Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 46",0,2012-11-05,2012,7.0
316,Generic Congressional Vote,Gallup,"Republicans 48, Democrats 49",1,2012-11-06,2012,9.0
317,Generic Congressional Vote,Politico/GWU/Battleground,"Republicans 47, Democrats 46",-1,2012-11-06,2012,9.0
318,Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 35",11,2012-12-31,2012,7.0
319,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 38",6,2013-01-08,2013,7.0
320,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",6,2013-01-14,2013,7.0
321,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 39",5,2013-01-21,2013,7.0
322,Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 37",8,2013-01-28,2013,7.0
323,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 38",6,2013-02-04,2013,7.0
324,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 39",3,2013-02-11,2013,7.0
325,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",6,2013-02-18,2013,7.0
326,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 38",5,2013-02-25,2013,7.0
327,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 40",3,2013-03-04,2013,7.0
328,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 40",3,2013-03-11,2013,7.0
329,Generic Congressional Vote,Democracy Corps (D),"Democrats 46, Republicans 42",4,2013-03-14,2013,8.0
330,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 38",5,2013-03-18,2013,7.0
331,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 38",5,2013-03-25,2013,7.0
332,Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 37",7,2013-04-01,2013,7.0
333,Generic Congressional Vote,Quinnipiac,"Democrats 43, Republicans 35",8,2013-04-03,2013,11.0
334,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",3,2013-04-08,2013,7.0
335,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 38",4,2013-04-15,2013,7.0
336,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 39",2,2013-04-22,2013,7.0
337,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",-1,2013-04-29,2013,7.0
338,Generic Congressional Vote,Quinnipiac,"Democrats 41, Republicans 37",4,2013-05-01,2013,11.0
339,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2013-05-06,2013,7.0
340,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2013-05-13,2013,7.0
341,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",-1,2013-05-20,2013,7.0
342,Generic Congressional Vote,ABC News/Wash Post,"Democrats 48, Republicans 40",8,2013-05-23,2013,13.0
343,Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 39",2,2013-05-27,2013,7.0
344,Generic Congressional Vote,Quinnipiac,"Democrats 38, Republicans 38",0,2013-05-30,2013,11.0
345,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 40",0,2013-06-03,2013,7.0
346,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2013-06-10,2013,7.0
347,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",0,2013-06-17,2013,7.0
348,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 39",1,2013-06-24,2013,7.0
349,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",-1,2013-07-01,2013,7.0
350,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",-1,2013-07-08,2013,7.0
351,Generic Congressional Vote,Quinnipiac,"Democrats 39, Republicans 34",5,2013-07-12,2013,11.0
352,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",-1,2013-07-15,2013,7.0
353,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2013-07-22,2013,7.0
354,Generic Congressional Vote,Democracy Corps (D),"Democrats 43, Republicans 44",-1,2013-07-23,2013,8.0
355,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",1,2013-07-29,2013,7.0
356,Generic Congressional Vote,Quinnipiac,"Democrats 40, Republicans 36",4,2013-08-02,2013,11.0
357,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 41",-3,2013-08-05,2013,7.0
358,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",0,2013-08-12,2013,7.0
359,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 38",0,2013-08-19,2013,7.0
360,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",-1,2013-08-26,2013,7.0
361,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 37",2,2013-09-02,2013,7.0
362,Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",0,2013-09-09,2013,7.0
363,Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 38",0,2013-09-16,2013,7.0
364,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 37",3,2013-09-23,2013,7.0
365,Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 38",4,2013-09-30,2013,7.0
366,Generic Congressional Vote,Quinnipiac,"Democrats 43, Republicans 34",9,2013-10-01,2013,11.0
367,Generic Congressional Vote,PPP (D),"Democrats 45, Republicans 40",5,2013-10-01,2013,9.0
368,Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 40",0,2013-10-08,2013,7.0
369,Generic Congressional Vote,PPP (D),"Democrats 46, Republicans 41",5,2013-10-09,2013,9.0
370,Generic Congressional Vote,Democracy Corps (D),"Democrats 47, Republicans 43",4,2013-10-09,2013,8.0
371,Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 38",7,2013-10-14,2013,7.0
372,Generic Congressional Vote,Pew Research,"Democrats 49, Republicans 43",6,2013-10-15,2013,8.0
373,Generic Congressional Vote,CNN/Opinion Research,"Democrats 50, Republicans 42",8,2013-10-21,2013,10.0
374,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 36",7,2013-10-21,2013,7.0
375,Generic Congressional Vote,ABC News/Wash Post,"Democrats 48, Republicans 40",8,2013-10-22,2013,13.0
376,Generic Congressional Vote,FOX News,"Democrats 45, Republicans 37",8,2013-10-23,2013,12.0
377,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",6,2013-10-28,2013,7.0
378,2014 Generic Congressional Vote,PPP (D),"Republicans 38, Democrats 44",6,2013-11-01,2013,9.0
379,Generic Congressional Vote,PPP (D),"Democrats 44, Republicans 38",6,2013-11-01,2013,9.0
380,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 43",6,2013-11-04,2013,7.0
381,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 41, Democrats 44",3,2013-11-04,2013,9.0
382,Generic Congressional Vote,GWU/Battleground,"Democrats 44, Republicans 41",3,2013-11-04,2013,9.0
383,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",6,2013-11-04,2013,7.0
384,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 41",2,2013-11-11,2013,7.0
385,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 40",-3,2013-11-13,2013,12.0
386,2014 Generic Congressional Vote,Quinnipiac,"Republicans 39, Democrats 39",0,2013-11-13,2013,11.0
387,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 39",-1,2013-11-19,2013,7.0
388,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 41",1,2013-11-25,2013,7.0
389,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 47",-2,2013-11-26,2013,10.0
390,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",-5,2013-12-02,2013,7.0
391,2014 Generic Congressional Vote,McClatchy/Marist,"Republicans 43, Democrats 43",0,2013-12-09,2013,12.0
392,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",-5,2013-12-09,2013,7.0
393,2014 Generic Congressional Vote,Quinnipiac,"Republicans 41, Democrats 38",-3,2013-12-10,2013,11.0
394,2014 Generic Congressional Vote,USA Today/Pew Research,"Republicans 44, Democrats 48",4,2013-12-13,2013,8.0
395,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",0,2013-12-16,2013,7.0
396,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 43",0,2013-12-19,2013,12.0
397,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 42, Democrats 39",-3,2013-12-24,2013,7.0
398,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 44",-5,2013-12-26,2013,10.0
399,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",0,2013-12-30,2013,7.0
400,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 40",2,2014-01-06,2014,7.0
401,2014 Generic Congressional Vote,Quinnipiac,"Republicans 38, Democrats 37",-1,2014-01-08,2014,11.0
402,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 41",4,2014-01-13,2014,7.0
403,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 35, Democrats 41",6,2014-01-20,2014,7.0
404,2014 Generic Congressional Vote,Quinnipiac,"Republicans 38, Democrats 37",-1,2014-01-21,2014,11.0
405,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 43, Democrats 41",-2,2014-01-22,2014,9.0
406,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 46, Democrats 45",-1,2014-01-26,2014,13.0
407,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 37",5,2014-01-27,2014,7.0
408,2014 Generic Congressional Vote,FOX News,"Democrats 41, Republicans 43",-2,2014-01-27,2014,12.0
409,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 42",5,2014-01-27,2014,7.0
410,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 41",-2,2014-01-27,2014,12.0
411,2014 Generic Congressional Vote,PPP (D),"Democrats 40, Republicans 42",-2,2014-01-28,2014,9.0
412,2014 Generic Congressional Vote,PPP (D),"Republicans 42, Democrats 40",-2,2014-01-28,2014,9.0
413,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",-1,2014-02-03,2014,7.0
414,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2014-02-10,2014,7.0
415,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 46, Republicans 44",2,2014-02-12,2014,12.0
416,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",4,2014-02-18,2014,7.0
417,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",4,2014-02-24,2014,7.0
418,2014 Generic Congressional Vote,CBS News/NY Times,"Democrats 39, Republicans 42",-3,2014-02-26,2014,11.0
419,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 36",3,2014-03-03,2014,7.0
420,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 46, Republicans 45",1,2014-03-04,2014,13.0
421,2014 Generic Congressional Vote,FOX News,"Democrats 40, Republicans 38",2,2014-03-06,2014,12.0
422,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",0,2014-03-10,2014,7.0
423,2014 Generic Congressional Vote,PPP (D),"Democrats 43, Republicans 40",3,2014-03-11,2014,9.0
424,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",-1,2014-03-17,2014,7.0
425,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",4,2014-03-24,2014,7.0
426,2014 Generic Congressional Vote,GWU/Battleground,"Democrats 43, Republicans 43",0,2014-03-25,2014,9.0
427,2014 Generic Congressional Vote,CBS News,"Democrats 39, Republicans 39",0,2014-03-25,2014,11.0
428,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",1,2014-03-31,2014,7.0
429,2014 Generic Congressional Vote,Quinnipiac,"Democrats 40, Republicans 38",2,2014-04-02,2014,11.0
430,2014 Generic Congressional Vote,NPR/GQR/Resurgent,"Democrats 44, Republicans 43",1,2014-04-03,2014,8.0
431,2014 Generic Congressional Vote,Reason-Rupe/PSRAI,"Democrats 40, Republicans 36",4,2014-04-03,2014,0.0
432,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 39",1,2014-04-07,2014,7.0
433,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2014-04-14,2014,7.0
434,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 48, Republicans 42",6,2014-04-16,2014,12.0
435,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 41",-1,2014-04-21,2014,7.0
436,2014 Generic Congressional Vote,FOX News,"Democrats 41, Republicans 44",-3,2014-04-22,2014,12.0
437,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 40",-2,2014-04-28,2014,7.0
438,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 45, Republicans 44",1,2014-04-29,2014,13.0
439,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",4,2014-05-05,2014,7.0
440,2014 Generic Congressional Vote,CNN/Opinion Research,"Democrats 45, Republicans 46",-1,2014-05-05,2014,10.0
441,2014 Generic Congressional Vote,USA Today/Pew Research,"Democrats 43, Republicans 47",-4,2014-05-05,2014,8.0
442,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2014-05-12,2014,7.0
443,2014 Generic Congressional Vote,FOX News,"Democrats 43, Republicans 40",3,2014-05-15,2014,12.0
444,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",4,2014-05-19,2014,7.0
445,2014 Generic Congressional Vote,CBS News,"Democrats 40, Republicans 39",1,2014-05-22,2014,11.0
446,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 38",4,2014-05-26,2014,7.0
447,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",3,2014-06-02,2014,7.0
448,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 45",2,2014-06-03,2014,13.0
449,2014 Generic Congressional Vote,FOX News,"Democrats 39, Republicans 43",-4,2014-06-05,2014,12.0
450,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",4,2014-06-09,2014,7.0
451,2014 Generic Congressional Vote,Bloomberg,"Democrats 43, Republicans 43",0,2014-06-12,2014,0.0
452,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 37",2,2014-06-16,2014,7.0
453,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2014-06-23,2014,7.0
454,2014 Generic Congressional Vote,CBS News/NY Times,"Democrats 42, Republicans 39",3,2014-06-24,2014,11.0
455,2014 Generic Congressional Vote,FOX News,"Democrats 42, Republicans 42",0,2014-06-25,2014,12.0
456,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",2,2014-06-30,2014,7.0
457,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",3,2014-07-07,2014,7.0
458,2014 Generic Congressional Vote,Quinnipiac,"Democrats 41, Republicans 39",2,2014-07-08,2014,11.0
459,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",1,2014-07-14,2014,7.0
460,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",0,2014-07-21,2014,7.0
461,2014 Generic Congressional Vote,Pew Research,"Democrats 47, Republicans 45",2,2014-07-24,2014,8.0
462,2014 Generic Congressional Vote,CNN/Opinion Research,"Democrats 48, Republicans 44",4,2014-07-27,2014,10.0
463,2014 Generic Congressional Vote,FOX News,"Democrats 43, Republicans 41",2,2014-07-28,2014,12.0
464,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 39",2,2014-07-28,2014,7.0
465,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 42",-4,2014-08-04,2014,7.0
466,2014 Generic Congressional Vote,CBS News,"Democrats 41, Republicans 37",4,2014-08-06,2014,11.0
467,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",-1,2014-08-11,2014,7.0
468,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 38, Republicans 43",-5,2014-08-12,2014,12.0
469,2014 Generic Congressional Vote,Reason-Rupe/PSRAI,"Democrats 42, Republicans 41",1,2014-08-14,2014,0.0
470,2014 Generic Congressional Vote,FOX News,"Republicans 39, Democrats 46",7,2014-08-15,2014,12.0
471,2014 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 39",7,2014-08-15,2014,12.0
472,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 39",0,2014-08-18,2014,7.0
473,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",0,2014-08-18,2014,7.0
474,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 39",-1,2014-08-25,2014,7.0
475,2014 Generic Congressional Vote,USA Today/Pew Research,"Republicans 42, Democrats 47",5,2014-08-26,2014,8.0
476,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 40",-1,2014-09-01,2014,7.0
477,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 46, Democrats 42",-4,2014-09-03,2014,9.0
478,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 39",-2,2014-09-08,2014,7.0
479,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 47, Democrats 44",-3,2014-09-09,2014,13.0
480,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 45",-4,2014-09-10,2014,10.0
481,2014 Generic Congressional Vote,FOX News,"Republicans 47, Democrats 40",-7,2014-09-11,2014,12.0
482,2014 Generic Congressional Vote,Pew Research,"Republicans 47, Democrats 44",-3,2014-09-12,2014,8.0
483,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 41",3,2014-09-15,2014,7.0
484,2014 Generic Congressional Vote,CBS News/NY Times,"Republicans 49, Democrats 42",-7,2014-09-17,2014,11.0
485,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",0,2014-09-22,2014,7.0
486,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 40",1,2014-09-29,2014,7.0
487,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 45, Democrats 47",2,2014-09-30,2014,10.0
488,2014 Generic Congressional Vote,FOX News,"Republicans 47, Democrats 40",-7,2014-10-02,2014,12.0
489,2014 Generic Congressional Vote,McClatchy/Marist,"Republicans 44, Democrats 45",1,2014-10-03,2014,12.0
490,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 41",2,2014-10-06,2014,7.0
491,2014 Generic Congressional Vote,CBS News,"Republicans 49, Democrats 43",-6,2014-10-08,2014,11.0
492,2014 Generic Congressional Vote,Gallup,"Republicans 47, Democrats 46",-1,2014-10-10,2014,9.0
493,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",0,2014-10-13,2014,7.0
494,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 50, Democrats 43",-7,2014-10-15,2014,13.0
495,2014 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 48, Democrats 47",-1,2014-10-15,2014,11.0
496,2014 Generic Congressional Vote,FOX News,"Republicans 45, Democrats 42",-3,2014-10-15,2014,12.0
497,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 41",0,2014-10-20,2014,7.0
498,2014 Generic Congressional Vote,Associated Press/GfK,"Republicans 40, Democrats 32",-8,2014-10-22,2014,9.0
499,2014 Generic Congressional Vote,Pew Research,"Republicans 46, Democrats 47",1,2014-10-23,2014,8.0
500,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 41",-2,2014-10-27,2014,7.0
501,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 46, Democrats 47",1,2014-10-27,2014,10.0
502,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 50, Democrats 44",-6,2014-10-28,2014,13.0
503,2014 Generic Congressional Vote,FOX News,"Republicans 44, Democrats 45",1,2014-10-28,2014,12.0
504,2014 Generic Congressional Vote,CBS News,"Republicans 50, Democrats 42",-8,2014-10-29,2014,11.0
505,2014 Generic Congressional Vote,USA Today/PSRAI,"Republicans 42, Democrats 43",1,2014-10-30,2014,0.0
506,2014 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 48, Democrats 48",0,2014-11-02,2014,11.0
507,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 41",-3,2014-11-03,2014,7.0
508,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 39",0,2015-04-17,2015,7.0
509,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 38",-1,2015-04-24,2015,7.0
