,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Unnamed: 0,Year
188,New York 1st District - Altschuler vs. Bishop,Siena,"Bishop 52, Altschuler 39",Bishop +13,2012-09-13,5668.0,2012.0
189,New York 18th District - Hayworth vs. Maloney,Siena,"Hayworth 46, Maloney 33",Hayworth +13,2012-09-18,5732.0,2012.0
190,Washington 1st District - Koster vs. DelBene,SurveyUSA,"Koster 46, DelBene 42",Koster +4,2012-09-19,5766.0,2012.0
191,Michigan 1st District - Benishek vs. McDowell,PPP (D),"McDowell 44, Benishek 42",McDowell +2,2012-09-20,5787.0,2012.0
192,Nevada 4th District - Tarkanian vs. Horsford,LVRJ/SurveyUSA,"Tarkanian 45, Horsford 42",Tarkanian +3,2012-09-21,5813.0,2012.0
193,New York 19th District - Gibson vs. Schreibman,Siena,"Gibson 52, Schreibman 36",Gibson +16,2012-09-21,5818.0,2012.0
194,Arkansas 1st District - Crawford vs. Ellington,Talk Business Poll,"Crawford 53, Ellington 28",Crawford +25,2012-09-24,5849.0,2012.0
195,Nebraska 2nd District - Terry vs. Ewing,Omaha World-Herald,"Terry 51, Ewing 38",Terry +13,2012-09-24,5850.0,2012.0
196,Arkansas 4th District - Cotton vs. Jeffress,Talk Business Poll,"Cotton 51, Jeffress 22",Cotton +29,2012-09-24,5854.0,2012.0
197,Illinois 8th District - Walsh vs. Duckworth,PPP (D),"Duckworth 52, Walsh 38",Duckworth +14,2012-09-25,5863.0,2012.0
198,New York 11th District - Grimm vs. Murphy,Siena,"Grimm 48, Murphy 38",Grimm +10,2012-09-25,5867.0,2012.0
199,New York 25th District - Brooks vs. Slaughter,Siena,"Slaughter 52, Brooks 42",Slaughter +10,2012-09-27,5897.0,2012.0
200,Washington 6th District - Driscoll vs. Kilmer,SurveyUSA,"Kilmer 52, Driscoll 37",Kilmer +15,2012-09-28,5926.0,2012.0
201,Massachusetts 6th District - Tisei vs. Tierney,Boston Globe,"Tisei 37, Tierney 31",Tisei +6,2012-10-01,5949.0,2012.0
202,Rhode Island 1st District - Doherty vs. Cicilline,WPRI/Fleming,"Cicilline 44, Doherty 38",Cicilline +6,2012-10-02,6002.0,2012.0
203,Utah 4th District - Love vs. Matheson,Deseret News/KSL,"Love 49, Matheson 43",Love +6,2012-10-02,6007.0,2012.0
204,New Hampshire 2nd District - Bass vs. Kuster,WMUR/UNH,"Kuster 42, Bass 41",Kuster +1,2012-10-04,6052.0,2012.0
205,New Hampshire 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 38, Shea-Porter 47",Shea-Porter +9,2012-10-04,6054.0,2012.0
206,New Jersey 3rd District - Runyan vs. Adler,Richard Stockton Col.,"Runyan 49, Adler 39",Runyan +10,2012-10-05,6062.0,2012.0
207,New York 27th District - Collins vs. Hochul,Siena,"Collins 47, Hochul 47",Tie,2012-10-07,6079.0,2012.0
208,Rhode Island 1st District - Doherty vs. Cicilline,Brown University,"Cicilline 46, Doherty 40",Cicilline +6,2012-10-10,6143.0,2012.0
209,New Hampshire 2nd District - Bass vs. Kuster,WMUR/UNH,"Kuster 38, Bass 35",Kuster +3,2012-10-11,6175.0,2012.0
210,New Hampshire 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 45, Shea-Porter 35",Guinta +10,2012-10-11,6176.0,2012.0
211,Illinois 8th District - Walsh vs. Duckworth,WeAskAmerica,"Duckworth 45, Walsh 48",Walsh +3,2012-10-12,6199.0,2012.0
212,New York 25th District - Brooks vs. Slaughter,Siena,"Slaughter 49, Brooks 44",Slaughter +5,2012-10-14,6212.0,2012.0
213,Virginia 2nd District - Rigell vs. Hirschbiel,Virginian-Pilot/CNU,"Rigell 44, Hirschbiel 32",Rigell +12,2012-10-15,6240.0,2012.0
214,Minnesota 6th District - Bachmann vs. Graves,KSTP/SurveyUSA,"Bachmann 50, Graves 41",Bachmann +9,2012-10-16,6261.0,2012.0
215,New Mexico 1st District - Arnold-Jones vs. Grisham,Albuquerque Journal,"Grisham 51, Arnold-Jones 37",Grisham +14,2012-10-16,6262.0,2012.0
216,Florida 22nd District - Hasner vs. Frankel,PPP (D),"Frankel 47, Hasner 44",Frankel +3,2012-10-18,6287.0,2012.0
217,Florida 22nd District - Hasner vs. Frankel,Sunshine State News/VSS,"Frankel 47, Hasner 47",Tie,2012-10-18,6288.0,2012.0
218,Florida 18th District - West vs. Murphy,PPP (D),"West 51, Murphy 42",West +9,2012-10-19,6308.0,2012.0
219,Florida 18th District - West vs. Murphy,Sunshine State News/VSS,"West 49, Murphy 48",West +1,2012-10-19,6319.0,2012.0
220,New York 18th District - Hayworth vs. Maloney,Siena,"Hayworth 49, Maloney 42",Hayworth +7,2012-10-19,6320.0,2012.0
221,California 52nd District - Bilbray vs. Peters,U-T San Diego,"Bilbray 47, Peters 38",Bilbray +9,2012-10-20,6331.0,2012.0
222,Michigan 3rd District - Amash vs. Pestka,Glengariff Group (R),"Pestka 35, Amash 34",Pestka +1,2012-10-22,6376.0,2012.0
223,Minnesota 6th District - Bachmann vs. Graves,Star Tribune,"Bachmann 51, Graves 45",Bachmann +6,2012-10-22,6377.0,2012.0
224,Minnesota 8th District - Cravaack vs. Nolan,Star Tribune,"Nolan 50, Cravaack 43",Nolan +7,2012-10-22,6378.0,2012.0
225,Washington 1st District - Koster vs. DelBene,SurveyUSA,"DelBene 47, Koster 44",DelBene +3,2012-10-23,6389.0,2012.0
226,Michigan 11th District - Bentivolio vs. Taj,Baydoun/Foster (D),"Bentivolio 47, Taj 39",Bentivolio +8,2012-10-24,6407.0,2012.0
227,New Hampshire 1st District - Guinta vs. Shea-Porter,UNH,"Guinta 41, Shea-Porter 38",Guinta +3,2012-10-25,6427.0,2012.0
228,New Hampshire 2nd District - Bass vs. Kuster,UNH,"Kuster 39, Bass 36",Kuster +3,2012-10-25,6428.0,2012.0
229,Illinois 8th District - Walsh vs. Duckworth,Chicago Tribune,"Duckworth 50, Walsh 40",Duckworth +10,2012-10-26,6451.0,2012.0
230,Maryland 6th District - Bartlett vs. Delaney,Baltimore Sun,"Delaney 42, Bartlett 41",Delaney +1,2012-10-29,6523.0,2012.0
231,New York 19th District - Gibson vs. Schreibman,Siena,"Gibson 48, Schreibman 43",Gibson +5,2012-10-30,6544.0,2012.0
232,New Mexico 1st District - Arnold-Jones vs. Grisham,Albuquerque Journal,"Grisham 51, Arnold-Jones 36",Grisham +15,2012-10-30,6561.0,2012.0
233,Rhode Island 1st District - Doherty vs. Cicilline,WPRI/Fleming,"Cicilline 43, Doherty 42",Cicilline +1,2012-10-31,6589.0,2012.0
234,Nevada 4th District - Tarkanian vs. Horsford,LVRJ/SurveyUSA,"Tarkanian 47, Horsford 42",Tarkanian +5,2012-10-31,6590.0,2012.0
235,New York 25th District - Brooks vs. Slaughter,Siena,"Slaughter 52, Brooks 42",Slaughter +10,2012-11-01,6619.0,2012.0
236,New York 21st District - Doheny vs. Owens,Siena,"Owens 44, Doheny 43",Owens +1,2012-11-01,6620.0,2012.0
237,California 52nd District - Bilbray vs. Peters,SurveyUSA,"Peters 46, Bilbray 46",Tie,2012-11-01,6621.0,2012.0
238,New York 11th District - Grimm vs. Murphy,Siena,"Grimm 52, Murphy 34",Grimm +18,2012-11-01,6624.0,2012.0
239,Utah 4th District - Love vs. Matheson,Mason-Dixon,"Love 52, Matheson 40",Love +12,2012-11-02,6646.0,2012.0
240,New Hampshire 2nd District - Bass vs. Kuster,New England College,"Kuster 47, Bass 41",Kuster +6,2012-11-02,6647.0,2012.0
241,New Hampshire 1st District - Guinta vs. Shea-Porter,New England College,"Shea-Porter 41, Guinta 48",Guinta +7,2012-11-02,6654.0,2012.0
242,Oklahoma 2nd District - Mullin vs. Wallace,Sooner Poll,"Mullin 45, Wallace 33",Mullin +12,2012-11-03,6681.0,2012.0
243,New York 24th District - Buerkle vs. Maffei,Siena,"Maffei 44, Buerkle 44",Tie,2012-11-03,6682.0,2012.0
244,Maine 2nd District - Raye vs. Michaud,Critical Insights,"Michaud 55, Raye 36",Michaud +19,2012-11-04,6735.0,2012.0
245,New York 27th District - Collins vs. Hochul,Siena,"Collins 48, Hochul 47",Collins +1,2012-11-04,6739.0,2012.0
246,Maine 2nd District - Raye vs. Michaud,MPRC (D),"Michaud 50, Raye 46",Michaud +4,2012-11-05,6781.0,2012.0
247,New Hampshire 2nd District - Bass vs. Kuster,WMUR/UNH,"Kuster 53, Bass 43",Kuster +10,2012-11-05,6782.0,2012.0
248,New Hampshire 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Shea-Porter 49, Guinta 46",Shea-Porter +3,2012-11-05,6783.0,2012.0
249,Minnesota 8th District - Cravaack vs. Nolan,KSTP/SurveyUSA,"Nolan 47, Cravaack 45",Nolan +2,2012-11-05,6784.0,2012.0
250,South Carolina 1st District Special Election - Sanford vs. Colbert Busch,PPP (D),"Sanford 41, Colbert Busch 50",Colbert Busch +9,2013-04-22,6980.0,2013.0
251,South Carolina 1st District Special Election - Sanford vs. Colbert Busch,PPP (D),"Sanford 47, Colbert Busch 46",Sanford +1,2013-05-06,7004.0,2013.0
252,New Hampshire 2nd District - Lambert vs. Kuster,WMUR/UNH,"Lambert 34, Kuster 33",Lambert +1,2013-10-18,7635.0,2013.0
253,New Hampshire 1st District - Innis vs. Shea-Porter,WMUR/UNH,"Shea-Porter 43, Innis 32",Shea-Porter +11,2013-10-18,7636.0,2013.0
254,New Hampshire 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Shea-Porter 48, Guinta 32",Shea-Porter +16,2013-10-18,7637.0,2013.0
255,New Hampshire 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 45, Shea-Porter 39",Guinta +6,2014-02-04,8179.0,2014.0
256,New Hampshire 1st District - Innis vs. Shea-Porter,WMUR/UNH,"Shea-Porter 43, Innis 33",Shea-Porter +10,2014-02-04,8180.0,2014.0
257,New Hampshire 2nd District - Lambert vs. Kuster,WMUR/UNH,"Kuster 38, Lambert 34",Kuster +4,2014-02-04,8181.0,2014.0
258,New Hampshire 2nd District - Garcia vs. Kuster,WMUR/UNH,"Kuster 36, Garcia 30",Kuster +6,2014-02-04,8182.0,2014.0
259,Alaska At-Large District - Young vs. Moore,PPP (D)*,"Young 50, Moore 22",Young +28,2014-02-04,8183.0,2014.0
260,Florida 13th District Special - Jolly vs. Sink,TB Times/Bay News 9/WUSF,"Sink 42, Jolly 35",Sink +7,2014-02-13,8243.0,2014.0
261,New Hampshire 2nd District - Lambert vs. Kuster,WMUR/UNH,"Kuster 38, Lambert 31",Kuster +7,2014-04-17,8640.0,2014.0
262,New Hampshire 1st District - Innis vs. Shea-Porter,WMUR/UNH,"Shea-Porter 45, Innis 29",Shea-Porter +16,2014-04-17,8641.0,2014.0
263,New Hampshire 2nd District - Garcia vs. Kuster,WMUR/UNH,"Kuster 34, Garcia 33",Kuster +1,2014-04-17,8642.0,2014.0
264,New Hampshire 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Shea-Porter 44, Guinta 35",Shea-Porter +9,2014-04-17,8643.0,2014.0
265,Florida 19th District Special Election - Republican Primary,News-Press/WINK/PPP (D),"Clawson 38, Benacquisto 19, Dreikorn 18, Kreegel 17",Clawson +19,2014-04-18,8650.0,2014.0
266,New York 13th District - Democratic Primary,NY Times/NY1/Siena,"Rangel 41, Espaillat 32, Walrond 6, Garcia 5",Rangel +9,2014-05-22,8888.0,2014.0
267,California 52nd District - DeMaio vs. Peters,SurveyUSA,"DeMaio 51, Peters 44",DeMaio +7,2014-06-16,9046.0,2014.0
268,Michigan 3rd District - Republican Primary,EPIC-MRA,"Amash 55, Ellis 35",Amash +20,2014-06-17,9050.0,2014.0
269,New York 13th District - Democratic Primary,NY1/Siena,"Rangel 47, Espaillat 34, Walrond 7, Garcia 4",Rangel +13,2014-06-20,9077.0,2014.0
270,Maine 2nd District - Poliquin vs. Cain,Portland Press Herald,"Cain 44, Poliquin 39",Cain +5,2014-06-23,9080.0,2014.0
271,New Hampshire 2nd District - Lawrence vs. Kuster,WMUR/UNH,"Kuster 48, Lawrence 36",Kuster +12,2014-07-08,9143.0,2014.0
272,New Hampshire 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 47, Shea-Porter 43",Guinta +4,2014-07-08,9151.0,2014.0
273,New Hampshire 1st District - Innis vs. Shea-Porter,WMUR/UNH,"Shea-Porter 46, Innis 39",Shea-Porter +7,2014-07-08,9152.0,2014.0
274,New Hampshire 2nd District - Lambert vs. Kuster,WMUR/UNH,"Kuster 46, Lambert 38",Kuster +8,2014-07-08,9153.0,2014.0
275,New Hampshire 2nd District - Garcia vs. Kuster,WMUR/UNH,"Kuster 50, Garcia 36",Kuster +14,2014-07-08,9154.0,2014.0
276,Michigan 14th District - Democratic Primary,EPIC-MRA,"Clarke 39, Lawrence 28, Hobbs 20, Foster 4",Clarke +11,2014-07-17,9212.0,2014.0
277,Michigan 11th District - GOP Primary (Aug. 5),EPIC-MRA,"Trott 53, Bentivolio 31",Trott +22,2014-07-17,9214.0,2014.0
278,Michigan 14th District - Dem Primary (Aug. 5),EPIC-MRA,"Clarke 39, Lawrence 28, Hobbs 20, Foster 4",Clarke +11,2014-07-17,9215.0,2014.0
279,Michigan 4th District - GOP Primary (Aug. 5),EPIC-MRA,"Mitchell 50, Moolenaar 27, Konetchy 7",Mitchell +23,2014-07-17,9216.0,2014.0
280,Michigan 11th District - Republican Primary,EPIC-MRA,"Trott 53, Bentivolio 31",Trott +22,2014-07-17,9217.0,2014.0
281,Kansas 4th District - GOP Primary (Aug. 5),SurveyUSA,"Pompeo 46, Tiahrt 39",Pompeo +7,2014-07-24,9267.0,2014.0
282,Arkansas 1st District - Crawford vs. McPherson,Talk Business Poll*,"Crawford 48, McPherson 33",Crawford +15,2014-08-02,9382.0,2014.0
283,Arkansas 4th District - Westerman vs. Witt,Talk Business Poll*,"Westerman 48, Witt 34",Westerman +14,2014-08-02,9383.0,2014.0
284,Arkansas 2nd District - Hill vs. Hays,Talk Business Poll*,"Hill 44, Hays 43",Hill +1,2014-08-02,9384.0,2014.0
285,Utah 4th District - Love vs. Owens,UtahPolicy/Dan Jones,"Love 44, Owens 32",Love +12,2014-08-12,9449.0,2014.0
286,New Hampshire 1st District - Innis vs. Shea-Porter,WMUR/UNH,"Shea-Porter 44, Innis 37",Shea-Porter +7,2014-08-21,9499.0,2014.0
287,New Hampshire 2nd District - Garcia vs. Kuster,WMUR/UNH,"Kuster 39, Garcia 36",Kuster +3,2014-08-21,9500.0,2014.0
288,New Hampshire 2nd District - Lambert vs. Kuster,WMUR/UNH,"Kuster 41, Lambert 35",Kuster +6,2014-08-21,9501.0,2014.0
289,New Hampshire 2nd District - Lawrence vs. Kuster,WMUR/UNH,"Kuster 40, Lawrence 32",Kuster +8,2014-08-21,9502.0,2014.0
290,N.H. 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 45, Shea-Porter 41",Guinta +4,2014-08-21,9503.0,2014.0
291,Massachusetts 6th District - Democratic Primary (September 9),Emerson College,"Tierney 47, Moulton 44, DeFranco 4",Tierney +3,2014-09-06,9592.0,2014.0
292,Massachusetts 6th District - Tisei vs. Tierney,Emerson College,"Tisei 51, Tierney 43",Tisei +8,2014-09-06,9593.0,2014.0
293,Massachusetts 6th District - Tisei vs. Moulton,Emerson College,"Moulton 44, Tisei 36",Moulton +8,2014-09-06,9594.0,2014.0
294,Massachusetts 6th District - Democratic Primary (September 9),Remington Research Group (R),"Tierney 43, Moulton 42, DeFranco 4",Tierney +1,2014-09-08,9640.0,2014.0
295,Iowa 4th District - King vs. Mowrer,Loras College,"King 47, Mowrer 36",King +11,2014-09-10,9683.0,2014.0
296,Iowa 3rd District - Young vs. Appel,Loras College,"Appel 40, Young 34",Appel +6,2014-09-10,9684.0,2014.0
297,Iowa 2nd District - Miller-Meeks vs. Loebsack,Loras College,"Loebsack 49, Miller-Meeks 32",Loebsack +17,2014-09-10,9685.0,2014.0
298,California 21st District - Valadao vs. Renteria,SurveyUSA,"Valadao 56, Renteria 37",Valadao +19,2014-09-10,9686.0,2014.0
299,Iowa 1st District - Blum vs. Murphy,Loras College,"Murphy 35, Blum 33",Murphy +2,2014-09-10,9691.0,2014.0
300,New York 21st District - Stefanik vs. Woolf,Siena*,"Stefanik 46, Woolf 33",Stefanik +13,2014-09-12,9747.0,2014.0
301,New York 19th District - Gibson vs. Eldridge,Siena,"Gibson 57, Eldridge 33",Gibson +24,2014-09-12,9748.0,2014.0
302,New Jersey 3rd District - MacArthur vs. Belgard,Richard Stockton College,"MacArthur 42, Belgard 42",Tie,2014-09-16,9787.0,2014.0
303,California 52nd District - DeMaio vs. Peters,U-T San Diego/SurveyUSA,"DeMaio 46, Peters 47",Peters +1,2014-09-17,9808.0,2014.0
304,New York 11th District - Grimm vs. Recchia,Siena*,"Grimm 44, Recchia 40",Grimm +4,2014-09-17,9814.0,2014.0
305,N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 42, Shea-Porter 46",Shea-Porter +4,2014-09-18,9824.0,2014.0
306,New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 50, Garcia 37",Kuster +13,2014-09-18,9828.0,2014.0
307,New York 1st District - Zeldin vs. Bishop,Siena,"Bishop 51, Zeldin 41",Bishop +10,2014-09-18,9829.0,2014.0
308,New York 4th District - Rice vs. Blakeman,Siena,"Rice 55, Blakeman 37",Rice +18,2014-09-19,9835.0,2014.0
309,New York 18th District - Hayworth vs. Maloney,Siena,"Maloney 50, Hayworth 42",Maloney +8,2014-09-19,9837.0,2014.0
310,New York 24th District - Katko vs. Maffei,Siena,"Maffei 50, Katko 42",Maffei +8,2014-09-22,9848.0,2014.0
311,Minnesota 2nd District - Kline vs. Obermueller,Remington Research Group (R)*,"Kline 54, Obermueller 32",Kline +22,2014-09-22,9849.0,2014.0
312,Hawaii 1st District - Djou vs. Takai,Honolulu Civil Beat/MRG,"Djou 46, Takai 42",Djou +4,2014-09-23,9856.0,2014.0
313,N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 45, Shea-Porter 45",Tie,2014-09-24,9874.0,2014.0
314,New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 49, Garcia 38",Kuster +11,2014-09-24,9875.0,2014.0
315,Massachusetts 6th District - Tisei vs. Moulton,WBUR/MassINC,"Tisei 39, Moulton 47",Moulton +8,2014-09-26,9897.0,2014.0
316,Maine 2nd District - Poliquin vs. Cain,Portland Press Herald*,"Cain 30, Poliquin 40",Poliquin +10,2014-09-28,9907.0,2014.0
317,North Carolina 2nd District - Ellmers vs. Aiken,SurveyUSA/Civitas (R),"Ellmers 47, Aiken 39",Ellmers +8,2014-09-30,9929.0,2014.0
318,Massachusetts 6th District - Tisei vs. Moulton,Emerson College,"Tisei 41, Moulton 39",Tisei +2,2014-10-01,9951.0,2014.0
319,N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 51, Shea-Porter 41",Guinta +10,2014-10-02,9962.0,2014.0
320,New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 50, Garcia 39",Kuster +11,2014-10-02,9963.0,2014.0
321,New York 21st District - Stefanik vs. Woolf,Harper (R)*,"Stefanik 45, Woolf 37",Stefanik +8,2014-10-02,9964.0,2014.0
322,Illinois 17th District - Schilling vs. Bustos,WeAskAmerica,"Bustos 50, Schilling 41",Bustos +9,2014-10-06,10045.0,2014.0
323,New Jersey 2nd District - LoBiondo vs. Hughes,Richard Stockton College,"LoBiondo 47, Hughes 42",LoBiondo +5,2014-10-06,10047.0,2014.0
324,Illinois 10th District - Dold vs. Schneider,WeAskAmerica,"Schneider 46, Dold 44",Schneider +2,2014-10-06,10048.0,2014.0
325,Illinois 11th District - Senger vs. Foster,WeAskAmerica,"Foster 47, Senger 44",Foster +3,2014-10-06,10049.0,2014.0
326,Illinois 12th District - Bost vs. Enyart,WeAskAmerica*,"Bost 45, Enyart 40",Bost +5,2014-10-06,10050.0,2014.0
327,Illinois 13th District - Davis vs. Callis,WeAskAmerica,"Davis 51, Callis 38",Davis +13,2014-10-06,10051.0,2014.0
328,N.H. 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 39, Shea-Porter 42",Shea-Porter +3,2014-10-07,10066.0,2014.0
329,New Hampshire 2nd District - Garcia vs. Kuster,WMUR/UNH,"Kuster 37, Garcia 41",Garcia +4,2014-10-07,10067.0,2014.0
330,New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 50, Garcia 38",Kuster +12,2014-10-08,10091.0,2014.0
331,N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 44, Shea-Porter 47",Shea-Porter +3,2014-10-08,10092.0,2014.0
332,California 52nd District - DeMaio vs. Peters,U-T San Diego/SurveyUSA,"DeMaio 48, Peters 45",DeMaio +3,2014-10-08,10100.0,2014.0
333,Minnesota 7th District - Westrom vs. Peterson,SurveyUSA,"Peterson 50, Westrom 41",Peterson +9,2014-10-10,10148.0,2014.0
334,Florida 26th District - Curbelo vs. Garcia,Saint Leo University,"Curbelo 46, Garcia 42",Curbelo +4,2014-10-12,10170.0,2014.0
335,Maine 2nd District - Poliquin vs. Cain vs. Richardson,Pan Atlantic SMS,"Poliquin 33, Cain 36, Richardson 6",Cain +3,2014-10-14,10201.0,2014.0
336,N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 46, Shea-Porter 44",Guinta +2,2014-10-14,10203.0,2014.0
337,Iowa 3rd District - Young vs. Appel,Remington Research Group (R)*,"Young 46, Appel 42",Young +4,2014-10-14,10205.0,2014.0
338,Maine 2nd District - Poliquin vs. Cain,Pan Atlantic SMS*,"Cain 36, Poliquin 33",Cain +3,2014-10-14,10207.0,2014.0
339,New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 46, Garcia 43",Kuster +3,2014-10-14,10212.0,2014.0
340,Utah 4th District - Love vs. Owens,UtahPolicy/Dan Jones,"Love 49, Owens 40",Love +9,2014-10-14,10217.0,2014.0
341,New Jersey 3rd District - MacArthur vs. Belgard,Monmouth,"MacArthur 51, Belgard 41",MacArthur +10,2014-10-14,10218.0,2014.0
342,Maine 2nd District - Poliquin vs. Cain vs. Richardson,Critical Insights,"Poliquin 41, Cain 36, Richardson 6",Poliquin +5,2014-10-15,10235.0,2014.0
343,New Jersey 5th District - Garrett vs. Cho,Monmouth,"Garrett 48, Cho 43",Garrett +5,2014-10-15,10238.0,2014.0
344,New Jersey 2nd District - LoBiondo vs. Hughes,Monmouth,"LoBiondo 56, Hughes 35",LoBiondo +21,2014-10-16,10258.0,2014.0
345,Massachusetts 6th District - Tisei vs. Moulton,Emerson College,"Tisei 43, Moulton 40",Tisei +3,2014-10-16,10259.0,2014.0
346,Michigan 11th District - Trott vs. McKenzie,Mitchell Research,"Trott 47, McKenzie 35",Trott +12,2014-10-18,10270.0,2014.0
347,Montana At-Large District - Zinke vs. Lewis,MSU-Billings,"Zinke 40, Lewis 33",Zinke +7,2014-10-18,10271.0,2014.0
348,Minnesota 8th District - Mills vs. Nolan,KSTP/SurveyUSA*,"Mills 47, Nolan 39",Mills +8,2014-10-18,10272.0,2014.0
349,California 17th District - Honda vs. Khanna,SurveyUSA,"Honda 37, Khanna 35",Honda +2,2014-10-20,10277.0,2014.0
350,New Hampshire 2nd District - Garcia vs. Kuster,UMass Amherst/WBZ,"Kuster 43, Garcia 48",Garcia +5,2014-10-20,10284.0,2014.0
351,N.H. 1st District - Guinta vs. Shea-Porter,UMass Amherst/WBZ,"Guinta 37, Shea-Porter 54",Shea-Porter +17,2014-10-20,10285.0,2014.0
352,Arkansas 2nd District - Hill vs. Hays,Talk Business Poll*,"Hays 46, Hill 42",Hays +4,2014-10-21,10302.0,2014.0
353,Arkansas 4th District - Westerman vs. Witt,Talk Business Poll*,"Westerman 44, Witt 42",Westerman +2,2014-10-21,10303.0,2014.0
354,Arkansas 1st District - Crawford vs. McPherson,Talk Business Poll*,"Crawford 52, McPherson 30",Crawford +22,2014-10-21,10304.0,2014.0
355,Massachusetts 9th District - Chapman vs. Keating,Emerson College,"Keating 47, Chapman 44",Keating +3,2014-10-21,10305.0,2014.0
356,California 21st District - Valadao vs. Renteria,SurveyUSA,"Valadao 47, Renteria 42",Valadao +5,2014-10-22,10326.0,2014.0
357,New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 49, Garcia 43",Kuster +6,2014-10-22,10327.0,2014.0
358,N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 47, Shea-Porter 46",Guinta +1,2014-10-22,10328.0,2014.0
359,California 52nd District - DeMaio vs. Peters,U-T San Diego/SurveyUSA,"DeMaio 46, Peters 45",DeMaio +1,2014-10-22,10329.0,2014.0
360,New York 4th District - Rice vs. Blakeman,Siena,"Rice 52, Blakeman 42",Rice +10,2014-10-23,10355.0,2014.0
361,Hawaii 1st District - Djou vs. Takai,Honolulu Star-Advertiser,"Djou 47, Takai 47",Tie,2014-10-24,10369.0,2014.0
362,Maine 2nd District - Poliquin vs. Cain vs. Richardson,Portland Press Herald,"Poliquin 41, Cain 40, Richardson 8",Poliquin +1,2014-10-26,10422.0,2014.0
363,New York 21st District - Stefanik vs. Woolf,Siena,"Stefanik 50, Woolf 32, Funiciello 11",Stefanik +18,2014-10-27,10469.0,2014.0
364,Iowa 4th District - King vs. Mowrer,Loras College,"King 51, Mowrer 39",King +12,2014-10-27,10471.0,2014.0
365,Iowa 3rd District - Young vs. Appel,Loras College,"Young 46, Appel 44",Young +2,2014-10-27,10472.0,2014.0
366,Iowa 2nd District - Miller-Meeks vs. Loebsack,Loras College,"Loebsack 51, Miller-Meeks 38",Loebsack +13,2014-10-27,10473.0,2014.0
367,Iowa 1st District - Blum vs. Murphy,Loras College,"Blum 44, Murphy 42",Blum +2,2014-10-27,10474.0,2014.0
368,Alaska At-Large District - Young vs. Dunbar vs. McDermott,Ivan Moore Research,"Young 44, Dunbar 43, McDermott 10",Young +1,2014-10-28,10517.0,2014.0
369,New York 24th District - Katko vs. Maffei,Siena,"Katko 52, Maffei 42",Katko +10,2014-10-28,10518.0,2014.0
370,Hawaii 1st District - Djou vs. Takai,Honolulu Civil Beat/MRG,"Djou 45, Takai 45",Tie,2014-10-28,10520.0,2014.0
371,Maine 2nd District - Poliquin vs. Cain vs. Richardson,Pan Atlantic SMS,"Poliquin 38, Cain 39, Richardson 8",Cain +1,2014-10-28,10521.0,2014.0
372,New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 49, Garcia 42",Kuster +7,2014-10-28,10522.0,2014.0
373,New Hampshire 2nd District - Garcia vs. Kuster,WMUR/UNH,"Kuster 53, Garcia 30",Kuster +23,2014-10-28,10523.0,2014.0
374,N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 49, Shea-Porter 43",Guinta +6,2014-10-28,10524.0,2014.0
375,N.H. 1st District - Guinta vs. Shea-Porter,WMUR/UNH,"Guinta 40, Shea-Porter 44",Shea-Porter +4,2014-10-28,10525.0,2014.0
376,Arizona 2nd District - McSally vs. Barber,RRH/PMI (R),"Barber 48, McSally 46",Barber +2,2014-10-28,10528.0,2014.0
377,New Jersey 2nd District - LoBiondo vs. Hughes,Richard Stockton College,"LoBiondo 56, Hughes 38",LoBiondo +18,2014-10-29,10548.0,2014.0
378,New York 19th District - Gibson vs. Eldridge,Siena,"Gibson 58, Eldridge 35",Gibson +23,2014-10-29,10550.0,2014.0
379,Massachusetts 9th District - Chapman vs. Keating,Emerson College,"Keating 46, Chapman 41",Keating +5,2014-10-30,10575.0,2014.0
380,Massachusetts 6th District - Tisei vs. Moulton,Emerson College,"Tisei 42, Moulton 40",Tisei +2,2014-10-30,10576.0,2014.0
