,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
743,President Obama Job Approval,CBS News/NY Times,"Approve 47, Disapprove 43",Approve +4,2013-06-06,2013.0
744,Congressional Job Approval,CBS News/NY Times,"Approve 13, Disapprove 80",Disapprove +67,2013-06-06,2013.0
745,President Obama Job Approval,FOX News,"Approve 44, Disapprove 50",Disapprove +6,2013-06-12,2013.0
746,President Obama Job Approval,The Economist/YouGov,"Approve 46, Disapprove 52",Disapprove +6,2013-06-12,2013.0
747,Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 71",Disapprove +61,2013-06-12,2013.0
748,Congressional Job Approval,Gallup,"Approve 17, Disapprove 78",Disapprove +61,2013-06-12,2013.0
749,President Obama Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 51",Disapprove +8,2013-06-13,2013.0
750,President Obama Job Approval,Time,"Approve 48, Disapprove 44",Approve +4,2013-06-16,2013.0
751,President Obama Job Approval,CNN/Opinion Research,"Approve 45, Disapprove 54",Disapprove +9,2013-06-17,2013.0
752,President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 54",Disapprove +10,2013-06-19,2013.0
753,President Obama Job Approval,Pew Research,"Approve 49, Disapprove 43",Approve +6,2013-06-19,2013.0
754,Congressional Job Approval,CNN/Opinion Research,"Approve 16, Disapprove 83",Disapprove +67,2013-06-19,2013.0
755,Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 71",Disapprove +61,2013-06-19,2013.0
756,President Obama Job Approval,Reuters/Ipsos,"Approve 44, Disapprove 48",Disapprove +4,2013-06-21,2013.0
757,President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 49",Tie,2013-06-24,2013.0
758,Public Approval of Obama's Health Care Law,Rasmussen Reports*,"For/Favor 43, Against/Oppose 50",Against/Oppose +7,2013-06-24,2013.0
759,President Obama Job Approval,Gallup,"Approve 45, Disapprove 49",Disapprove +4,2013-06-24,2013.0
760,Congressional Job Approval,FOX News,"Approve 15, Disapprove 77",Disapprove +62,2013-06-25,2013.0
761,President Obama Job Approval,FOX News,"Approve 43, Disapprove 51",Disapprove +8,2013-06-25,2013.0
762,President Obama Job Approval,The Economist/YouGov,"Approve 46, Disapprove 52",Disapprove +6,2013-06-26,2013.0
763,Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 73",Disapprove +62,2013-06-26,2013.0
764,Public Approval of Obama's Health Care Law,Gallup,"For/Favor 44, Against/Oppose 52",Against/Oppose +8,2013-06-27,2013.0
765,President Obama Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 50",Disapprove +7,2013-06-28,2013.0
766,Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 72",Disapprove +63,2013-07-03,2013.0
767,President Obama Job Approval,The Economist/YouGov,"Approve 45, Disapprove 51",Disapprove +6,2013-07-03,2013.0
768,President Obama Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 51",Disapprove +8,2013-07-08,2013.0
769,Public Approval of Obama's Health Care Law,Rasmussen Reports*,"For/Favor 39, Against/Oppose 55",Against/Oppose +16,2013-07-08,2013.0
770,Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 71",Disapprove +64,2013-07-10,2013.0
771,President Obama Job Approval,The Economist/YouGov,"Approve 43, Disapprove 53",Disapprove +10,2013-07-10,2013.0
772,President Obama Job Approval,Quinnipiac,"Approve 44, Disapprove 48",Disapprove +4,2013-07-11,2013.0
773,President Obama Job Approval,Reuters/Ipsos,"Approve 45, Disapprove 48",Disapprove +3,2013-07-11,2013.0
774,Public Approval of Obama's Health Care Law,Rasmussen Reports*,"For/Favor 45, Against/Oppose 50",Against/Oppose +5,2013-07-15,2013.0
775,President Obama Job Approval,The Economist/YouGov,"Approve 46, Disapprove 53",Disapprove +7,2013-07-17,2013.0
776,Congressional Job Approval,Gallup,"Approve 15, Disapprove 78",Disapprove +63,2013-07-17,2013.0
777,Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 72",Disapprove +63,2013-07-17,2013.0
778,President Obama Job Approval,Reuters/Ipsos,"Approve 43, Disapprove 49",Disapprove +6,2013-07-18,2013.0
779,President Obama Job Approval,Democracy Corps (D),"Approve 45, Disapprove 51",Disapprove +6,2013-07-23,2013.0
780,President Obama Job Approval,McClatchy/Marist,"Approve 41, Disapprove 48",Disapprove +7,2013-07-23,2013.0
781,President Obama Job Approval,ABC News/Wash Post,"Approve 49, Disapprove 44",Approve +5,2013-07-23,2013.0
782,President Obama Job Approval,Pew Research,"Approve 45, Disapprove 50",Disapprove +5,2013-07-23,2013.0
783,Congressional Job Approval,ABC News/Wash Post,"Approve 21, Disapprove 73",Disapprove +52,2013-07-23,2013.0
784,Public Approval of Obama's Health Care Law,ABC News/Wash Post,"For/Favor 42, Against/Oppose 49",Against/Oppose +7,2013-07-23,2013.0
785,Congressional Job Approval,FOX News,"Approve 18, Disapprove 74",Disapprove +56,2013-07-24,2013.0
786,Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 12, Disapprove 83",Disapprove +71,2013-07-24,2013.0
787,President Obama Job Approval,The Economist/YouGov,"Approve 41, Disapprove 56",Disapprove +15,2013-07-24,2013.0
788,President Obama Job Approval,CBS News,"Approve 48, Disapprove 45",Approve +3,2013-07-24,2013.0
789,President Obama Job Approval,FOX News,"Approve 46, Disapprove 47",Disapprove +1,2013-07-24,2013.0
790,Public Approval of Obama's Health Care Law,NBC News/Wall St. Jrnl,"For/Favor 34, Against/Oppose 47",Against/Oppose +13,2013-07-24,2013.0
791,Public Approval of Obama's Health Care Law,FOX News*,"For/Favor 40, Against/Oppose 53",Against/Oppose +13,2013-07-24,2013.0
792,Public Approval of Obama's Health Care Law,CBS News,"For/Favor 36, Against/Oppose 54",Against/Oppose +18,2013-07-24,2013.0
793,Congressional Job Approval,CBS News,"Approve 17, Disapprove 76",Disapprove +59,2013-07-24,2013.0
794,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 50",Disapprove +5,2013-07-24,2013.0
795,Congressional Job Approval,The Economist/YouGov,"Approve 12, Disapprove 73",Disapprove +61,2013-07-24,2013.0
796,President Obama Job Approval,Reuters/Ipsos,"Approve 41, Disapprove 51",Disapprove +10,2013-07-26,2013.0
797,Public Approval of Obama's Health Care Law,Rasmussen Reports*,"For/Favor 42, Against/Oppose 53",Against/Oppose +11,2013-07-29,2013.0
798,Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 71",Disapprove +65,2013-07-31,2013.0
799,President Obama Job Approval,The Economist/YouGov,"Approve 47, Disapprove 52",Disapprove +5,2013-07-31,2013.0
800,President Obama Job Approval,Quinnipiac,"Approve 46, Disapprove 48",Disapprove +2,2013-08-02,2013.0
801,President Obama Job Approval,Monmouth,"Approve 41, Disapprove 54",Disapprove +13,2013-08-02,2013.0
802,President Obama Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 51",Disapprove +11,2013-08-02,2013.0
803,President Obama Job Approval,Rasmussen Reports,"Approve 46, Disapprove 52",Disapprove +6,2013-08-04,2013.0
804,President Obama Job Approval,Gallup,"Approve 44, Disapprove 48",Disapprove +4,2013-08-04,2013.0
805,Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 71",Disapprove +60,2013-08-08,2013.0
806,President Obama Job Approval,The Economist/YouGov,"Approve 42, Disapprove 57",Disapprove +15,2013-08-08,2013.0
807,President Obama Job Approval,FOX News,"Approve 42, Disapprove 52",Disapprove +10,2013-08-08,2013.0
808,Public Approval of Obama's Health Care Law,Rasmussen Reports*,"For/Favor 41, Against/Oppose 53",Against/Oppose +12,2013-08-12,2013.0
809,Congressional Job Approval,Gallup,"Approve 14, Disapprove 81",Disapprove +67,2013-08-13,2013.0
810,President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 53",Disapprove +9,2013-08-15,2013.0
811,President Obama Job Approval,Reuters/Ipsos,"Approve 42, Disapprove 52",Disapprove +10,2013-08-15,2013.0
812,Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 74",Disapprove +67,2013-08-15,2013.0
813,Public Approval of Obama's Health Care Law,Rasmussen Reports*,"For/Favor 41, Against/Oppose 54",Against/Oppose +13,2013-08-19,2013.0
814,Public Approval of Obama's Health Care Law,Gallup,"For/Favor 41, Against/Oppose 49",Against/Oppose +8,2013-08-22,2013.0
815,President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 53",Disapprove +9,2013-08-22,2013.0
816,President Obama Job Approval,Reuters/Ipsos,"Approve 41, Disapprove 52",Disapprove +11,2013-08-22,2013.0
817,Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 75",Disapprove +66,2013-08-22,2013.0
818,Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 73",Disapprove +65,2013-08-29,2013.0
819,President Obama Job Approval,The Economist/YouGov,"Approve 41, Disapprove 55",Disapprove +14,2013-08-29,2013.0
820,President Obama Job Approval,Reuters/Ipsos,"Approve 42, Disapprove 52",Disapprove +10,2013-08-29,2013.0
821,President Obama Job Approval,NBC News,"Approve 44, Disapprove 48",Disapprove +4,2013-08-30,2013.0
822,Public Approval of Obama's Health Care Law,Rasmussen Reports*,"For/Favor 41, Against/Oppose 52",Against/Oppose +11,2013-09-02,2013.0
823,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 41, Against/Oppose 52",Against/Oppose +11,2013-09-02,2013.0
824,President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 55",Disapprove +11,2013-09-04,2013.0
825,Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 69",Disapprove +58,2013-09-04,2013.0
826,President Obama Job Approval,Reuters/Ipsos,"Approve 41, Disapprove 53",Disapprove +12,2013-09-05,2013.0
827,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 50",Disapprove +2,2013-09-07,2013.0
828,President Obama Job Approval,Gallup,"Approve 43, Disapprove 48",Disapprove +5,2013-09-07,2013.0
829,President Obama Job Approval,CBS News/NY Times,"Approve 46, Disapprove 46",Tie,2013-09-09,2013.0
830,President Obama Job Approval,USA Today/Pew Research,"Approve 43, Disapprove 52",Disapprove +9,2013-09-09,2013.0
831,President Obama Job Approval,FOX News,"Approve 40, Disapprove 54",Disapprove +14,2013-09-09,2013.0
832,President Obama Job Approval,CNN/Opinion Research,"Approve 45, Disapprove 52",Disapprove +7,2013-09-09,2013.0
833,Congressional Job Approval,FOX News,"Approve 17, Disapprove 75",Disapprove +58,2013-09-09,2013.0
834,Congressional Job Approval,CBS News/NY Times,"Approve 24, Disapprove 68",Disapprove +44,2013-09-09,2013.0
835,Congressional Job Approval,CNN/Opinion Research,"Approve 20, Disapprove 78",Disapprove +58,2013-09-09,2013.0
836,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 45, Disapprove 50",Disapprove +5,2013-09-10,2013.0
837,President Obama Job Approval,McClatchy/Marist,"Approve 44, Disapprove 47",Disapprove +3,2013-09-10,2013.0
838,President Obama Job Approval,Reason-Rupe/PSRAI,"Approve 43, Disapprove 51",Disapprove +8,2013-09-10,2013.0
839,Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 22, Disapprove 72",Disapprove +50,2013-09-10,2013.0
840,Public Approval of Health Care Law,CNN/Opinion Research*,"For/Favor 39, Against/Oppose 57",Against/Oppose +18,2013-09-11,2013.0
841,President Obama Job Approval,The Economist/YouGov,"Approve 43, Disapprove 55",Disapprove +12,2013-09-11,2013.0
842,Congressional Job Approval,Gallup,"Approve 19, Disapprove 76",Disapprove +57,2013-09-11,2013.0
843,Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 70",Disapprove +59,2013-09-11,2013.0
844,President Obama Job Approval,Reuters/Ipsos,"Approve 39, Disapprove 56",Disapprove +17,2013-09-12,2013.0
845,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 43, Against/Oppose 53",Against/Oppose +10,2013-09-16,2013.0
846,Public Approval of Health Care Law,NBC News/Wall St. Jrnl,"For/Favor 31, Against/Oppose 44",Against/Oppose +13,2013-09-16,2013.0
847,Public Approval of Health Care Law,USA Today/Pew Research,"For/Favor 42, Against/Oppose 53",Against/Oppose +11,2013-09-16,2013.0
848,President Obama Job Approval,ABC News/Wash Post,"Approve 47, Disapprove 47",Tie,2013-09-17,2013.0
849,Public Approval of Health Care Law,FOX News*,"For/Favor 35, Against/Oppose 54",Against/Oppose +19,2013-09-17,2013.0
850,President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 55",Disapprove +11,2013-09-18,2013.0
851,Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 76",Disapprove +67,2013-09-18,2013.0
852,Public Approval of Health Care Law,ABC News/Wash Post,"For/Favor 42, Against/Oppose 52",Against/Oppose +10,2013-09-20,2013.0
853,President Obama Job Approval,Bloomberg,"Approve 45, Disapprove 49",Disapprove +4,2013-09-24,2013.0
854,Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 72",Disapprove +63,2013-09-25,2013.0
855,President Obama Job Approval,The Economist/YouGov,"Approve 43, Disapprove 55",Disapprove +12,2013-09-25,2013.0
856,Congressional Job Approval,CBS News/NY Times,"Approve 14, Disapprove 80",Disapprove +66,2013-09-26,2013.0
857,President Obama Job Approval,CBS News/NY Times,"Approve 43, Disapprove 49",Disapprove +6,2013-09-26,2013.0
858,President Obama Job Approval,Reuters/Ipsos,"Approve 39, Disapprove 55",Disapprove +16,2013-09-26,2013.0
859,Public Approval of Health Care Law,CBS News/NY Times,"For/Favor 39, Against/Oppose 51",Against/Oppose +12,2013-09-26,2013.0
860,Public Approval of Health Care Law,CNN/Opinion Research,"For/Favor 38, Against/Oppose 57",Against/Oppose +19,2013-09-30,2013.0
861,Congressional Job Approval,CNN/Opinion Research,"Approve 10, Disapprove 87",Disapprove +77,2013-09-30,2013.0
862,President Obama Job Approval,CNN/Opinion Research,"Approve 44, Disapprove 53",Disapprove +9,2013-09-30,2013.0
863,Public Approval of Health Care Law,Quinnipiac,"For/Favor 45, Against/Oppose 47",Against/Oppose +2,2013-10-01,2013.0
864,President Obama Job Approval,Quinnipiac,"Approve 45, Disapprove 49",Disapprove +4,2013-10-01,2013.0
865,President Obama Job Approval,The Economist/YouGov,"Approve 43, Disapprove 53",Disapprove +10,2013-10-02,2013.0
866,Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 74",Disapprove +67,2013-10-02,2013.0
867,Congressional Job Approval,FOX News,"Approve 13, Disapprove 81",Disapprove +68,2013-10-03,2013.0
868,Public Approval of Health Care Law,FOX News*,"For/Favor 36, Against/Oppose 52",Against/Oppose +16,2013-10-03,2013.0
869,President Obama Job Approval,FOX News,"Approve 45, Disapprove 49",Disapprove +4,2013-10-03,2013.0
870,Public Approval of Health Care Law,CBS News,"For/Favor 43, Against/Oppose 51",Against/Oppose +8,2013-10-03,2013.0
871,President Obama Job Approval,Reuters/Ipsos,"Approve 41, Disapprove 51",Disapprove +10,2013-10-04,2013.0
872,President Obama Job Approval,Gallup,"Approve 41, Disapprove 52",Disapprove +11,2013-10-05,2013.0
873,President Obama Job Approval,Rasmussen Reports,"Approve 46, Disapprove 53",Disapprove +7,2013-10-05,2013.0
874,Congressional Job Approval,Gallup,"Approve 11, Disapprove 85",Disapprove +74,2013-10-07,2013.0
875,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 45, Against/Oppose 49",Against/Oppose +4,2013-10-07,2013.0
876,President Obama Job Approval,Associated Press/GfK,"Approve 37, Disapprove 53",Disapprove +16,2013-10-09,2013.0
877,President Obama Job Approval,The Economist/YouGov,"Approve 48, Disapprove 48",Tie,2013-10-09,2013.0
878,President Obama Job Approval,Democracy Corps (D),"Approve 47, Disapprove 49",Disapprove +2,2013-10-09,2013.0
879,Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 76",Disapprove +66,2013-10-09,2013.0
880,Congressional Job Approval,Associated Press/GfK,"Approve 5, Disapprove 83",Disapprove +78,2013-10-09,2013.0
881,Public Approval of Health Care Law,Associated Press/GfK,"For/Favor 28, Against/Oppose 38",Against/Oppose +10,2013-10-10,2013.0
882,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 47, Disapprove 48",Disapprove +1,2013-10-10,2013.0
883,President Obama Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 54",Disapprove +14,2013-10-10,2013.0
884,Public Approval of Health Care Law,NBC News/Wall St. Jrnl,"For/Favor 38, Against/Oppose 43",Against/Oppose +5,2013-10-10,2013.0
885,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 47, Against/Oppose 52",Against/Oppose +5,2013-10-14,2013.0
886,President Obama Job Approval,Pew Research,"Approve 43, Disapprove 51",Disapprove +8,2013-10-15,2013.0
887,Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 79",Disapprove +72,2013-10-16,2013.0
888,President Obama Job Approval,The Economist/YouGov,"Approve 42, Disapprove 56",Disapprove +14,2013-10-16,2013.0
889,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 46, Against/Oppose 48",Against/Oppose +2,2013-10-21,2013.0
890,President Obama Job Approval,CNN/Opinion Research,"Approve 43, Disapprove 53",Disapprove +10,2013-10-21,2013.0
891,Public Approval of Health Care Law,CNN/Opinion Research,"For/Favor 41, Against/Oppose 56",Against/Oppose +15,2013-10-21,2013.0
892,Public Approval of Health Care Law,ABC News/Wash Post,"For/Favor 46, Against/Oppose 49",Against/Oppose +3,2013-10-21,2013.0
893,Congressional Job Approval,CNN/Opinion Research,"Approve 10, Disapprove 88",Disapprove +78,2013-10-21,2013.0
894,Public Approval of Health Care Law,Pew Research,"For/Favor 41, Against/Oppose 52",Against/Oppose +11,2013-10-22,2013.0
895,Public Approval of Health Care Law,CBS News,"For/Favor 43, Against/Oppose 51",Against/Oppose +8,2013-10-22,2013.0
896,President Obama Job Approval,CBS News,"Approve 46, Disapprove 49",Disapprove +3,2013-10-22,2013.0
897,President Obama Job Approval,ABC News/Wash Post,"Approve 46, Disapprove 51",Disapprove +5,2013-10-22,2013.0
898,Congressional Job Approval,CBS News,"Approve 9, Disapprove 85",Disapprove +76,2013-10-22,2013.0
899,Congressional Job Approval,ABC News/Wash Post,"Approve 9, Disapprove 89",Disapprove +80,2013-10-22,2013.0
900,President Obama Job Approval,FOX News,"Approve 41, Disapprove 53",Disapprove +12,2013-10-23,2013.0
901,President Obama Job Approval,The Economist/YouGov,"Approve 47, Disapprove 50",Disapprove +3,2013-10-23,2013.0
902,Public Approval of Health Care Law,FOX News*,"For/Favor 41, Against/Oppose 51",Against/Oppose +10,2013-10-23,2013.0
903,Public Approval of Health Care Law,Gallup,"For/Favor 45, Against/Oppose 50",Against/Oppose +5,2013-10-23,2013.0
904,Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 78",Disapprove +72,2013-10-23,2013.0
905,Congressional Job Approval,FOX News,"Approve 9, Disapprove 85",Disapprove +76,2013-10-23,2013.0
906,President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 54",Disapprove +10,2013-10-30,2013.0
907,Public Approval of Health Care Law,NBC News/Wall St. Jrnl,"For/Favor 37, Against/Oppose 47",Against/Oppose +10,2013-10-30,2013.0
908,Public Approval of Health Care Law,Gallup,"For/Favor 44, Against/Oppose 47",Against/Oppose +3,2013-10-30,2013.0
909,Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 76",Disapprove +67,2013-10-30,2013.0
910,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 42, Disapprove 51",Disapprove +9,2013-10-30,2013.0
911,President Obama Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 52",Disapprove +12,2013-11-01,2013.0
912,President Obama Job Approval,GWU/Battleground,"Approve 45, Disapprove 52",Disapprove +7,2013-11-04,2013.0
913,Public Approval of Health Care Law,GWU/Battleground,"For/Favor 43, Against/Oppose 53",Against/Oppose +10,2013-11-04,2013.0
914,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 43, Against/Oppose 53",Against/Oppose +10,2013-11-04,2013.0
915,Congressional Job Approval,GWU/Battleground,"Approve 9, Disapprove 87",Disapprove +78,2013-11-04,2013.0
916,President Obama Job Approval,Gallup,"Approve 39, Disapprove 53",Disapprove +14,2013-11-05,2013.0
917,President Obama Job Approval,Rasmussen Reports,"Approve 48, Disapprove 51",Disapprove +3,2013-11-05,2013.0
918,President Obama Job Approval,The Economist/YouGov,"Approve 41, Disapprove 53",Disapprove +12,2013-11-06,2013.0
919,Congressional Job Approval,The Economist/YouGov,"Approve 8, Disapprove 73",Disapprove +65,2013-11-06,2013.0
920,President Obama Job Approval,Pew Research,"Approve 39, Disapprove 56",Disapprove +17,2013-11-08,2013.0
921,Public Approval of Health Care Law,Reuters/Ipsos,"For/Favor 47, Against/Oppose 53",Against/Oppose +6,2013-11-11,2013.0
922,President Obama Job Approval,Quinnipiac,"Approve 39, Disapprove 54",Disapprove +15,2013-11-12,2013.0
923,Public Approval of Health Care Law,Quinnipiac,"For/Favor 39, Against/Oppose 55",Against/Oppose +16,2013-11-12,2013.0
924,Congressional Job Approval,Gallup,"Approve 9, Disapprove 86",Disapprove +77,2013-11-12,2013.0
925,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 35, Against/Oppose 55",Against/Oppose +20,2013-11-12,2013.0
926,President Obama Job Approval,FOX News,"Approve 40, Disapprove 55",Disapprove +15,2013-11-13,2013.0
927,President Obama Job Approval,The Economist/YouGov,"Approve 44, Disapprove 54",Disapprove +10,2013-11-13,2013.0
928,Congressional Job Approval,FOX News,"Approve 10, Disapprove 85",Disapprove +75,2013-11-13,2013.0
929,Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 77",Disapprove +70,2013-11-13,2013.0
930,Public Approval of Health Care Law,Gallup,"For/Favor 40, Against/Oppose 55",Against/Oppose +15,2013-11-14,2013.0
931,President Obama Job Approval,National Journal,"Approve 38, Disapprove 55",Disapprove +17,2013-11-18,2013.0
932,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 38, Against/Oppose 58",Against/Oppose +20,2013-11-18,2013.0
933,Congressional Job Approval,National Journal,"Approve 9, Disapprove 84",Disapprove +75,2013-11-18,2013.0
934,President Obama Job Approval,ABC News/Wash Post,"Approve 41, Disapprove 56",Disapprove +15,2013-11-19,2013.0
935,Public Approval of Health Care Law,ABC News/Wash Post,"For/Favor 43, Against/Oppose 55",Against/Oppose +12,2013-11-19,2013.0
936,President Obama Job Approval,The Economist/YouGov,"Approve 42, Disapprove 56",Disapprove +14,2013-11-19,2013.0
937,Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 77",Disapprove +71,2013-11-19,2013.0
938,President Obama Job Approval,CBS News,"Approve 37, Disapprove 57",Disapprove +20,2013-11-20,2013.0
939,Public Approval of Health Care Law,CBS News,"For/Favor 31, Against/Oppose 61",Against/Oppose +30,2013-11-20,2013.0
940,President Obama Job Approval,CNN/Opinion Research,"Approve 41, Disapprove 57",Disapprove +16,2013-11-21,2013.0
941,Public Approval of Health Care Law,Reuters/Ipsos,"For/Favor 41, Against/Oppose 59",Against/Oppose +18,2013-11-21,2013.0
942,Congressional Job Approval,CBS News,"Approve 11, Disapprove 85",Disapprove +74,2013-11-21,2013.0
943,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 36, Against/Oppose 58",Against/Oppose +22,2013-11-25,2013.0
944,Public Approval of Health Care Law,Gallup,"For/Favor 40, Against/Oppose 54",Against/Oppose +14,2013-11-26,2013.0
945,Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 72",Disapprove +66,2013-11-27,2013.0
946,President Obama Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 56",Disapprove +18,2013-11-27,2013.0
947,Public Approval of Health Care Law,CNN/Opinion Research,"For/Favor 40, Against/Oppose 58",Against/Oppose +18,2013-11-27,2013.0
948,President Obama Job Approval,The Economist/YouGov,"Approve 37, Disapprove 58",Disapprove +21,2013-11-27,2013.0
949,Congressional Job Approval,The Economist/YouGov,"Approve 6, Disapprove 73",Disapprove +67,2013-12-04,2013.0
950,President Obama Job Approval,The Economist/YouGov,"Approve 39, Disapprove 57",Disapprove +18,2013-12-04,2013.0
951,President Obama Job Approval,Reuters/Ipsos,"Approve 38, Disapprove 55",Disapprove +17,2013-12-05,2013.0
952,President Obama Job Approval,McClatchy/Marist,"Approve 43, Disapprove 53",Disapprove +10,2013-12-09,2013.0
953,Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 40, Against/Oppose 56",Against/Oppose +16,2013-12-09,2013.0
954,Congressional Job Approval,Gallup,"Approve 12, Disapprove 85",Disapprove +73,2013-12-10,2013.0
955,Congressional Job Approval,CBS News/NY Times,"Approve 10, Disapprove 83",Disapprove +73,2013-12-10,2013.0
956,President Obama Job Approval,Quinnipiac,"Approve 38, Disapprove 57",Disapprove +19,2013-12-10,2013.0
957,President Obama Job Approval,CBS News/NY Times,"Approve 42, Disapprove 50",Disapprove +8,2013-12-10,2013.0
958,President Obama Job Approval,USA Today/Pew Research,"Approve 43, Disapprove 51",Disapprove +8,2013-12-10,2013.0
959,Public Approval of Health Care Law,CBS News/NY Times,"For/Favor 39, Against/Oppose 50",Against/Oppose +11,2013-12-10,2013.0
960,Public Approval of Health Care Law,USA Today/Pew Research,"For/Favor 41, Against/Oppose 54",Against/Oppose +13,2013-12-10,2013.0
961,President Obama Job Approval,Bloomberg,"Approve 42, Disapprove 55",Disapprove +13,2013-12-10,2013.0
962,President Obama Job Approval,Reason-Rupe/PSRAI,"Approve 47, Disapprove 50",Disapprove +3,2013-12-11,2013.0
963,President Obama Job Approval,The Economist/YouGov,"Approve 41, Disapprove 56",Disapprove +15,2013-12-11,2013.0
964,President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 43, Disapprove 54",Disapprove +11,2013-12-11,2013.0
965,Public Approval of Health Care Law,Reason-Rupe/PSRAI,"For/Favor 34, Against/Oppose 55",Against/Oppose +21,2013-12-11,2013.0
966,Public Approval of Health Care Law,Quinnipiac,"For/Favor 39, Against/Oppose 57",Against/Oppose +18,2013-12-11,2013.0
967,Public Approval of Health Care Law,NBC News/Wall St. Jrnl,"For/Favor 34, Against/Oppose 50",Against/Oppose +16,2013-12-11,2013.0
968,President Obama Job Approval,Associated Press/GfK,"Approve 42, Disapprove 58",Disapprove +16,2013-12-11,2013.0
969,Congressional Job Approval,Reason-Rupe/PSRAI,"Approve 20, Disapprove 74",Disapprove +54,2013-12-11,2013.0
970,Congressional Job Approval,The Economist/YouGov,"Approve 7, Disapprove 73",Disapprove +66,2013-12-11,2013.0
971,Congressional Job Approval,Associated Press/GfK,"Approve 13, Disapprove 86",Disapprove +73,2013-12-11,2013.0
972,Public Approval of Health Care Law,Gallup,"For/Favor 41, Against/Oppose 51",Against/Oppose +10,2013-12-13,2013.0
973,Public Approval of Health Care Law,Associated Press/GfK,"For/Favor 27, Against/Oppose 44",Against/Oppose +17,2013-12-15,2013.0
974,President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",Disapprove +5,2013-12-16,2013.0
975,President Obama Job Approval,Gallup,"Approve 41, Disapprove 50",Disapprove +9,2013-12-16,2013.0
976,President Obama Job Approval,FOX News,"Approve 41, Disapprove 53",Disapprove +12,2013-12-19,2013.0
977,Public Approval of Health Care Law,FOX News*,"For/Favor 41, Against/Oppose 53",Against/Oppose +12,2013-12-19,2013.0
978,Congressional Job Approval,FOX News,"Approve 16, Disapprove 79",Disapprove +63,2013-12-19,2013.0
979,President Obama Job Approval,CNN/Opinion Research,"Approve 41, Disapprove 56",Disapprove +15,2013-12-20,2013.0
