,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
235,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 36",Democrats +3,2017-11-01,2017.0
236,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",Democrats +10,2017-10-31,2017.0
237,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 41",Democrats +7,2017-10-29,2017.0
238,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 36, Republicans 28",Democrats +8,2017-10-25,2017.0
239,2018 Generic Congressional Vote,FOX News,"Democrats 50, Republicans 35",Democrats +15,2017-10-25,2017.0
240,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-10-25,2017.0
241,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",Democrats +8,2017-10-18,2017.0
242,2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",Democrats +16,2017-10-17,2017.0
243,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-10-11,2017.0
244,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",Democrats +7,2017-10-04,2017.0
245,2018 Generic Congressional Vote,PPP (D),"Democrats 48, Republicans 37",Democrats +11,2017-09-28,2017.0
246,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-09-27,2017.0
247,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",Democrats +6,2017-09-21,2017.0
248,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-09-20,2017.0
249,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 31",Democrats +9,2017-09-13,2017.0
250,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-09-06,2017.0
251,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 32",Democrats +8,2017-08-30,2017.0
252,2018 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 38",Democrats +7,2017-08-24,2017.0
253,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-08-23,2017.0
254,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 35",Democrats +14,2017-08-23,2017.0
255,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",Democrats +8,2017-08-16,2017.0
256,2018 Generic Congressional Vote,Marist,"Democrats 47, Republicans 40",Democrats +7,2017-08-15,2017.0
257,2018 Generic Congressional Vote,CNN,"Democrats 51, Republicans 42",Democrats +9,2017-08-10,2017.0
258,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-08-09,2017.0
259,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-08-02,2017.0
260,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-07-26,2017.0
261,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 52, Republicans 38",Democrats +14,2017-07-19,2017.0
262,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-07-19,2017.0
263,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",Democrats +7,2017-07-12,2017.0
264,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 37, Republicans 35",Democrats +2,2017-07-05,2017.0
265,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 35",Democrats +6,2017-06-28,2017.0
266,2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 41",Democrats +6,2017-06-28,2017.0
267,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 48, Republicans 38",Democrats +10,2017-06-28,2017.0
268,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 42",Democrats +8,2017-06-22,2017.0
269,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",Democrats +3,2017-06-21,2017.0
270,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",Democrats +2,2017-06-14,2017.0
271,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",Democrats +10,2017-06-12,2017.0
272,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",Democrats +4,2017-06-07,2017.0
273,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-05-31,2017.0
274,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",Democrats +2,2017-05-24,2017.0
275,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-05-17,2017.0
276,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 38",Democrats +11,2017-05-16,2017.0
277,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 35",Democrats +5,2017-05-10,2017.0
278,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",Democrats +3,2017-05-03,2017.0
279,2018 Generic Congressional Vote,CNN/ORC,"Democrats 49, Republicans 41",Democrats +8,2017-04-28,2017.0
280,2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 42",Democrats +5,2017-04-26,2017.0
281,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-04-26,2017.0
282,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 43",Democrats +4,2017-04-24,2017.0
283,2018 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 41",Democrats +6,2017-04-20,2017.0
284,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 32",Democrats +6,2017-04-19,2017.0
285,2018 Generic Congressional Vote,Marist,"Democrats 45, Republicans 38",Democrats +7,2017-04-14,2017.0
286,2016 Generic Congressional Vote,FOX News,"Democrats 45, Republicans 46",Republicans +1,2016-11-07,2016.0
287,2016 Generic Congressional Vote,Bloomberg,"Democrats 45, Republicans 48",Republicans +3,2016-11-07,2016.0
288,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 42",Democrats +3,2016-11-07,2016.0
289,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",Democrats +3,2016-11-06,2016.0
290,2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 48, Republicans 47",Democrats +1,2016-11-04,2016.0
291,2016 Generic Congressional Vote,CBS News/NY Times,"Democrats 49, Republicans 46",Democrats +3,2016-11-03,2016.0
292,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 41",Democrats +1,2016-11-03,2016.0
293,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 46, Republicans 41",Democrats +5,2016-11-02,2016.0
294,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 39",Democrats +5,2016-10-26,2016.0
295,2016 Generic Congressional Vote,ABC News,"Democrats 47, Republicans 46",Democrats +1,2016-10-26,2016.0
296,2016 Generic Congressional Vote,Associated Press-GfK,"Democrats 46, Republicans 41",Democrats +5,2016-10-26,2016.0
297,2016 Generic Congressional Vote,Bloomberg,"Democrats 47, Republicans 43",Democrats +4,2016-10-19,2016.0
298,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 39",Democrats +4,2016-10-19,2016.0
299,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2016-10-19,2016.0
300,2016 Generic Congressional Vote,CBS News,"Democrats 50, Republicans 45",Democrats +5,2016-10-18,2016.0
301,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 47, Republicans 42",Democrats +5,2016-10-17,2016.0
302,2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 44",Democrats +3,2016-10-16,2016.0
303,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",Democrats +3,2016-10-16,2016.0
304,2016 Generic Congressional Vote,FOX News,"Democrats 48, Republicans 42",Democrats +6,2016-10-13,2016.0
305,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 46, Republicans 36",Democrats +10,2016-10-12,2016.0
306,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",Democrats +6,2016-10-11,2016.0
307,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",Democrats +3,2016-10-09,2016.0
308,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 38",Democrats +4,2016-10-05,2016.0
309,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2016-10-03,2016.0
310,2016 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 43",Democrats +1,2016-09-30,2016.0
311,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 36",Democrats +6,2016-09-28,2016.0
312,2016 Generic Congressional Vote,Bloomberg,"Democrats 46, Republicans 44",Democrats +2,2016-09-26,2016.0
313,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2016-09-25,2016.0
314,2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 49, Republicans 45",Democrats +4,2016-09-23,2016.0
315,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 36",Democrats +7,2016-09-21,2016.0
316,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 40",Republicans +1,2016-09-21,2016.0
317,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 38",Democrats +2,2016-09-14,2016.0
318,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2016-09-14,2016.0
319,2016 Generic Congressional Vote,CNN/ORC,"Democrats 47, Republicans 49",Republicans +2,2016-09-09,2016.0
320,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 43",Democrats +2,2016-09-07,2016.0
321,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 39",Democrats +1,2016-09-07,2016.0
322,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 38",Democrats +3,2016-09-07,2016.0
323,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 43",Democrats +4,2016-08-05,2016.0
324,2016 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 44",Democrats +3,2016-07-30,2016.0
325,2016 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 41",Democrats +5,2016-06-29,2016.0
326,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 46, Republicans 46",Tie,2016-06-27,2016.0
327,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 44",Democrats +4,2016-05-23,2016.0
328,2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 45, Republicans 45",Tie,2016-05-22,2016.0
329,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 46, Republicans 41",Democrats +5,2016-04-25,2016.0
330,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 45",Democrats +2,2016-04-18,2016.0
331,2016 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 41",Democrats +6,2016-02-08,2016.0
332,2016 Generic Congressional Vote,PPP (D),"Republicans 43, Democrats 43",Tie,2015-12-21,2015.0
333,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 45, Democrats 45",Tie,2015-11-04,2015.0
334,2016 Generic Congressional Vote,Quinnipiac,"Republicans 36, Democrats 39",Democrats +3,2015-05-28,2015.0
335,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 38",Tie,2015-05-15,2015.0
336,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 38",Tie,2015-05-08,2015.0
337,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 38",Republicans +2,2015-05-01,2015.0
338,2016 Generic Congressional Vote,Quinnipiac,"Republicans 40, Democrats 37",Republicans +3,2015-04-27,2015.0
339,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 38",Republicans +1,2015-04-24,2015.0
340,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 39",Tie,2015-04-17,2015.0
341,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 41",Republicans +3,2014-11-03,2014.0
342,2014 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 48, Democrats 48",Tie,2014-11-02,2014.0
343,2014 Generic Congressional Vote,USA Today/PSRAI,"Republicans 42, Democrats 43",Democrats +1,2014-10-30,2014.0
344,2014 Generic Congressional Vote,CBS News,"Republicans 50, Democrats 42",Republicans +8,2014-10-29,2014.0
345,2014 Generic Congressional Vote,FOX News,"Republicans 44, Democrats 45",Democrats +1,2014-10-28,2014.0
346,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 50, Democrats 44",Republicans +6,2014-10-28,2014.0
347,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 46, Democrats 47",Democrats +1,2014-10-27,2014.0
348,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 41",Republicans +2,2014-10-27,2014.0
349,2014 Generic Congressional Vote,Pew Research,"Republicans 46, Democrats 47",Democrats +1,2014-10-23,2014.0
350,2014 Generic Congressional Vote,Associated Press/GfK,"Republicans 40, Democrats 32",Republicans +8,2014-10-22,2014.0
351,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 41",Tie,2014-10-20,2014.0
352,2014 Generic Congressional Vote,FOX News,"Republicans 45, Democrats 42",Republicans +3,2014-10-15,2014.0
353,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 50, Democrats 43",Republicans +7,2014-10-15,2014.0
354,2014 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 48, Democrats 47",Republicans +1,2014-10-15,2014.0
355,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2014-10-13,2014.0
356,2014 Generic Congressional Vote,Gallup,"Republicans 47, Democrats 46",Republicans +1,2014-10-10,2014.0
357,2014 Generic Congressional Vote,CBS News,"Republicans 49, Democrats 43",Republicans +6,2014-10-08,2014.0
358,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 41",Democrats +2,2014-10-06,2014.0
359,2014 Generic Congressional Vote,McClatchy/Marist,"Republicans 44, Democrats 45",Democrats +1,2014-10-03,2014.0
360,2014 Generic Congressional Vote,FOX News,"Republicans 47, Democrats 40",Republicans +7,2014-10-02,2014.0
361,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 45, Democrats 47",Democrats +2,2014-09-30,2014.0
362,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 40",Democrats +1,2014-09-29,2014.0
363,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2014-09-22,2014.0
364,2014 Generic Congressional Vote,CBS News/NY Times,"Republicans 49, Democrats 42",Republicans +7,2014-09-17,2014.0
365,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 41",Democrats +3,2014-09-15,2014.0
366,2014 Generic Congressional Vote,Pew Research,"Republicans 47, Democrats 44",Republicans +3,2014-09-12,2014.0
367,2014 Generic Congressional Vote,FOX News,"Republicans 47, Democrats 40",Republicans +7,2014-09-11,2014.0
368,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 45",Republicans +4,2014-09-10,2014.0
369,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 47, Democrats 44",Republicans +3,2014-09-09,2014.0
370,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 39",Republicans +2,2014-09-08,2014.0
371,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 46, Democrats 42",Republicans +4,2014-09-03,2014.0
372,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 40",Republicans +1,2014-09-01,2014.0
373,2014 Generic Congressional Vote,USA Today/Pew Research,"Republicans 42, Democrats 47",Democrats +5,2014-08-26,2014.0
374,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 39",Republicans +1,2014-08-25,2014.0
375,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 39",Tie,2014-08-18,2014.0
376,2014 Generic Congressional Vote,FOX News,"Republicans 39, Democrats 46",Democrats +7,2014-08-15,2014.0
377,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2014-08-18,2014.0
378,2014 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 39",Democrats +7,2014-08-15,2014.0
379,2014 Generic Congressional Vote,Reason-Rupe/PSRAI,"Democrats 42, Republicans 41",Democrats +1,2014-08-14,2014.0
380,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 38, Republicans 43",Republicans +5,2014-08-12,2014.0
381,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",Republicans +1,2014-08-11,2014.0
382,2014 Generic Congressional Vote,CBS News,"Democrats 41, Republicans 37",Democrats +4,2014-08-06,2014.0
383,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 42",Republicans +4,2014-08-04,2014.0
384,2014 Generic Congressional Vote,FOX News,"Democrats 43, Republicans 41",Democrats +2,2014-07-28,2014.0
385,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 39",Democrats +2,2014-07-28,2014.0
386,2014 Generic Congressional Vote,CNN/Opinion Research,"Democrats 48, Republicans 44",Democrats +4,2014-07-27,2014.0
387,2014 Generic Congressional Vote,Pew Research,"Democrats 47, Republicans 45",Democrats +2,2014-07-24,2014.0
388,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2014-07-21,2014.0
389,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",Democrats +1,2014-07-14,2014.0
390,2014 Generic Congressional Vote,Quinnipiac,"Democrats 41, Republicans 39",Democrats +2,2014-07-08,2014.0
391,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",Democrats +3,2014-07-07,2014.0
392,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-06-30,2014.0
393,2014 Generic Congressional Vote,FOX News,"Democrats 42, Republicans 42",Tie,2014-06-25,2014.0
394,2014 Generic Congressional Vote,CBS News/NY Times,"Democrats 42, Republicans 39",Democrats +3,2014-06-24,2014.0
395,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-06-23,2014.0
396,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 37",Democrats +2,2014-06-16,2014.0
397,2014 Generic Congressional Vote,Bloomberg,"Democrats 43, Republicans 43",Tie,2014-06-12,2014.0
398,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-06-09,2014.0
399,2014 Generic Congressional Vote,FOX News,"Democrats 39, Republicans 43",Republicans +4,2014-06-05,2014.0
400,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 45",Democrats +2,2014-06-03,2014.0
401,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 38",Democrats +3,2014-06-02,2014.0
402,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 38",Democrats +4,2014-05-26,2014.0
403,2014 Generic Congressional Vote,CBS News,"Democrats 40, Republicans 39",Democrats +1,2014-05-22,2014.0
404,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-05-19,2014.0
405,2014 Generic Congressional Vote,FOX News,"Democrats 43, Republicans 40",Democrats +3,2014-05-15,2014.0
406,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-05-12,2014.0
407,2014 Generic Congressional Vote,USA Today/Pew Research,"Democrats 43, Republicans 47",Republicans +4,2014-05-05,2014.0
408,2014 Generic Congressional Vote,CNN/Opinion Research,"Democrats 45, Republicans 46",Republicans +1,2014-05-05,2014.0
409,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-05-05,2014.0
410,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 45, Republicans 44",Democrats +1,2014-04-29,2014.0
411,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 40",Republicans +2,2014-04-28,2014.0
412,2014 Generic Congressional Vote,FOX News,"Democrats 41, Republicans 44",Republicans +3,2014-04-22,2014.0
413,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 41",Republicans +1,2014-04-21,2014.0
414,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 48, Republicans 42",Democrats +6,2014-04-16,2014.0
415,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-04-14,2014.0
416,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 39",Democrats +1,2014-04-07,2014.0
417,2014 Generic Congressional Vote,NPR/GQR/Resurgent,"Democrats 44, Republicans 43",Democrats +1,2014-04-03,2014.0
418,2014 Generic Congressional Vote,Reason-Rupe/PSRAI,"Democrats 40, Republicans 36",Democrats +4,2014-04-03,2014.0
419,2014 Generic Congressional Vote,Quinnipiac,"Democrats 40, Republicans 38",Democrats +2,2014-04-02,2014.0
420,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 38",Democrats +1,2014-03-31,2014.0
421,2014 Generic Congressional Vote,CBS News,"Democrats 39, Republicans 39",Tie,2014-03-25,2014.0
422,2014 Generic Congressional Vote,GWU/Battleground,"Democrats 43, Republicans 43",Tie,2014-03-25,2014.0
423,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-03-24,2014.0
424,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 38, Republicans 39",Republicans +1,2014-03-17,2014.0
425,2014 Generic Congressional Vote,PPP (D),"Democrats 43, Republicans 40",Democrats +3,2014-03-11,2014.0
426,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 39",Tie,2014-03-10,2014.0
427,2014 Generic Congressional Vote,FOX News,"Democrats 40, Republicans 38",Democrats +2,2014-03-06,2014.0
428,2014 Generic Congressional Vote,ABC News/Wash Post,"Democrats 46, Republicans 45",Democrats +1,2014-03-04,2014.0
429,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 36",Democrats +3,2014-03-03,2014.0
430,2014 Generic Congressional Vote,CBS News/NY Times,"Democrats 39, Republicans 42",Republicans +3,2014-02-26,2014.0
431,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-02-24,2014.0
432,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 41, Republicans 37",Democrats +4,2014-02-18,2014.0
433,2014 Generic Congressional Vote,McClatchy/Marist,"Democrats 46, Republicans 44",Democrats +2,2014-02-12,2014.0
434,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 40, Republicans 38",Democrats +2,2014-02-10,2014.0
435,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 39, Republicans 40",Republicans +1,2014-02-03,2014.0
436,2014 Generic Congressional Vote,PPP (D),"Democrats 40, Republicans 42",Republicans +2,2014-01-28,2014.0
437,2014 Generic Congressional Vote,FOX News,"Democrats 41, Republicans 43",Republicans +2,2014-01-27,2014.0
438,2014 Generic Congressional Vote,Rasmussen Reports,"Democrats 42, Republicans 37",Democrats +5,2014-01-27,2014.0
439,2014 Generic Congressional Vote,PPP (D),"Republicans 42, Democrats 40",Republicans +2,2014-01-28,2014.0
440,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 41",Republicans +2,2014-01-27,2014.0
441,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 42",Democrats +5,2014-01-27,2014.0
442,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 46, Democrats 45",Republicans +1,2014-01-26,2014.0
443,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 43, Democrats 41",Republicans +2,2014-01-22,2014.0
444,2014 Generic Congressional Vote,Quinnipiac,"Republicans 38, Democrats 37",Republicans +1,2014-01-21,2014.0
445,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 35, Democrats 41",Democrats +6,2014-01-20,2014.0
446,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 41",Democrats +4,2014-01-13,2014.0
447,2014 Generic Congressional Vote,Quinnipiac,"Republicans 38, Democrats 37",Republicans +1,2014-01-08,2014.0
448,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 40",Democrats +2,2014-01-06,2014.0
449,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2013-12-30,2013.0
450,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 44",Republicans +5,2013-12-26,2013.0
451,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 42, Democrats 39",Republicans +3,2013-12-24,2013.0
452,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 43",Tie,2013-12-19,2013.0
453,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2013-12-16,2013.0
454,2014 Generic Congressional Vote,USA Today/Pew Research,"Republicans 44, Democrats 48",Democrats +4,2013-12-13,2013.0
455,2014 Generic Congressional Vote,Quinnipiac,"Republicans 41, Democrats 38",Republicans +3,2013-12-10,2013.0
456,2014 Generic Congressional Vote,McClatchy/Marist,"Republicans 43, Democrats 43",Tie,2013-12-09,2013.0
457,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",Republicans +5,2013-12-09,2013.0
458,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 38",Republicans +5,2013-12-02,2013.0
459,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 49, Democrats 47",Republicans +2,2013-11-26,2013.0
460,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 41",Democrats +1,2013-11-25,2013.0
461,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 39",Republicans +1,2013-11-19,2013.0
462,2014 Generic Congressional Vote,FOX News,"Republicans 43, Democrats 40",Republicans +3,2013-11-13,2013.0
463,2014 Generic Congressional Vote,Quinnipiac,"Republicans 39, Democrats 39",Tie,2013-11-13,2013.0
464,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 41",Democrats +2,2013-11-11,2013.0
465,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 37, Democrats 43",Democrats +6,2013-11-04,2013.0
466,2014 Generic Congressional Vote,GWU/Battleground,"Republicans 41, Democrats 44",Democrats +3,2013-11-04,2013.0
467,2014 Generic Congressional Vote,PPP (D),"Republicans 38, Democrats 44",Democrats +6,2013-11-01,2013.0
468,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",Democrats +6,2013-11-04,2013.0
469,Generic Congressional Vote,GWU/Battleground,"Democrats 44, Republicans 41",Democrats +3,2013-11-04,2013.0
470,Generic Congressional Vote,PPP (D),"Democrats 44, Republicans 38",Democrats +6,2013-11-01,2013.0
471,Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 37",Democrats +6,2013-10-28,2013.0
